Chart,Question,Id
adult_histograms_symbolic.png,"Feature generation based on the use of variable occupation wouldn’t be useful, but the use of relationship seems to be promising.",454
adult_histograms_symbolic.png,"Feature generation based on the use of variable race wouldn’t be useful, but the use of relationship seems to be promising.",455
adult_histograms_symbolic.png,"Feature generation based on the use of variable gender wouldn’t be useful, but the use of relationship seems to be promising.",456
adult_histograms_symbolic.png,"Feature generation based on the use of variable capital-gain wouldn’t be useful, but the use of relationship seems to be promising.",457
adult_histograms_symbolic.png,"Feature generation based on the use of variable capital-loss wouldn’t be useful, but the use of relationship seems to be promising.",458
adult_histograms_symbolic.png,"Feature generation based on the use of variable hours-per-week wouldn’t be useful, but the use of relationship seems to be promising.",459
adult_histograms_symbolic.png,"Feature generation based on the use of variable age wouldn’t be useful, but the use of race seems to be promising.",460
adult_histograms_symbolic.png,"Feature generation based on the use of variable workclass wouldn’t be useful, but the use of race seems to be promising.",461
adult_histograms_symbolic.png,"Feature generation based on the use of variable fnlwgt wouldn’t be useful, but the use of race seems to be promising.",462
adult_histograms_symbolic.png,"Feature generation based on the use of variable education wouldn’t be useful, but the use of race seems to be promising.",463
adult_histograms_symbolic.png,"Feature generation based on the use of variable educational-num wouldn’t be useful, but the use of race seems to be promising.",464
adult_histograms_symbolic.png,"Feature generation based on the use of variable marital-status wouldn’t be useful, but the use of race seems to be promising.",465
adult_histograms_symbolic.png,"Feature generation based on the use of variable occupation wouldn’t be useful, but the use of race seems to be promising.",466
adult_histograms_symbolic.png,"Feature generation based on the use of variable relationship wouldn’t be useful, but the use of race seems to be promising.",467
adult_histograms_symbolic.png,"Feature generation based on the use of variable gender wouldn’t be useful, but the use of race seems to be promising.",468
adult_histograms_symbolic.png,"Feature generation based on the use of variable capital-gain wouldn’t be useful, but the use of race seems to be promising.",469
adult_histograms_symbolic.png,"Feature generation based on the use of variable capital-loss wouldn’t be useful, but the use of race seems to be promising.",470
adult_histograms_symbolic.png,"Feature generation based on the use of variable hours-per-week wouldn’t be useful, but the use of race seems to be promising.",471
adult_histograms_symbolic.png,"Feature generation based on the use of variable age wouldn’t be useful, but the use of gender seems to be promising.",472
adult_histograms_symbolic.png,"Feature generation based on the use of variable workclass wouldn’t be useful, but the use of gender seems to be promising.",473
adult_histograms_symbolic.png,"Feature generation based on the use of variable fnlwgt wouldn’t be useful, but the use of gender seems to be promising.",474
adult_histograms_symbolic.png,"Feature generation based on the use of variable education wouldn’t be useful, but the use of gender seems to be promising.",475
adult_histograms_symbolic.png,"Feature generation based on the use of variable educational-num wouldn’t be useful, but the use of gender seems to be promising.",476
adult_histograms_symbolic.png,"Feature generation based on the use of variable marital-status wouldn’t be useful, but the use of gender seems to be promising.",477
adult_histograms_symbolic.png,"Feature generation based on the use of variable occupation wouldn’t be useful, but the use of gender seems to be promising.",478
adult_histograms_symbolic.png,"Feature generation based on the use of variable relationship wouldn’t be useful, but the use of gender seems to be promising.",479
adult_histograms_symbolic.png,"Feature generation based on the use of variable race wouldn’t be useful, but the use of gender seems to be promising.",480
adult_histograms_symbolic.png,"Feature generation based on the use of variable capital-gain wouldn’t be useful, but the use of gender seems to be promising.",481
adult_histograms_symbolic.png,"Feature generation based on the use of variable capital-loss wouldn’t be useful, but the use of gender seems to be promising.",482
adult_histograms_symbolic.png,"Feature generation based on the use of variable hours-per-week wouldn’t be useful, but the use of gender seems to be promising.",483
adult_histograms_symbolic.png,"Feature generation based on the use of variable age wouldn’t be useful, but the use of capital-gain seems to be promising.",484
adult_histograms_symbolic.png,"Feature generation based on the use of variable workclass wouldn’t be useful, but the use of capital-gain seems to be promising.",485
adult_histograms_symbolic.png,"Feature generation based on the use of variable fnlwgt wouldn’t be useful, but the use of capital-gain seems to be promising.",486
adult_histograms_symbolic.png,"Feature generation based on the use of variable education wouldn’t be useful, but the use of capital-gain seems to be promising.",487
adult_histograms_symbolic.png,"Feature generation based on the use of variable educational-num wouldn’t be useful, but the use of capital-gain seems to be promising.",488
adult_histograms_symbolic.png,"Feature generation based on the use of variable marital-status wouldn’t be useful, but the use of capital-gain seems to be promising.",489
adult_histograms_symbolic.png,"Feature generation based on the use of variable occupation wouldn’t be useful, but the use of capital-gain seems to be promising.",490
adult_histograms_symbolic.png,"Feature generation based on the use of variable relationship wouldn’t be useful, but the use of capital-gain seems to be promising.",491
adult_histograms_symbolic.png,"Feature generation based on the use of variable race wouldn’t be useful, but the use of capital-gain seems to be promising.",492
adult_histograms_symbolic.png,"Feature generation based on the use of variable gender wouldn’t be useful, but the use of capital-gain seems to be promising.",493
adult_histograms_symbolic.png,"Feature generation based on the use of variable capital-loss wouldn’t be useful, but the use of capital-gain seems to be promising.",494
adult_histograms_symbolic.png,"Feature generation based on the use of variable hours-per-week wouldn’t be useful, but the use of capital-gain seems to be promising.",495
adult_histograms_symbolic.png,"Feature generation based on the use of variable age wouldn’t be useful, but the use of capital-loss seems to be promising.",496
adult_histograms_symbolic.png,"Feature generation based on the use of variable workclass wouldn’t be useful, but the use of capital-loss seems to be promising.",497
adult_histograms_symbolic.png,"Feature generation based on the use of variable fnlwgt wouldn’t be useful, but the use of capital-loss seems to be promising.",498
adult_histograms_symbolic.png,"Feature generation based on the use of variable education wouldn’t be useful, but the use of capital-loss seems to be promising.",499
adult_histograms_symbolic.png,"Feature generation based on the use of variable educational-num wouldn’t be useful, but the use of capital-loss seems to be promising.",500
adult_histograms_symbolic.png,"Feature generation based on the use of variable marital-status wouldn’t be useful, but the use of capital-loss seems to be promising.",501
adult_histograms_symbolic.png,"Feature generation based on the use of variable occupation wouldn’t be useful, but the use of capital-loss seems to be promising.",502
adult_histograms_symbolic.png,"Feature generation based on the use of variable relationship wouldn’t be useful, but the use of capital-loss seems to be promising.",503
adult_histograms_symbolic.png,"Feature generation based on the use of variable race wouldn’t be useful, but the use of capital-loss seems to be promising.",504
adult_histograms_symbolic.png,"Feature generation based on the use of variable gender wouldn’t be useful, but the use of capital-loss seems to be promising.",505
adult_histograms_symbolic.png,"Feature generation based on the use of variable capital-gain wouldn’t be useful, but the use of capital-loss seems to be promising.",506
adult_histograms_symbolic.png,"Feature generation based on the use of variable hours-per-week wouldn’t be useful, but the use of capital-loss seems to be promising.",507
adult_histograms_symbolic.png,"Feature generation based on the use of variable age wouldn’t be useful, but the use of hours-per-week seems to be promising.",508
adult_histograms_symbolic.png,"Feature generation based on the use of variable workclass wouldn’t be useful, but the use of hours-per-week seems to be promising.",509
adult_histograms_symbolic.png,"Feature generation based on the use of variable fnlwgt wouldn’t be useful, but the use of hours-per-week seems to be promising.",510
adult_histograms_symbolic.png,"Feature generation based on the use of variable education wouldn’t be useful, but the use of hours-per-week seems to be promising.",511
adult_histograms_symbolic.png,"Feature generation based on the use of variable educational-num wouldn’t be useful, but the use of hours-per-week seems to be promising.",512
adult_histograms_symbolic.png,"Feature generation based on the use of variable marital-status wouldn’t be useful, but the use of hours-per-week seems to be promising.",513
adult_histograms_symbolic.png,"Feature generation based on the use of variable occupation wouldn’t be useful, but the use of hours-per-week seems to be promising.",514
adult_histograms_symbolic.png,"Feature generation based on the use of variable relationship wouldn’t be useful, but the use of hours-per-week seems to be promising.",515
adult_histograms_symbolic.png,"Feature generation based on the use of variable race wouldn’t be useful, but the use of hours-per-week seems to be promising.",516
adult_histograms_symbolic.png,"Feature generation based on the use of variable gender wouldn’t be useful, but the use of hours-per-week seems to be promising.",517
adult_histograms_symbolic.png,"Feature generation based on the use of variable capital-gain wouldn’t be useful, but the use of hours-per-week seems to be promising.",518
adult_histograms_symbolic.png,"Feature generation based on the use of variable capital-loss wouldn’t be useful, but the use of hours-per-week seems to be promising.",519
adult_histograms_symbolic.png,Feature generation based on both variables workclass and age seems to be promising.,520
adult_histograms_symbolic.png,Feature generation based on both variables fnlwgt and age seems to be promising.,521
adult_histograms_symbolic.png,Feature generation based on both variables education and age seems to be promising.,522
adult_histograms_symbolic.png,Feature generation based on both variables educational-num and age seems to be promising.,523
adult_histograms_symbolic.png,Feature generation based on both variables marital-status and age seems to be promising.,524
adult_histograms_symbolic.png,Feature generation based on both variables occupation and age seems to be promising.,525
adult_histograms_symbolic.png,Feature generation based on both variables relationship and age seems to be promising.,526
adult_histograms_symbolic.png,Feature generation based on both variables race and age seems to be promising.,527
adult_histograms_symbolic.png,Feature generation based on both variables gender and age seems to be promising.,528
adult_histograms_symbolic.png,Feature generation based on both variables capital-gain and age seems to be promising.,529
adult_histograms_symbolic.png,Feature generation based on both variables capital-loss and age seems to be promising.,530
adult_histograms_symbolic.png,Feature generation based on both variables hours-per-week and age seems to be promising.,531
adult_histograms_symbolic.png,Feature generation based on both variables age and workclass seems to be promising.,532
adult_histograms_symbolic.png,Feature generation based on both variables fnlwgt and workclass seems to be promising.,533
adult_histograms_symbolic.png,Feature generation based on both variables education and workclass seems to be promising.,534
adult_histograms_symbolic.png,Feature generation based on both variables educational-num and workclass seems to be promising.,535
adult_histograms_symbolic.png,Feature generation based on both variables marital-status and workclass seems to be promising.,536
adult_histograms_symbolic.png,Feature generation based on both variables occupation and workclass seems to be promising.,537
adult_histograms_symbolic.png,Feature generation based on both variables relationship and workclass seems to be promising.,538
adult_histograms_symbolic.png,Feature generation based on both variables race and workclass seems to be promising.,539
adult_histograms_symbolic.png,Feature generation based on both variables gender and workclass seems to be promising.,540
adult_histograms_symbolic.png,Feature generation based on both variables capital-gain and workclass seems to be promising.,541
adult_histograms_symbolic.png,Feature generation based on both variables capital-loss and workclass seems to be promising.,542
adult_histograms_symbolic.png,Feature generation based on both variables hours-per-week and workclass seems to be promising.,543
adult_histograms_symbolic.png,Feature generation based on both variables age and fnlwgt seems to be promising.,544
adult_histograms_symbolic.png,Feature generation based on both variables workclass and fnlwgt seems to be promising.,545
adult_histograms_symbolic.png,Feature generation based on both variables education and fnlwgt seems to be promising.,546
adult_histograms_symbolic.png,Feature generation based on both variables educational-num and fnlwgt seems to be promising.,547
adult_histograms_symbolic.png,Feature generation based on both variables marital-status and fnlwgt seems to be promising.,548
adult_histograms_symbolic.png,Feature generation based on both variables occupation and fnlwgt seems to be promising.,549
adult_histograms_symbolic.png,Feature generation based on both variables relationship and fnlwgt seems to be promising.,550
adult_histograms_symbolic.png,Feature generation based on both variables race and fnlwgt seems to be promising.,551
adult_histograms_symbolic.png,Feature generation based on both variables gender and fnlwgt seems to be promising.,552
adult_histograms_symbolic.png,Feature generation based on both variables capital-gain and fnlwgt seems to be promising.,553
adult_histograms_symbolic.png,Feature generation based on both variables capital-loss and fnlwgt seems to be promising.,554
adult_histograms_symbolic.png,Feature generation based on both variables hours-per-week and fnlwgt seems to be promising.,555
adult_histograms_symbolic.png,Feature generation based on both variables age and education seems to be promising.,556
adult_histograms_symbolic.png,Feature generation based on both variables workclass and education seems to be promising.,557
adult_histograms_symbolic.png,Feature generation based on both variables fnlwgt and education seems to be promising.,558
adult_histograms_symbolic.png,Feature generation based on both variables marital-status and education seems to be promising.,559
adult_histograms_symbolic.png,Feature generation based on both variables occupation and education seems to be promising.,560
adult_histograms_symbolic.png,Feature generation based on both variables relationship and education seems to be promising.,561
adult_histograms_symbolic.png,Feature generation based on both variables race and education seems to be promising.,562
adult_histograms_symbolic.png,Feature generation based on both variables gender and education seems to be promising.,563
adult_histograms_symbolic.png,Feature generation based on both variables capital-gain and education seems to be promising.,564
adult_histograms_symbolic.png,Feature generation based on both variables capital-loss and education seems to be promising.,565
adult_histograms_symbolic.png,Feature generation based on both variables hours-per-week and education seems to be promising.,566
adult_histograms_symbolic.png,Feature generation based on both variables age and educational-num seems to be promising.,567
adult_histograms_symbolic.png,Feature generation based on both variables workclass and educational-num seems to be promising.,568
adult_histograms_symbolic.png,Feature generation based on both variables fnlwgt and educational-num seems to be promising.,569
adult_histograms_symbolic.png,Feature generation based on both variables education and educational-num seems to be promising.,570
adult_histograms_symbolic.png,Feature generation based on both variables marital-status and educational-num seems to be promising.,571
adult_histograms_symbolic.png,Feature generation based on both variables occupation and educational-num seems to be promising.,572
adult_histograms_symbolic.png,Feature generation based on both variables relationship and educational-num seems to be promising.,573
adult_histograms_symbolic.png,Feature generation based on both variables race and educational-num seems to be promising.,574
adult_histograms_symbolic.png,Feature generation based on both variables gender and educational-num seems to be promising.,575
adult_histograms_symbolic.png,Feature generation based on both variables capital-gain and educational-num seems to be promising.,576
adult_histograms_symbolic.png,Feature generation based on both variables capital-loss and educational-num seems to be promising.,577
adult_histograms_symbolic.png,Feature generation based on both variables hours-per-week and educational-num seems to be promising.,578
adult_histograms_symbolic.png,Feature generation based on both variables age and marital-status seems to be promising.,579
adult_histograms_symbolic.png,Feature generation based on both variables workclass and marital-status seems to be promising.,580
adult_histograms_symbolic.png,Feature generation based on both variables fnlwgt and marital-status seems to be promising.,581
adult_histograms_symbolic.png,Feature generation based on both variables education and marital-status seems to be promising.,582
adult_histograms_symbolic.png,Feature generation based on both variables educational-num and marital-status seems to be promising.,583
adult_histograms_symbolic.png,Feature generation based on both variables occupation and marital-status seems to be promising.,584
adult_histograms_symbolic.png,Feature generation based on both variables relationship and marital-status seems to be promising.,585
adult_histograms_symbolic.png,Feature generation based on both variables race and marital-status seems to be promising.,586
adult_histograms_symbolic.png,Feature generation based on both variables gender and marital-status seems to be promising.,587
adult_histograms_symbolic.png,Feature generation based on both variables capital-gain and marital-status seems to be promising.,588
adult_histograms_symbolic.png,Feature generation based on both variables capital-loss and marital-status seems to be promising.,589
adult_histograms_symbolic.png,Feature generation based on both variables hours-per-week and marital-status seems to be promising.,590
adult_histograms_symbolic.png,Feature generation based on both variables age and occupation seems to be promising.,591
adult_histograms_symbolic.png,Feature generation based on both variables workclass and occupation seems to be promising.,592
adult_histograms_symbolic.png,Feature generation based on both variables fnlwgt and occupation seems to be promising.,593
adult_histograms_symbolic.png,Feature generation based on both variables education and occupation seems to be promising.,594
adult_histograms_symbolic.png,Feature generation based on both variables educational-num and occupation seems to be promising.,595
adult_histograms_symbolic.png,Feature generation based on both variables marital-status and occupation seems to be promising.,596
adult_histograms_symbolic.png,Feature generation based on both variables relationship and occupation seems to be promising.,597
adult_histograms_symbolic.png,Feature generation based on both variables race and occupation seems to be promising.,598
adult_histograms_symbolic.png,Feature generation based on both variables gender and occupation seems to be promising.,599
adult_histograms_symbolic.png,Feature generation based on both variables capital-gain and occupation seems to be promising.,600
adult_histograms_symbolic.png,Feature generation based on both variables capital-loss and occupation seems to be promising.,601
adult_histograms_symbolic.png,Feature generation based on both variables hours-per-week and occupation seems to be promising.,602
adult_histograms_symbolic.png,Feature generation based on both variables age and relationship seems to be promising.,603
adult_histograms_symbolic.png,Feature generation based on both variables workclass and relationship seems to be promising.,604
adult_histograms_symbolic.png,Feature generation based on both variables fnlwgt and relationship seems to be promising.,605
adult_histograms_symbolic.png,Feature generation based on both variables education and relationship seems to be promising.,606
adult_histograms_symbolic.png,Feature generation based on both variables educational-num and relationship seems to be promising.,607
adult_histograms_symbolic.png,Feature generation based on both variables marital-status and relationship seems to be promising.,608
adult_histograms_symbolic.png,Feature generation based on both variables occupation and relationship seems to be promising.,609
adult_histograms_symbolic.png,Feature generation based on both variables race and relationship seems to be promising.,610
adult_histograms_symbolic.png,Feature generation based on both variables gender and relationship seems to be promising.,611
adult_histograms_symbolic.png,Feature generation based on both variables capital-gain and relationship seems to be promising.,612
adult_histograms_symbolic.png,Feature generation based on both variables capital-loss and relationship seems to be promising.,613
adult_histograms_symbolic.png,Feature generation based on both variables hours-per-week and relationship seems to be promising.,614
adult_histograms_symbolic.png,Feature generation based on both variables age and race seems to be promising.,615
adult_histograms_symbolic.png,Feature generation based on both variables workclass and race seems to be promising.,616
adult_histograms_symbolic.png,Feature generation based on both variables fnlwgt and race seems to be promising.,617
adult_histograms_symbolic.png,Feature generation based on both variables education and race seems to be promising.,618
adult_histograms_symbolic.png,Feature generation based on both variables educational-num and race seems to be promising.,619
adult_histograms_symbolic.png,Feature generation based on both variables marital-status and race seems to be promising.,620
adult_histograms_symbolic.png,Feature generation based on both variables occupation and race seems to be promising.,621
adult_histograms_symbolic.png,Feature generation based on both variables relationship and race seems to be promising.,622
adult_histograms_symbolic.png,Feature generation based on both variables gender and race seems to be promising.,623
adult_histograms_symbolic.png,Feature generation based on both variables capital-gain and race seems to be promising.,624
adult_histograms_symbolic.png,Feature generation based on both variables capital-loss and race seems to be promising.,625
adult_histograms_symbolic.png,Feature generation based on both variables hours-per-week and race seems to be promising.,626
adult_histograms_symbolic.png,Feature generation based on both variables age and gender seems to be promising.,627
adult_histograms_symbolic.png,Feature generation based on both variables workclass and gender seems to be promising.,628
adult_histograms_symbolic.png,Feature generation based on both variables fnlwgt and gender seems to be promising.,629
adult_histograms_symbolic.png,Feature generation based on both variables education and gender seems to be promising.,630
adult_histograms_symbolic.png,Feature generation based on both variables educational-num and gender seems to be promising.,631
adult_histograms_symbolic.png,Feature generation based on both variables marital-status and gender seems to be promising.,632
adult_histograms_symbolic.png,Feature generation based on both variables occupation and gender seems to be promising.,633
adult_histograms_symbolic.png,Feature generation based on both variables relationship and gender seems to be promising.,634
adult_histograms_symbolic.png,Feature generation based on both variables race and gender seems to be promising.,635
adult_histograms_symbolic.png,Feature generation based on both variables capital-gain and gender seems to be promising.,636
adult_histograms_symbolic.png,Feature generation based on both variables capital-loss and gender seems to be promising.,637
adult_histograms_symbolic.png,Feature generation based on both variables hours-per-week and gender seems to be promising.,638
adult_histograms_symbolic.png,Feature generation based on both variables age and capital-gain seems to be promising.,639
adult_histograms_symbolic.png,Feature generation based on both variables workclass and capital-gain seems to be promising.,640
adult_histograms_symbolic.png,Feature generation based on both variables fnlwgt and capital-gain seems to be promising.,641
adult_histograms_symbolic.png,Feature generation based on both variables education and capital-gain seems to be promising.,642
adult_histograms_symbolic.png,Feature generation based on both variables educational-num and capital-gain seems to be promising.,643
adult_histograms_symbolic.png,Feature generation based on both variables marital-status and capital-gain seems to be promising.,644
adult_histograms_symbolic.png,Feature generation based on both variables occupation and capital-gain seems to be promising.,645
adult_histograms_symbolic.png,Feature generation based on both variables relationship and capital-gain seems to be promising.,646
adult_histograms_symbolic.png,Feature generation based on both variables race and capital-gain seems to be promising.,647
adult_histograms_symbolic.png,Feature generation based on both variables gender and capital-gain seems to be promising.,648
adult_histograms_symbolic.png,Feature generation based on both variables capital-loss and capital-gain seems to be promising.,649
adult_histograms_symbolic.png,Feature generation based on both variables hours-per-week and capital-gain seems to be promising.,650
adult_histograms_symbolic.png,Feature generation based on both variables age and capital-loss seems to be promising.,651
adult_histograms_symbolic.png,Feature generation based on both variables workclass and capital-loss seems to be promising.,652
adult_histograms_symbolic.png,Feature generation based on both variables fnlwgt and capital-loss seems to be promising.,653
adult_histograms_symbolic.png,Feature generation based on both variables education and capital-loss seems to be promising.,654
adult_histograms_symbolic.png,Feature generation based on both variables educational-num and capital-loss seems to be promising.,655
adult_histograms_symbolic.png,Feature generation based on both variables marital-status and capital-loss seems to be promising.,656
adult_histograms_symbolic.png,Feature generation based on both variables occupation and capital-loss seems to be promising.,657
adult_histograms_symbolic.png,Feature generation based on both variables relationship and capital-loss seems to be promising.,658
adult_histograms_symbolic.png,Feature generation based on both variables race and capital-loss seems to be promising.,659
adult_histograms_symbolic.png,Feature generation based on both variables gender and capital-loss seems to be promising.,660
adult_histograms_symbolic.png,Feature generation based on both variables capital-gain and capital-loss seems to be promising.,661
adult_histograms_symbolic.png,Feature generation based on both variables hours-per-week and capital-loss seems to be promising.,662
adult_histograms_symbolic.png,Feature generation based on both variables age and hours-per-week seems to be promising.,663
adult_histograms_symbolic.png,Feature generation based on both variables workclass and hours-per-week seems to be promising.,664
adult_histograms_symbolic.png,Feature generation based on both variables fnlwgt and hours-per-week seems to be promising.,665
adult_histograms_symbolic.png,Feature generation based on both variables education and hours-per-week seems to be promising.,666
adult_histograms_symbolic.png,Feature generation based on both variables educational-num and hours-per-week seems to be promising.,667
adult_histograms_symbolic.png,Feature generation based on both variables marital-status and hours-per-week seems to be promising.,668
adult_histograms_symbolic.png,Feature generation based on both variables occupation and hours-per-week seems to be promising.,669
adult_histograms_symbolic.png,Feature generation based on both variables relationship and hours-per-week seems to be promising.,670
adult_histograms_symbolic.png,Feature generation based on both variables race and hours-per-week seems to be promising.,671
adult_histograms_symbolic.png,Feature generation based on both variables gender and hours-per-week seems to be promising.,672
adult_histograms_symbolic.png,Feature generation based on both variables capital-gain and hours-per-week seems to be promising.,673
adult_histograms_symbolic.png,Feature generation based on both variables capital-loss and hours-per-week seems to be promising.,674
adult_mv.png,There is no reason to believe that discarding records showing missing values is safer than discarding the corresponding variables in this case.,675
adult_mv.png,Dropping all rows with missing values can lead to a dataset with less than 25% of the original data.,676
adult_mv.png,Dropping all rows with missing values can lead to a dataset with less than 30% of the original data.,677
adult_mv.png,Dropping all rows with missing values can lead to a dataset with less than 40% of the original data.,678
adult_mv.png,Dropping all records with missing values would be better than to drop the variables with missing values.,679
adult_mv.png,Discarding variables workclass and age would be better than discarding all the records with missing values for those variables.,680
adult_mv.png,Discarding variables fnlwgt and age would be better than discarding all the records with missing values for those variables.,681
adult_mv.png,Discarding variables education and age would be better than discarding all the records with missing values for those variables.,682
adult_mv.png,Discarding variables educational-num and age would be better than discarding all the records with missing values for those variables.,683
adult_mv.png,Discarding variables marital-status and age would be better than discarding all the records with missing values for those variables.,684
adult_mv.png,Discarding variables occupation and age would be better than discarding all the records with missing values for those variables.,685
adult_mv.png,Discarding variables relationship and age would be better than discarding all the records with missing values for those variables.,686
adult_mv.png,Discarding variables race and age would be better than discarding all the records with missing values for those variables.,687
adult_mv.png,Discarding variables gender and age would be better than discarding all the records with missing values for those variables.,688
adult_mv.png,Discarding variables capital-gain and age would be better than discarding all the records with missing values for those variables.,689
adult_mv.png,Discarding variables capital-loss and age would be better than discarding all the records with missing values for those variables.,690
adult_mv.png,Discarding variables hours-per-week and age would be better than discarding all the records with missing values for those variables.,691
adult_mv.png,Discarding variables age and workclass would be better than discarding all the records with missing values for those variables.,692
adult_mv.png,Discarding variables fnlwgt and workclass would be better than discarding all the records with missing values for those variables.,693
adult_mv.png,Discarding variables education and workclass would be better than discarding all the records with missing values for those variables.,694
adult_mv.png,Discarding variables educational-num and workclass would be better than discarding all the records with missing values for those variables.,695
adult_mv.png,Discarding variables marital-status and workclass would be better than discarding all the records with missing values for those variables.,696
adult_mv.png,Discarding variables occupation and workclass would be better than discarding all the records with missing values for those variables.,697
adult_mv.png,Discarding variables relationship and workclass would be better than discarding all the records with missing values for those variables.,698
adult_mv.png,Discarding variables race and workclass would be better than discarding all the records with missing values for those variables.,699
adult_mv.png,Discarding variables gender and workclass would be better than discarding all the records with missing values for those variables.,700
adult_mv.png,Discarding variables capital-gain and workclass would be better than discarding all the records with missing values for those variables.,701
adult_mv.png,Discarding variables capital-loss and workclass would be better than discarding all the records with missing values for those variables.,702
adult_mv.png,Discarding variables hours-per-week and workclass would be better than discarding all the records with missing values for those variables.,703
adult_mv.png,Discarding variables age and fnlwgt would be better than discarding all the records with missing values for those variables.,704
adult_mv.png,Discarding variables workclass and fnlwgt would be better than discarding all the records with missing values for those variables.,705
adult_mv.png,Discarding variables education and fnlwgt would be better than discarding all the records with missing values for those variables.,706
adult_mv.png,Discarding variables educational-num and fnlwgt would be better than discarding all the records with missing values for those variables.,707
adult_mv.png,Discarding variables marital-status and fnlwgt would be better than discarding all the records with missing values for those variables.,708
adult_mv.png,Discarding variables occupation and fnlwgt would be better than discarding all the records with missing values for those variables.,709
adult_mv.png,Discarding variables relationship and fnlwgt would be better than discarding all the records with missing values for those variables.,710
adult_mv.png,Discarding variables race and fnlwgt would be better than discarding all the records with missing values for those variables.,711
adult_mv.png,Discarding variables gender and fnlwgt would be better than discarding all the records with missing values for those variables.,712
adult_mv.png,Discarding variables capital-gain and fnlwgt would be better than discarding all the records with missing values for those variables.,713
adult_mv.png,Discarding variables capital-loss and fnlwgt would be better than discarding all the records with missing values for those variables.,714
adult_mv.png,Discarding variables hours-per-week and fnlwgt would be better than discarding all the records with missing values for those variables.,715
adult_mv.png,Discarding variables age and education would be better than discarding all the records with missing values for those variables.,716
adult_mv.png,Discarding variables workclass and education would be better than discarding all the records with missing values for those variables.,717
adult_mv.png,Discarding variables fnlwgt and education would be better than discarding all the records with missing values for those variables.,718
adult_mv.png,Discarding variables marital-status and education would be better than discarding all the records with missing values for those variables.,719
adult_mv.png,Discarding variables occupation and education would be better than discarding all the records with missing values for those variables.,720
adult_mv.png,Discarding variables relationship and education would be better than discarding all the records with missing values for those variables.,721
adult_mv.png,Discarding variables race and education would be better than discarding all the records with missing values for those variables.,722
adult_mv.png,Discarding variables gender and education would be better than discarding all the records with missing values for those variables.,723
adult_mv.png,Discarding variables capital-gain and education would be better than discarding all the records with missing values for those variables.,724
adult_mv.png,Discarding variables capital-loss and education would be better than discarding all the records with missing values for those variables.,725
adult_mv.png,Discarding variables hours-per-week and education would be better than discarding all the records with missing values for those variables.,726
adult_mv.png,Discarding variables age and educational-num would be better than discarding all the records with missing values for those variables.,727
adult_mv.png,Discarding variables workclass and educational-num would be better than discarding all the records with missing values for those variables.,728
adult_mv.png,Discarding variables fnlwgt and educational-num would be better than discarding all the records with missing values for those variables.,729
adult_mv.png,Discarding variables education and educational-num would be better than discarding all the records with missing values for those variables.,730
adult_mv.png,Discarding variables marital-status and educational-num would be better than discarding all the records with missing values for those variables.,731
adult_mv.png,Discarding variables occupation and educational-num would be better than discarding all the records with missing values for those variables.,732
adult_mv.png,Discarding variables relationship and educational-num would be better than discarding all the records with missing values for those variables.,733
adult_mv.png,Discarding variables race and educational-num would be better than discarding all the records with missing values for those variables.,734
adult_mv.png,Discarding variables gender and educational-num would be better than discarding all the records with missing values for those variables.,735
adult_mv.png,Discarding variables capital-gain and educational-num would be better than discarding all the records with missing values for those variables.,736
adult_mv.png,Discarding variables capital-loss and educational-num would be better than discarding all the records with missing values for those variables.,737
adult_mv.png,Discarding variables hours-per-week and educational-num would be better than discarding all the records with missing values for those variables.,738
adult_mv.png,Discarding variables age and marital-status would be better than discarding all the records with missing values for those variables.,739
adult_mv.png,Discarding variables workclass and marital-status would be better than discarding all the records with missing values for those variables.,740
adult_mv.png,Discarding variables fnlwgt and marital-status would be better than discarding all the records with missing values for those variables.,741
adult_mv.png,Discarding variables education and marital-status would be better than discarding all the records with missing values for those variables.,742
adult_mv.png,Discarding variables educational-num and marital-status would be better than discarding all the records with missing values for those variables.,743
adult_mv.png,Discarding variables occupation and marital-status would be better than discarding all the records with missing values for those variables.,744
adult_mv.png,Discarding variables relationship and marital-status would be better than discarding all the records with missing values for those variables.,745
adult_mv.png,Discarding variables race and marital-status would be better than discarding all the records with missing values for those variables.,746
adult_mv.png,Discarding variables gender and marital-status would be better than discarding all the records with missing values for those variables.,747
adult_mv.png,Discarding variables capital-gain and marital-status would be better than discarding all the records with missing values for those variables.,748
adult_mv.png,Discarding variables capital-loss and marital-status would be better than discarding all the records with missing values for those variables.,749
adult_mv.png,Discarding variables hours-per-week and marital-status would be better than discarding all the records with missing values for those variables.,750
adult_mv.png,Discarding variables age and occupation would be better than discarding all the records with missing values for those variables.,751
adult_mv.png,Discarding variables workclass and occupation would be better than discarding all the records with missing values for those variables.,752
adult_mv.png,Discarding variables fnlwgt and occupation would be better than discarding all the records with missing values for those variables.,753
adult_mv.png,Discarding variables education and occupation would be better than discarding all the records with missing values for those variables.,754
adult_mv.png,Discarding variables educational-num and occupation would be better than discarding all the records with missing values for those variables.,755
adult_mv.png,Discarding variables marital-status and occupation would be better than discarding all the records with missing values for those variables.,756
adult_mv.png,Discarding variables relationship and occupation would be better than discarding all the records with missing values for those variables.,757
adult_mv.png,Discarding variables race and occupation would be better than discarding all the records with missing values for those variables.,758
