Location,Rainfall,WindGustDir,WindDir9am,WindDir3pm,WindSpeed9am,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp3pm,RainToday,RainTomorrow
AliceSprings,0.0,ESE,ESE,NE,24.0,1014.7,1009.7,1.0,1.0,32.7,No,No
AliceSprings,0.0,S,ENE,SSE,17.0,1014.4,1009.3,1.0,1.0,35.5,No,No
AliceSprings,0.0,SW,N,WNW,28.0,1012.1,1007.1,4.0,7.0,36.1,No,No
AliceSprings,0.0,SSW,SSW,SW,19.0,1009.3,1006.8,7.0,7.0,30.4,No,No
AliceSprings,0.0,SSE,S,SSW,13.0,1010.1,1006.6,7.0,5.0,32.5,No,No
AliceSprings,0.0,E,E,NNE,30.0,1010.6,1005.1,7.0,7.0,33.8,No,No
AliceSprings,0.0,NW,S,NW,9.0,1007.6,1003.1,3.0,7.0,33.9,No,No
AliceSprings,0.0,SE,S,S,19.0,1008.5,1004.8,3.0,6.0,33.0,No,No
AliceSprings,0.0,SW,E,SSE,22.0,1007.7,1005.9,5.0,7.0,31.6,No,No
AliceSprings,0.0,WNW,ENE,E,19.0,1009.6,1005.7,7.0,5.0,34.2,No,No
AliceSprings,0.0,E,ESE,S,24.0,1008.4,1005.7,7.0,7.0,30.0,No,No
AliceSprings,0.0,NNE,ENE,NNE,24.0,1008.3,1002.5,1.0,5.0,37.0,No,No
AliceSprings,0.0,NW,NNE,NNW,15.0,1005.6,1000.8,2.0,7.0,35.6,No,Yes
AliceSprings,1.2,SSE,NNE,E,17.0,1007.2,1003.3,7.0,7.0,35.8,Yes,No
AliceSprings,0.0,ENE,ENE,ENE,26.0,1008.7,1004.3,2.0,7.0,37.0,No,No
AliceSprings,0.0,SW,NW,SW,17.0,1006.7,1007.3,4.0,7.0,26.8,No,No
AliceSprings,0.0,ESE,ESE,SE,19.0,1009.8,1005.5,2.0,3.0,35.9,No,No
AliceSprings,0.0,E,ENE,NE,31.0,1010.0,1005.8,5.0,5.0,37.3,No,No
AliceSprings,0.0,WSW,ENE,E,6.0,1011.8,1006.7,1.0,5.0,38.9,No,No
AliceSprings,0.0,E,NW,SW,13.0,1010.1,1008.4,2.0,8.0,27.0,No,Yes
AliceSprings,2.6,W,NW,NW,15.0,1008.3,1003.5,1.0,7.0,38.9,Yes,Yes
AliceSprings,14.8,NW,NW,SSE,22.0,1009.1,1006.6,7.0,7.0,28.3,Yes,Yes
AliceSprings,1.4,SE,SSE,SE,26.0,1014.7,1012.1,7.0,7.0,25.9,Yes,No
AliceSprings,0.0,SE,ESE,ENE,22.0,1016.4,1011.8,5.0,2.0,30.0,No,No
AliceSprings,0.0,ENE,E,S,19.0,1014.4,1010.2,1.0,1.0,33.0,No,No
AliceSprings,0.0,WSW,N,S,11.0,1011.3,1006.5,1.0,5.0,37.8,No,No
AliceSprings,0.0,SW,SSW,SW,22.0,1008.4,1004.9,3.0,6.0,37.8,No,No
AliceSprings,1.0,ESE,SE,ESE,24.0,1012.8,1008.8,7.0,3.0,28.0,No,No
AliceSprings,0.0,SE,SE,SE,22.0,1012.8,1012.2,7.0,7.0,20.3,No,No
AliceSprings,0.0,ESE,ESE,ENE,26.0,1012.9,1009.1,1.0,1.0,30.1,No,No
AliceSprings,0.0,S,E,S,20.0,1013.5,1009.7,1.0,1.0,33.4,No,No
AliceSprings,0.0,SE,ESE,SSE,24.0,1014.1,1010.2,1.0,6.0,34.6,No,No
AliceSprings,0.0,E,E,ESE,24.0,1013.6,1009.1,2.0,6.0,35.5,No,No
AliceSprings,0.0,ENE,E,NE,28.0,1013.4,1009.4,7.0,6.0,35.9,No,No
AliceSprings,0.0,E,E,SE,28.0,1012.3,1008.7,7.0,7.0,36.0,No,No
AliceSprings,0.0,E,ESE,ENE,13.0,1010.8,1007.4,6.0,6.0,39.7,No,No
AliceSprings,0.0,NE,W,N,13.0,1009.1,1005.6,1.0,5.0,40.8,No,No
AliceSprings,0.0,S,N,WSW,17.0,1009.0,1004.5,1.0,7.0,39.7,No,No
AliceSprings,0.4,NNW,SSW,S,17.0,1008.7,1004.5,2.0,2.0,37.9,No,No
AliceSprings,1.0,W,ESE,ENE,13.0,1009.3,1005.9,7.0,7.0,31.7,No,Yes
AliceSprings,1.8,SE,SE,SE,2.0,1013.4,1012.8,8.0,8.0,19.8,Yes,Yes
AliceSprings,6.0,ENE,,ESE,,1014.5,1011.7,,8.0,21.3,Yes,Yes
AliceSprings,1.8,ENE,ESE,NE,6.0,1012.1,1009.7,7.0,7.0,28.4,Yes,No
AliceSprings,0.0,E,ESE,SSE,6.0,1012.4,1008.3,1.0,1.0,34.0,No,No
AliceSprings,0.0,SE,E,ENE,11.0,1010.0,1005.6,0.0,1.0,37.4,No,No
AliceSprings,0.0,S,ENE,SSE,24.0,1008.1,1004.7,1.0,2.0,40.7,No,No
AliceSprings,0.0,ENE,ESE,SE,28.0,1010.7,1006.4,2.0,5.0,39.9,No,No
AliceSprings,0.0,ENE,ENE,ESE,26.0,1011.4,1007.4,7.0,7.0,39.2,No,No
AliceSprings,0.0,NE,NE,ESE,20.0,1010.8,1006.0,2.0,1.0,42.6,No,No
AliceSprings,0.0,N,NNE,N,22.0,1007.9,1004.2,1.0,1.0,42.4,No,No
AliceSprings,0.0,SW,W,SW,19.0,1007.7,1003.8,6.0,6.0,42.5,No,No
AliceSprings,0.0,SSW,S,SSW,26.0,1009.6,1007.1,2.0,3.0,36.4,No,No
AliceSprings,0.0,ESE,SE,ESE,28.0,1012.2,1008.3,3.0,2.0,32.1,No,No
AliceSprings,0.0,SE,SE,ESE,19.0,1012.2,1009.0,1.0,2.0,34.1,No,No
AliceSprings,0.0,SE,ESE,SE,31.0,1015.2,1011.7,3.0,2.0,32.4,No,No
AliceSprings,0.0,ESE,ESE,ESE,28.0,1014.9,1010.1,0.0,0.0,30.4,No,No
AliceSprings,0.0,SE,E,SE,15.0,1012.2,1007.2,0.0,0.0,31.6,No,No
AliceSprings,0.0,ESE,E,S,17.0,1010.6,1007.0,0.0,0.0,34.1,No,No
AliceSprings,0.0,SSW,ESE,E,20.0,1011.3,1008.1,0.0,1.0,36.6,No,No
AliceSprings,0.0,SE,ESE,ESE,17.0,1012.0,1007.7,1.0,5.0,38.4,No,No
AliceSprings,0.0,E,ESE,ESE,22.0,1010.6,1005.8,1.0,5.0,37.8,No,No
AliceSprings,0.0,ENE,NE,E,19.0,1007.6,1002.6,1.0,7.0,38.2,No,No
AliceSprings,0.0,E,NE,ENE,19.0,1007.5,1003.7,6.0,7.0,36.9,No,No
AliceSprings,0.0,NE,ENE,ENE,22.0,1008.3,1004.0,7.0,7.0,34.0,No,Yes
AliceSprings,1.2,NNE,NE,NE,20.0,1007.5,1005.7,7.0,8.0,23.9,Yes,Yes
AliceSprings,5.8,ENE,ENE,E,17.0,1006.5,1004.6,8.0,8.0,24.5,Yes,Yes
AliceSprings,17.6,NE,NE,E,41.0,1008.5,1006.4,8.0,8.0,21.4,Yes,Yes
AliceSprings,8.2,NNE,N,N,20.0,1008.1,1006.7,7.0,8.0,24.7,Yes,No
AliceSprings,0.6,ESE,SSE,ESE,4.0,1006.7,1004.7,7.0,8.0,30.7,No,No
AliceSprings,0.0,ENE,WSW,ENE,9.0,1007.4,1003.7,7.0,7.0,33.5,No,No
AliceSprings,0.0,N,NNW,NNE,7.0,1007.4,1004.4,7.0,6.0,36.3,No,No
AliceSprings,0.0,N,E,ENE,19.0,1007.5,1003.5,0.0,4.0,38.4,No,No
AliceSprings,0.0,SE,W,S,28.0,1005.3,1002.3,7.0,7.0,39.4,No,No
AliceSprings,0.0,S,SE,SE,26.0,1010.9,1008.9,3.0,7.0,28.0,No,No
AliceSprings,0.0,ESE,ESE,SSE,20.0,1009.6,1005.8,1.0,5.0,34.5,No,No
AliceSprings,0.0,ESE,ENE,NNE,17.0,1007.6,1003.8,1.0,5.0,37.0,No,No
AliceSprings,0.0,WNW,ENE,NW,20.0,1008.1,1004.7,1.0,6.0,31.6,No,No
AliceSprings,0.0,E,E,ESE,13.0,1007.4,1003.5,5.0,6.0,38.1,No,No
AliceSprings,0.0,SSE,ESE,SE,13.0,1006.1,1002.5,0.0,1.0,39.2,No,No
AliceSprings,0.0,ESE,E,SSE,33.0,1004.8,1001.7,0.0,0.0,37.6,No,No
AliceSprings,0.0,ESE,E,NNE,11.0,1002.4,998.7,0.0,2.0,37.3,No,No
AliceSprings,0.0,SW,NE,S,13.0,1002.4,997.7,1.0,5.0,37.2,No,No
AliceSprings,0.0,SSE,SE,ESE,15.0,1002.8,999.9,3.0,7.0,29.6,No,Yes
AliceSprings,21.6,E,SE,SE,19.0,1005.5,1004.3,8.0,8.0,24.1,Yes,Yes
AliceSprings,21.2,ENE,SSE,ESE,2.0,1006.2,1003.1,7.0,7.0,33.3,Yes,No
AliceSprings,0.0,ESE,E,ESE,20.0,1006.5,1002.7,1.0,1.0,35.2,No,No
AliceSprings,0.0,E,ENE,ENE,13.0,1006.9,1003.2,0.0,2.0,35.6,No,No
AliceSprings,0.0,NE,ENE,ESE,17.0,1006.6,1002.9,1.0,7.0,34.6,No,No
AliceSprings,0.0,E,E,SE,13.0,1008.2,1004.9,2.0,6.0,33.4,No,No
AliceSprings,0.0,E,ENE,E,15.0,1007.4,1002.8,1.0,7.0,37.3,No,No
AliceSprings,0.0,E,NNE,ENE,26.0,1006.0,1002.6,3.0,6.0,34.8,No,No
AliceSprings,0.0,NNE,NNE,NNE,31.0,1006.0,1002.4,6.0,6.0,35.2,No,No
AliceSprings,0.0,N,NNW,N,24.0,1007.8,1002.9,5.0,7.0,36.5,No,No
AliceSprings,0.0,NW,NW,WNW,28.0,1004.2,999.0,7.0,7.0,35.2,No,No
AliceSprings,0.0,WSW,WSW,SW,20.0,1003.5,1000.1,7.0,7.0,33.3,No,No
AliceSprings,0.0,SSE,S,SSE,19.0,1008.6,1005.5,7.0,2.0,30.8,No,No
AliceSprings,0.0,SSE,SE,SSE,28.0,1009.4,1006.0,1.0,0.0,31.4,No,No
AliceSprings,0.0,S,SE,S,15.0,1009.1,1004.5,0.0,0.0,33.4,No,No
AliceSprings,0.0,S,SE,SE,26.0,1008.9,1005.9,0.0,0.0,30.9,No,No
AliceSprings,0.0,ESE,SE,SSE,30.0,1013.2,1010.2,0.0,0.0,28.7,No,No
AliceSprings,0.0,SSE,SE,SE,30.0,1016.5,1012.5,1.0,1.0,27.3,No,No
AliceSprings,0.0,ESE,SE,SSE,30.0,1016.4,1012.1,1.0,1.0,28.5,No,No
AliceSprings,0.0,SE,ESE,SE,28.0,1014.8,1011.0,4.0,7.0,30.1,No,No
AliceSprings,0.0,S,ESE,SSE,20.0,1013.6,1009.7,7.0,6.0,31.1,No,No
AliceSprings,0.0,SSW,SSW,S,11.0,1012.5,1010.5,8.0,8.0,24.0,No,Yes
AliceSprings,2.6,E,SE,E,13.0,1011.7,1009.3,8.0,7.0,23.4,Yes,No
AliceSprings,0.8,ESE,ESE,S,28.0,1012.9,1009.6,2.0,5.0,30.6,No,No
AliceSprings,0.0,ESE,SE,ESE,24.0,1013.6,1010.1,1.0,2.0,31.8,No,No
AliceSprings,0.0,ESE,ESE,E,22.0,1013.8,1010.9,1.0,7.0,31.9,No,No
AliceSprings,0.0,SE,ESE,SE,19.0,1015.0,1011.1,0.0,1.0,32.9,No,No
AliceSprings,0.0,E,E,ESE,22.0,1015.1,1011.3,1.0,6.0,32.2,No,No
AliceSprings,0.0,ESE,E,ESE,11.0,1016.0,1011.7,2.0,6.0,31.4,No,No
AliceSprings,0.0,E,ESE,SE,20.0,1015.1,1011.5,4.0,7.0,28.1,No,No
AliceSprings,0.0,SE,,SE,0.0,1013.5,1010.7,7.0,7.0,32.5,No,No
AliceSprings,0.0,ENE,SE,E,20.0,1014.7,1010.6,2.0,7.0,34.1,No,No
AliceSprings,1.0,N,WSW,N,15.0,1014.6,1011.5,7.0,7.0,28.5,No,No
AliceSprings,0.0,SE,NE,ESE,15.0,1012.8,1009.0,1.0,6.0,34.2,No,No
AliceSprings,0.0,E,ENE,ESE,11.0,1014.1,1010.1,1.0,6.0,35.4,No,No
AliceSprings,0.0,E,ENE,SSE,7.0,1015.3,1011.2,1.0,1.0,34.4,No,No
AliceSprings,0.0,ESE,E,ESE,17.0,1015.7,1011.6,1.0,0.0,33.8,No,No
AliceSprings,0.0,ESE,ESE,ESE,15.0,1015.1,1010.3,0.0,4.0,35.6,No,No
AliceSprings,0.0,E,N,S,9.0,1014.0,1009.3,1.0,1.0,37.1,No,No
AliceSprings,0.0,W,NNW,WNW,28.0,1010.3,1006.2,0.0,6.0,39.1,No,No
AliceSprings,0.0,E,ESE,SE,19.0,1013.1,1009.9,2.0,1.0,34.7,No,No
AliceSprings,0.0,E,E,ESE,30.0,1016.5,1012.4,0.0,1.0,33.1,No,No
AliceSprings,0.0,ESE,ENE,SE,28.0,1017.9,1014.4,1.0,1.0,35.4,No,No
AliceSprings,0.0,ESE,ESE,SE,13.0,1019.2,1014.5,1.0,1.0,34.6,No,No
AliceSprings,0.0,E,ESE,ENE,19.0,1016.3,1010.7,1.0,,34.6,No,No
AliceSprings,0.0,N,ESE,SSE,20.0,1014.1,1009.8,2.0,7.0,36.0,No,No
AliceSprings,0.0,SSE,SE,E,19.0,1014.8,1011.2,1.0,3.0,35.0,No,No
AliceSprings,0.0,ESE,E,SSE,20.0,1016.2,1012.8,1.0,4.0,34.3,No,No
AliceSprings,0.0,SE,SE,SE,24.0,1018.5,1013.6,2.0,1.0,28.6,No,No
AliceSprings,0.0,SE,ESE,SE,26.0,1017.4,1013.0,0.0,0.0,26.3,No,No
AliceSprings,0.0,SE,,ESE,0.0,1016.4,1012.4,0.0,0.0,26.4,No,No
AliceSprings,0.0,SW,NNW,S,4.0,1015.2,1010.6,1.0,1.0,29.9,No,No
AliceSprings,0.0,SSW,ESE,SSE,11.0,1015.6,1011.3,7.0,7.0,32.1,No,No
AliceSprings,0.0,NE,ENE,ENE,20.0,1015.3,1011.3,5.0,7.0,35.0,No,No
AliceSprings,0.0,NNW,E,NNW,9.0,1015.9,1012.1,7.0,7.0,34.7,No,No
AliceSprings,0.0,NE,NE,SSW,13.0,1015.7,1011.1,7.0,,35.6,No,No
AliceSprings,0.0,WSW,W,WSW,13.0,1014.2,1009.5,3.0,2.0,36.4,No,No
AliceSprings,0.0,S,NNW,N,11.0,1011.6,1007.8,1.0,7.0,38.3,No,No
AliceSprings,0.0,SE,SSE,SE,24.0,1017.1,1013.6,3.0,4.0,28.7,No,No
AliceSprings,0.0,SSE,SE,SE,20.0,1018.2,1013.8,7.0,3.0,27.5,No,No
AliceSprings,0.0,ESE,ESE,ESE,17.0,1017.5,1013.9,7.0,6.0,29.6,No,No
AliceSprings,0.0,NE,E,SW,19.0,1016.1,1013.3,7.0,7.0,24.3,No,Yes
AliceSprings,20.0,SW,NE,SSE,11.0,1015.1,1010.3,,7.0,29.3,Yes,Yes
AliceSprings,6.6,SSW,SW,ESE,20.0,1015.0,1012.6,7.0,8.0,19.4,Yes,Yes
AliceSprings,35.4,W,E,NNW,13.0,1013.2,1011.0,8.0,7.0,22.3,Yes,Yes
AliceSprings,16.6,S,W,S,9.0,1013.9,1010.9,1.0,3.0,27.2,Yes,No
AliceSprings,0.0,SE,SE,SE,17.0,1015.5,1012.7,7.0,7.0,21.7,No,No
AliceSprings,0.0,SE,SSE,SSE,22.0,1015.6,1012.6,7.0,7.0,22.1,No,No
AliceSprings,0.0,S,ESE,SSE,15.0,1016.8,1013.8,3.0,0.0,23.4,No,No
AliceSprings,0.0,SE,SE,ESE,20.0,1017.2,1014.2,2.0,1.0,23.1,No,No
AliceSprings,0.0,ESE,SE,ESE,22.0,1019.1,1015.9,0.0,0.0,24.3,No,No
AliceSprings,0.0,ESE,ESE,SE,13.0,1020.1,1016.6,0.0,0.0,25.1,No,No
AliceSprings,0.0,E,ESE,ESE,6.0,1020.7,1017.2,0.0,0.0,25.8,No,No
AliceSprings,0.0,SSE,,SE,0.0,1020.7,1017.7,0.0,0.0,26.6,No,No
AliceSprings,0.0,E,W,E,6.0,1019.9,1015.8,0.0,1.0,26.2,No,No
AliceSprings,0.0,E,ESE,ESE,7.0,1018.4,1014.6,1.0,1.0,26.5,No,No
AliceSprings,0.0,NE,,E,0.0,1017.7,1013.7,4.0,6.0,28.2,No,No
AliceSprings,0.0,S,W,SSE,9.0,1016.9,1013.1,5.0,4.0,30.2,No,No
AliceSprings,0.0,E,SW,ENE,6.0,1016.6,1013.3,0.0,0.0,29.0,No,No
AliceSprings,0.0,ESE,ENE,ESE,11.0,1016.2,1012.3,2.0,1.0,28.3,No,No
AliceSprings,0.0,ENE,ESE,WSW,9.0,1016.5,1011.9,1.0,2.0,28.6,No,No
AliceSprings,0.0,ESE,,SE,0.0,1015.9,1012.3,2.0,1.0,30.9,No,No
AliceSprings,0.0,NE,ENE,NE,13.0,1017.4,1012.6,1.0,2.0,32.7,No,No
AliceSprings,0.0,N,ENE,N,11.0,1016.5,1012.7,3.0,2.0,33.4,No,No
AliceSprings,0.0,SSW,NNW,S,22.0,1013.8,1013.8,6.0,7.0,25.5,No,Yes
AliceSprings,12.0,SSE,SE,SE,17.0,1020.5,1017.9,4.0,8.0,15.9,Yes,No
AliceSprings,0.0,ESE,ESE,S,13.0,1020.0,1016.7,6.0,2.0,20.6,No,No
AliceSprings,0.0,S,WSW,SSW,9.0,1019.7,1015.7,3.0,6.0,21.2,No,No
AliceSprings,0.0,S,SSW,SSW,17.0,1019.9,1015.7,1.0,1.0,19.1,No,No
AliceSprings,0.0,S,NE,ESE,2.0,1020.2,1017.1,1.0,3.0,21.4,No,No
AliceSprings,0.0,E,ENE,SE,9.0,1021.9,1018.5,2.0,4.0,23.0,No,No
AliceSprings,0.0,E,ENE,E,7.0,1022.4,1018.6,6.0,6.0,22.3,No,No
AliceSprings,0.0,ESE,ESE,SE,11.0,1022.0,1018.1,1.0,1.0,22.4,No,No
AliceSprings,0.0,ENE,ESE,ESE,9.0,1019.9,1015.3,5.0,3.0,23.4,No,No
AliceSprings,0.0,N,NNW,W,22.0,1016.8,1013.4,3.0,5.0,28.1,No,No
AliceSprings,0.0,SSE,SW,ESE,6.0,1018.4,1015.6,7.0,7.0,27.6,No,No
AliceSprings,0.0,ESE,SE,ESE,15.0,1021.5,1018.2,3.0,4.0,26.6,No,No
AliceSprings,0.0,WSW,SSW,ENE,17.0,1024.1,1020.7,7.0,7.0,21.1,No,No
AliceSprings,0.0,E,,ESE,0.0,1022.5,1018.3,1.0,2.0,27.2,No,No
AliceSprings,0.0,E,,E,0.0,1021.2,1017.2,1.0,2.0,26.4,No,No
AliceSprings,0.0,ESE,,ENE,0.0,1021.6,1018.2,1.0,2.0,26.1,No,No
AliceSprings,0.0,ENE,,E,0.0,1021.6,1018.0,7.0,7.0,25.8,No,No
AliceSprings,0.0,ENE,ESE,E,6.0,1020.9,1017.7,7.0,7.0,26.5,No,No
AliceSprings,0.0,E,ESE,E,7.0,1020.6,1017.5,7.0,7.0,27.2,No,No
AliceSprings,0.0,ESE,,E,0.0,1020.8,1018.6,8.0,8.0,24.1,No,No
AliceSprings,0.0,ENE,E,SE,2.0,1020.9,1017.3,1.0,1.0,26.8,No,No
AliceSprings,0.0,ENE,ENE,SE,9.0,1019.6,1015.6,1.0,4.0,27.3,No,Yes
AliceSprings,4.6,SW,ESE,NNE,9.0,1019.3,1015.0,7.0,2.0,22.4,Yes,No
AliceSprings,0.8,SW,NW,W,9.0,1019.1,1015.1,1.0,1.0,26.3,No,No
AliceSprings,0.0,W,,SW,0.0,1019.6,1016.4,1.0,0.0,27.1,No,No
AliceSprings,0.0,WNW,,W,0.0,1020.2,1015.7,0.0,0.0,28.8,No,No
AliceSprings,0.0,W,N,WSW,20.0,1016.2,1015.1,7.0,5.0,25.1,No,No
AliceSprings,0.0,SW,W,W,11.0,1019.2,1015.0,1.0,1.0,25.4,No,No
AliceSprings,0.0,E,SE,ESE,6.0,1020.4,1016.9,5.0,6.0,24.2,No,No
AliceSprings,0.0,SE,ENE,ESE,9.0,1020.2,1015.7,7.0,8.0,25.3,No,No
AliceSprings,0.0,WNW,N,NW,9.0,1017.3,1012.9,6.0,2.0,28.3,No,No
AliceSprings,0.0,SSE,SSW,SSE,15.0,1021.2,1017.6,7.0,1.0,19.2,No,No
AliceSprings,0.0,ESE,,S,0.0,1021.7,1019.2,1.0,1.0,19.3,No,No
AliceSprings,0.0,SSE,ESE,SE,7.0,1022.0,1019.0,3.0,2.0,20.6,No,No
AliceSprings,0.0,S,ESE,SE,9.0,1022.1,1019.1,7.0,7.0,18.5,No,No
AliceSprings,0.0,SE,WNW,SE,4.0,1024.8,1021.2,0.0,0.0,19.5,No,No
AliceSprings,0.0,ESE,ESE,SE,11.0,1025.5,1022.5,7.0,7.0,19.2,No,No
AliceSprings,0.0,ESE,ESE,SE,19.0,1027.2,1024.0,4.0,1.0,18.7,No,No
AliceSprings,0.0,ESE,SE,SE,22.0,1027.9,1024.5,1.0,0.0,17.6,No,No
AliceSprings,0.0,ESE,ESE,ESE,13.0,1027.6,1024.1,1.0,2.0,17.5,No,No
AliceSprings,0.0,ESE,E,ESE,11.0,1025.5,1021.8,1.0,3.0,18.2,No,No
AliceSprings,0.0,E,SW,SE,9.0,1022.6,1018.0,6.0,7.0,17.3,No,No
AliceSprings,0.0,ENE,WSW,E,9.0,1018.9,1012.9,2.0,2.0,23.2,No,No
AliceSprings,0.0,SSW,WNW,S,6.0,1016.4,1013.5,4.0,5.0,22.1,No,No
AliceSprings,0.0,S,S,S,13.0,1022.6,1019.1,5.0,1.0,16.1,No,No
AliceSprings,0.0,S,S,S,15.0,1025.3,1022.2,6.0,6.0,14.9,No,No
AliceSprings,0.0,SE,SE,SE,22.0,1026.0,1023.3,6.0,5.0,15.9,No,No
AliceSprings,0.0,ESE,SE,SE,15.0,1027.4,1025.3,1.0,0.0,15.6,No,No
AliceSprings,0.0,E,E,ESE,13.0,1028.2,1024.6,0.0,0.0,17.5,No,No
AliceSprings,0.0,E,WNW,SE,6.0,1025.8,1020.6,0.0,1.0,20.2,No,No
AliceSprings,0.0,WSW,NNE,WNW,9.0,1021.6,1017.6,6.0,,24.6,No,No
AliceSprings,0.0,NNW,SW,ENE,9.0,1023.0,1019.9,0.0,1.0,23.3,No,No
AliceSprings,0.0,SE,W,S,2.0,1024.2,1020.4,0.0,0.0,24.2,No,No
AliceSprings,0.0,WNW,N,NW,20.0,1023.1,1018.2,0.0,0.0,25.6,No,No
AliceSprings,0.0,SSW,SSW,SSE,15.0,1022.5,1020.2,7.0,7.0,20.1,No,No
AliceSprings,0.0,SE,SSE,SSE,17.0,1026.4,1023.7,7.0,6.0,14.0,No,No
AliceSprings,0.0,NE,NW,SE,7.0,1027.4,1024.7,0.0,0.0,17.6,No,No
AliceSprings,0.0,E,NNW,E,6.0,1026.9,1022.1,0.0,0.0,19.4,No,No
AliceSprings,0.0,W,SW,WNW,7.0,1020.5,1014.9,0.0,,22.9,No,No
AliceSprings,0.0,SSW,SSW,SSW,7.0,1023.0,1020.1,0.0,1.0,14.7,No,No
AliceSprings,0.0,SSE,S,S,13.0,1025.5,1023.1,1.0,1.0,15.4,No,No
AliceSprings,0.0,SE,SE,ESE,22.0,1028.2,1025.7,1.0,1.0,16.2,No,No
AliceSprings,0.0,ESE,,SE,0.0,1030.2,1026.9,0.0,0.0,16.1,No,No
AliceSprings,0.0,E,,E,0.0,1027.6,1022.5,0.0,0.0,16.8,No,No
AliceSprings,0.0,SW,WSW,SW,9.0,1023.1,1018.5,0.0,0.0,19.0,No,No
AliceSprings,0.0,SE,W,SSE,9.0,1023.1,1020.5,0.0,0.0,19.2,No,No
AliceSprings,0.0,SE,SSW,SE,4.0,1026.1,1023.6,0.0,0.0,18.6,No,No
AliceSprings,0.0,E,W,SSE,7.0,1026.0,1020.6,0.0,0.0,18.7,No,No
AliceSprings,0.0,N,NNE,NNW,6.0,1020.5,1015.1,0.0,0.0,23.3,No,No
AliceSprings,0.0,WNW,WNW,WNW,20.0,1015.1,1010.1,0.0,0.0,24.5,No,No
AliceSprings,0.0,SSW,WSW,S,9.0,1019.0,1016.4,0.0,0.0,16.9,No,No
AliceSprings,0.0,ESE,WSW,E,6.0,1023.6,1020.5,0.0,0.0,15.4,No,No
AliceSprings,0.0,N,,ESE,0.0,1023.0,1019.0,0.0,0.0,19.2,No,No
AliceSprings,0.0,ESE,,ESE,0.0,1025.1,1022.3,5.0,5.0,18.1,No,Yes
AliceSprings,2.4,ESE,E,E,13.0,1024.8,1022.8,8.0,8.0,7.0,Yes,Yes
AliceSprings,23.8,E,E,SSE,9.0,1022.4,1018.7,8.0,7.0,12.2,Yes,No
AliceSprings,0.2,W,,SW,0.0,1018.9,1017.3,2.0,5.0,19.7,No,No
AliceSprings,0.0,ENE,SW,SSE,7.0,1023.7,1021.1,0.0,0.0,18.3,No,No
AliceSprings,0.0,ESE,,ESE,0.0,1026.8,1024.3,1.0,1.0,17.3,No,No
AliceSprings,0.0,ESE,SE,ESE,11.0,1028.0,1024.1,3.0,6.0,15.4,No,No
AliceSprings,0.0,E,E,ESE,20.0,1025.5,1021.0,7.0,1.0,16.3,No,No
AliceSprings,0.0,NNE,ESE,NE,6.0,1023.1,1018.2,1.0,0.0,21.4,No,No
AliceSprings,0.0,NW,,NW,0.0,1022.0,1019.0,7.0,3.0,24.6,No,No
AliceSprings,0.0,NNE,S,N,6.0,1022.3,1015.9,5.0,1.0,25.4,No,No
AliceSprings,0.0,NW,N,NW,13.0,1017.9,1013.2,7.0,1.0,25.5,No,No
AliceSprings,0.0,E,SSW,E,7.0,1019.3,1014.9,4.0,2.0,21.1,No,No
AliceSprings,0.0,E,SW,ENE,4.0,1024.0,1021.0,1.0,1.0,20.0,No,No
AliceSprings,0.0,E,E,ENE,15.0,1027.6,1024.3,0.0,0.0,21.4,No,No
AliceSprings,0.0,N,,SW,0.0,1026.5,1022.0,0.0,0.0,24.4,No,No
AliceSprings,0.0,W,W,S,4.0,1024.1,1019.8,0.0,0.0,25.8,No,No
AliceSprings,0.0,S,WNW,ESE,6.0,1023.7,1020.7,0.0,0.0,24.5,No,No
AliceSprings,0.0,ENE,NW,ENE,2.0,1024.3,1020.3,0.0,0.0,24.1,No,No
AliceSprings,0.0,SW,,W,0.0,1020.8,1016.8,0.0,0.0,25.9,No,No
AliceSprings,0.0,SE,SE,SE,20.0,1025.3,1022.5,0.0,0.0,17.1,No,No
AliceSprings,0.0,ENE,E,ESE,28.0,1026.8,1023.0,0.0,1.0,16.6,No,No
AliceSprings,0.0,SE,ESE,S,11.0,1027.7,1024.6,0.0,0.0,15.7,No,No
AliceSprings,0.0,SSE,SSE,S,9.0,1029.7,1026.7,0.0,0.0,14.2,No,No
AliceSprings,0.0,SSE,SSW,SE,9.0,1031.0,1025.9,2.0,1.0,19.1,No,No
AliceSprings,0.0,ESE,SSE,ESE,15.0,1029.0,1024.2,6.0,4.0,21.2,No,No
AliceSprings,0.0,E,ESE,NE,11.0,1027.5,1023.6,3.0,4.0,22.7,No,No
AliceSprings,0.0,ENE,ENE,E,6.0,1027.6,1023.1,1.0,0.0,22.1,No,No
AliceSprings,0.0,E,WSW,ENE,9.0,1028.0,1024.1,0.0,0.0,21.7,No,No
AliceSprings,0.0,ESE,NW,SE,4.0,1027.6,1023.7,0.0,0.0,21.6,No,No
AliceSprings,0.0,ESE,SE,ESE,11.0,1027.7,1023.7,0.0,0.0,20.7,No,No
AliceSprings,0.0,SSE,SE,SE,17.0,1028.6,1025.3,1.0,1.0,15.8,No,No
AliceSprings,0.0,ESE,SE,SE,20.0,1030.3,1026.8,0.0,1.0,13.3,No,No
