Question;Charts
Variables Tenure and HasCrCard are redundant, but we can’t say the same for the pair Gender and Balance.;[Correlation heatmap]
Variables Age and IsActiveMember are redundant, but we can’t say the same for the pair Gender and EstimatedSalary.;[Correlation heatmap]
Variables Gender and Balance are redundant, but we can’t say the same for the pair CreditScore and IsActiveMember.;[Correlation heatmap]
Variables Tenure and NumOfProducts are redundant, but we can’t say the same for the pair IsActiveMember and EstimatedSalary.;[Correlation heatmap]
Variables Age and HasCrCard are redundant, but we can’t say the same for the pair Gender and Tenure.;[Correlation heatmap]
Variables Tenure and HasCrCard are redundant, but we can’t say the same for the pair Gender and NumOfProducts.;[Correlation heatmap]
Variables HasCrCard and EstimatedSalary are redundant, but we can’t say the same for the pair CreditScore and Gender.;[Correlation heatmap]
Variables IsActiveMember and EstimatedSalary are redundant, but we can’t say the same for the pair Age and Balance.;[Correlation heatmap]
Variables CreditScore and HasCrCard are redundant, but we can’t say the same for the pair NumOfProducts and EstimatedSalary.;[Correlation heatmap]
Variables Geography and IsActiveMember are redundant, but we can’t say the same for the pair Gender and HasCrCard.;[Correlation heatmap]
Variables Age and Balance are redundant, but we can’t say the same for the pair Geography and EstimatedSalary.;[Correlation heatmap]
Variables Age and HasCrCard are redundant, but we can’t say the same for the pair Gender and Balance.;[Correlation heatmap]
Variables Gender and Tenure are redundant, but we can’t say the same for the pair Balance and EstimatedSalary.;[Correlation heatmap]
Variables Tenure and IsActiveMember are redundant, but we can’t say the same for the pair CreditScore and Geography.;[Correlation heatmap]
Variables CreditScore and IsActiveMember are redundant, but we can’t say the same for the pair Geography and Age.;[Correlation heatmap]
Variables NumOfProducts and HasCrCard are redundant, but we can’t say the same for the pair Geography and Age.;[Correlation heatmap]
Variables CreditScore and Geography are redundant, but we can’t say the same for the pair Tenure and HasCrCard.;[Correlation heatmap]
Variables Tenure and EstimatedSalary are redundant, but we can’t say the same for the pair CreditScore and NumOfProducts.;[Correlation heatmap]
Variables NumOfProducts and EstimatedSalary are redundant, but we can’t say the same for the pair Geography and IsActiveMember.;[Correlation heatmap]
Variables Geography and IsActiveMember are redundant, but we can’t say the same for the pair CreditScore and Age.;[Correlation heatmap]
Variables CreditScore and Age are redundant, but we can’t say the same for the pair NumOfProducts and HasCrCard.;[Correlation heatmap]
Variables NumOfProducts and IsActiveMember are redundant, but we can’t say the same for the pair HasCrCard and EstimatedSalary.;[Correlation heatmap]
Variables Tenure and HasCrCard are redundant, but we can’t say the same for the pair Gender and Age.;[Correlation heatmap]
Variables Balance and NumOfProducts are redundant, but we can’t say the same for the pair Tenure and HasCrCard.;[Correlation heatmap]
Variables Geography and Tenure are redundant, but we can’t say the same for the pair NumOfProducts and IsActiveMember.;[Correlation heatmap]
Variables Geography and HasCrCard are redundant, but we can’t say the same for the pair Gender and Tenure.;[Correlation heatmap]
Variables CreditScore and Gender are redundant, but we can’t say the same for the pair Geography and IsActiveMember.;[Correlation heatmap]
Variables Age and HasCrCard are redundant, but we can’t say the same for the pair CreditScore and IsActiveMember.;[Correlation heatmap]
Variables Tenure and EstimatedSalary are redundant, but we can’t say the same for the pair Balance and HasCrCard.;[Correlation heatmap]
Variables Tenure and EstimatedSalary are redundant, but we can’t say the same for the pair CreditScore and Balance.;[Correlation heatmap]
Variables Tenure and NumOfProducts are redundant, but we can’t say the same for the pair Geography and IsActiveMember.;[Correlation heatmap]
Variables Tenure and IsActiveMember are redundant, but we can’t say the same for the pair Gender and Age.;[Correlation heatmap]
Variables CreditScore and EstimatedSalary are redundant, but we can’t say the same for the pair Balance and NumOfProducts.;[Correlation heatmap]
Variables CreditScore and NumOfProducts are redundant, but we can’t say the same for the pair Age and IsActiveMember.;[Correlation heatmap]
Variables NumOfProducts and EstimatedSalary are redundant.;[Correlation heatmap]
Variables Balance and EstimatedSalary are redundant.;[Correlation heatmap]
Variables Tenure and EstimatedSalary are redundant.;[Correlation heatmap]
Variables Age and EstimatedSalary are redundant.;[Correlation heatmap]
Variables CreditScore and EstimatedSalary are redundant.;[Correlation heatmap]
Variables EstimatedSalary and NumOfProducts are redundant.;[Correlation heatmap]
Variables Balance and NumOfProducts are redundant.;[Correlation heatmap]
Variables Tenure and NumOfProducts are redundant.;[Correlation heatmap]
Variables Age and NumOfProducts are redundant.;[Correlation heatmap]
Variables CreditScore and NumOfProducts are redundant.;[Correlation heatmap]
Variables EstimatedSalary and Balance are redundant.;[Correlation heatmap]
Variables NumOfProducts and Balance are redundant.;[Correlation heatmap]
Variables Tenure and Balance are redundant.;[Correlation heatmap]
Variables Age and Balance are redundant.;[Correlation heatmap]
Variables CreditScore and Balance are redundant.;[Correlation heatmap]
Variables EstimatedSalary and Tenure are redundant.;[Correlation heatmap]
Variables NumOfProducts and Tenure are redundant.;[Correlation heatmap]
Variables Balance and Tenure are redundant.;[Correlation heatmap]
Variables Age and Tenure are redundant.;[Correlation heatmap]
Variables CreditScore and Tenure are redundant.;[Correlation heatmap]
Variables EstimatedSalary and Age are redundant.;[Correlation heatmap]
Variables NumOfProducts and Age are redundant.;[Correlation heatmap]
Variables Balance and Age are redundant.;[Correlation heatmap]
Variables Tenure and Age are redundant.;[Correlation heatmap]
Variables CreditScore and Age are redundant.;[Correlation heatmap]
Variables EstimatedSalary and CreditScore are redundant.;[Correlation heatmap]
Variables NumOfProducts and CreditScore are redundant.;[Correlation heatmap]
Variables Balance and CreditScore are redundant.;[Correlation heatmap]
Variables Tenure and CreditScore are redundant.;[Correlation heatmap]
Variables Age and CreditScore are redundant.;[Correlation heatmap]
From the correlation analysis alone, it is clear that there are relevant variables.;[Correlation heatmap]
It is clear that variable EstimatedSalary is one of the five most relevant features.;[Decision tree]
It is clear that variable NumOfProducts is one of the five most relevant features.;[Decision tree]
It is clear that variable Balance is one of the five most relevant features.;[Decision tree]
It is clear that variable Tenure is one of the five most relevant features.;[Decision tree]
It is clear that variable Age is one of the five most relevant features.;[Decision tree]
It is clear that variable CreditScore is one of the five most relevant features.;[Decision tree]
It is clear that variable EstimatedSalary is one of the four most relevant features.;[Decision tree]
It is clear that variable NumOfProducts is one of the four most relevant features.;[Decision tree]
It is clear that variable Balance is one of the four most relevant features.;[Decision tree]
It is clear that variable Tenure is one of the four most relevant features.;[Decision tree]
It is clear that variable Age is one of the four most relevant features.;[Decision tree]
It is clear that variable CreditScore is one of the four most relevant features.;[Decision tree]
It is clear that variable EstimatedSalary is one of the three most relevant features.;[Decision tree]
It is clear that variable NumOfProducts is one of the three most relevant features.;[Decision tree]
It is clear that variable Balance is one of the three most relevant features.;[Decision tree]
It is clear that variable Tenure is one of the three most relevant features.;[Decision tree]
It is clear that variable Age is one of the three most relevant features.;[Decision tree]
It is clear that variable CreditScore is one of the three most relevant features.;[Decision tree]
It is clear that variable EstimatedSalary is one of the two most relevant features.;[Decision tree]
It is clear that variable NumOfProducts is one of the two most relevant features.;[Decision tree]
It is clear that variable Balance is one of the two most relevant features.;[Decision tree]
It is clear that variable Tenure is one of the two most relevant features.;[Decision tree]
It is clear that variable Age is one of the two most relevant features.;[Decision tree]
It is clear that variable CreditScore is one of the two most relevant features.;[Decision tree]
The variable EstimatedSalary seems to be one of the five most relevant features.;[Decision tree]
The variable NumOfProducts seems to be one of the five most relevant features.;[Decision tree]
The variable Balance seems to be one of the five most relevant features.;[Decision tree]
The variable Tenure seems to be one of the five most relevant features.;[Decision tree]
The variable Age seems to be one of the five most relevant features.;[Decision tree]
The variable CreditScore seems to be one of the five most relevant features.;[Decision tree]
The variable EstimatedSalary seems to be one of the four most relevant features.;[Decision tree]
The variable NumOfProducts seems to be one of the four most relevant features.;[Decision tree]
The variable Balance seems to be one of the four most relevant features.;[Decision tree]
The variable Tenure seems to be one of the four most relevant features.;[Decision tree]
The variable Age seems to be one of the four most relevant features.;[Decision tree]
The variable CreditScore seems to be one of the four most relevant features.;[Decision tree]
The variable EstimatedSalary seems to be one of the three most relevant features.;[Decision tree]
The variable NumOfProducts seems to be one of the three most relevant features.;[Decision tree]
The variable Balance seems to be one of the three most relevant features.;[Decision tree]
The variable Tenure seems to be one of the three most relevant features.;[Decision tree]
The variable Age seems to be one of the three most relevant features.;[Decision tree]
The variable CreditScore seems to be one of the three most relevant features.;[Decision tree]
The variable EstimatedSalary seems to be one of the two most relevant features.;[Decision tree]
The variable NumOfProducts seems to be one of the two most relevant features.;[Decision tree]
The variable Balance seems to be one of the two most relevant features.;[Decision tree]
The variable Tenure seems to be one of the two most relevant features.;[Decision tree]
The variable Age seems to be one of the two most relevant features.;[Decision tree]
The variable CreditScore seems to be one of the two most relevant features.;[Decision tree]
The variable EstimatedSalary discriminates between the target values, as shown in the decision tree.;[Decision tree]
The variable NumOfProducts discriminates between the target values, as shown in the decision tree.;[Decision tree]
The variable Balance discriminates between the target values, as shown in the decision tree.;[Decision tree]
The variable Tenure discriminates between the target values, as shown in the decision tree.;[Decision tree]
The variable Age discriminates between the target values, as shown in the decision tree.;[Decision tree]
The variable CreditScore discriminates between the target values, as shown in the decision tree.;[Decision tree]
It is possible to state that EstimatedSalary is the second most discriminative variable regarding the class.;[Decision tree]
It is possible to state that NumOfProducts is the second most discriminative variable regarding the class.;[Decision tree]
It is possible to state that Balance is the second most discriminative variable regarding the class.;[Decision tree]
It is possible to state that Tenure is the second most discriminative variable regarding the class.;[Decision tree]
It is possible to state that Age is the second most discriminative variable regarding the class.;[Decision tree]
It is possible to state that CreditScore is the second most discriminative variable regarding the class.;[Decision tree]
It is possible to state that EstimatedSalary is the first most discriminative variable regarding the class.;[Decision tree]
It is possible to state that NumOfProducts is the first most discriminative variable regarding the class.;[Decision tree]
It is possible to state that Balance is the first most discriminative variable regarding the class.;[Decision tree]
It is possible to state that Tenure is the first most discriminative variable regarding the class.;[Decision tree]
It is possible to state that Age is the first most discriminative variable regarding the class.;[Decision tree]
It is possible to state that CreditScore is the first most discriminative variable regarding the class.;[Decision tree]
Variable EstimatedSalary is one of the most relevant variables.;[Decision tree]
Variable NumOfProducts is one of the most relevant variables.;[Decision tree]
Variable Balance is one of the most relevant variables.;[Decision tree]
Variable Tenure is one of the most relevant variables.;[Decision tree]
Variable Age is one of the most relevant variables.;[Decision tree]
Variable CreditScore is one of the most relevant variables.;[Decision tree]
Variable EstimatedSalary seems to be relevant for the majority of mining tasks.;[Decision tree,Correlation heatmap]
Variable NumOfProducts seems to be relevant for the majority of mining tasks.;[Decision tree,Correlation heatmap]
Variable Balance seems to be relevant for the majority of mining tasks.;[Decision tree,Correlation heatmap]
Variable Tenure seems to be relevant for the majority of mining tasks.;[Decision tree,Correlation heatmap]
Variable Age seems to be relevant for the majority of mining tasks.;[Decision tree,Correlation heatmap]
Variable CreditScore seems to be relevant for the majority of mining tasks.;[Decision tree,Correlation heatmap]
Variables NumOfProducts and EstimatedSalary seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables Balance and EstimatedSalary seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables Tenure and EstimatedSalary seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables Age and EstimatedSalary seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables CreditScore and EstimatedSalary seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables EstimatedSalary and NumOfProducts seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables Balance and NumOfProducts seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables Tenure and NumOfProducts seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables Age and NumOfProducts seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables CreditScore and NumOfProducts seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables EstimatedSalary and Balance seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables NumOfProducts and Balance seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables Tenure and Balance seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables Age and Balance seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables CreditScore and Balance seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables EstimatedSalary and Tenure seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables NumOfProducts and Tenure seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables Balance and Tenure seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables Age and Tenure seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables CreditScore and Tenure seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables EstimatedSalary and Age seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables NumOfProducts and Age seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables Balance and Age seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables Tenure and Age seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables CreditScore and Age seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables EstimatedSalary and CreditScore seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables NumOfProducts and CreditScore seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables Balance and CreditScore seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables Tenure and CreditScore seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables Age and CreditScore seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.;[Boxplot global,Single boxplots]
A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.;[Boxplot global,Single boxplots]
Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.;[Correlation heatmap]
Balancing this dataset by SMOTE would be riskier than oversampling by replication.;[Scatter-plots]
Balancing this dataset by SMOTE would most probably be preferable over undersampling.;[Nr records x nr variables]
Balancing this dataset would be mandatory to improve the results.;[Class histogram]
Both IsActiveMember and EstimatedSalary variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both HasCrCard and EstimatedSalary variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both NumOfProducts and EstimatedSalary variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Balance and EstimatedSalary variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Tenure and EstimatedSalary variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Age and EstimatedSalary variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Gender and EstimatedSalary variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Geography and EstimatedSalary variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both CreditScore and EstimatedSalary variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both EstimatedSalary and IsActiveMember variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both HasCrCard and IsActiveMember variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both NumOfProducts and IsActiveMember variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Balance and IsActiveMember variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Tenure and IsActiveMember variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Age and IsActiveMember variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Gender and IsActiveMember variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Geography and IsActiveMember variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both CreditScore and IsActiveMember variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both EstimatedSalary and HasCrCard variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both IsActiveMember and HasCrCard variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both NumOfProducts and HasCrCard variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Balance and HasCrCard variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Tenure and HasCrCard variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Age and HasCrCard variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Gender and HasCrCard variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Geography and HasCrCard variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both CreditScore and HasCrCard variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both EstimatedSalary and NumOfProducts variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both IsActiveMember and NumOfProducts variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both HasCrCard and NumOfProducts variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Balance and NumOfProducts variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Tenure and NumOfProducts variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Age and NumOfProducts variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Gender and NumOfProducts variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Geography and NumOfProducts variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both CreditScore and NumOfProducts variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both EstimatedSalary and Balance variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both IsActiveMember and Balance variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both HasCrCard and Balance variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both NumOfProducts and Balance variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Tenure and Balance variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Age and Balance variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Gender and Balance variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Geography and Balance variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both CreditScore and Balance variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both EstimatedSalary and Tenure variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both IsActiveMember and Tenure variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both HasCrCard and Tenure variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both NumOfProducts and Tenure variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Balance and Tenure variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Age and Tenure variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Gender and Tenure variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Geography and Tenure variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both CreditScore and Tenure variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both EstimatedSalary and Age variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both IsActiveMember and Age variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both HasCrCard and Age variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both NumOfProducts and Age variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Balance and Age variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Tenure and Age variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Gender and Age variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Geography and Age variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both CreditScore and Age variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both EstimatedSalary and Gender variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both IsActiveMember and Gender variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both HasCrCard and Gender variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both NumOfProducts and Gender variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Balance and Gender variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Tenure and Gender variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Age and Gender variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Geography and Gender variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both CreditScore and Gender variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both EstimatedSalary and Geography variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both IsActiveMember and Geography variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both HasCrCard and Geography variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both NumOfProducts and Geography variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Balance and Geography variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Tenure and Geography variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Age and Geography variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Gender and Geography variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both CreditScore and Geography variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both EstimatedSalary and CreditScore variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both IsActiveMember and CreditScore variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both HasCrCard and CreditScore variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both NumOfProducts and CreditScore variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Balance and CreditScore variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Tenure and CreditScore variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Age and CreditScore variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Gender and CreditScore variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both Geography and CreditScore variables could be used to derive a new variable using a concept hierarchy.;[Description]
The generation of a new feature through the conjunction of variables, would require some domain knowledge.;[Description]
Considering the common semantics for IsActiveMember and EstimatedSalary variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for HasCrCard and EstimatedSalary variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for NumOfProducts and EstimatedSalary variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Balance and EstimatedSalary variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Tenure and EstimatedSalary variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Age and EstimatedSalary variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Gender and EstimatedSalary variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Geography and EstimatedSalary variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for CreditScore and EstimatedSalary variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for EstimatedSalary and IsActiveMember variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for HasCrCard and IsActiveMember variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for NumOfProducts and IsActiveMember variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Balance and IsActiveMember variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Tenure and IsActiveMember variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Age and IsActiveMember variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Gender and IsActiveMember variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Geography and IsActiveMember variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for CreditScore and IsActiveMember variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for EstimatedSalary and HasCrCard variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for IsActiveMember and HasCrCard variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for NumOfProducts and HasCrCard variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Balance and HasCrCard variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Tenure and HasCrCard variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Age and HasCrCard variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Gender and HasCrCard variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Geography and HasCrCard variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for CreditScore and HasCrCard variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for EstimatedSalary and NumOfProducts variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for IsActiveMember and NumOfProducts variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for HasCrCard and NumOfProducts variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Balance and NumOfProducts variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Tenure and NumOfProducts variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Age and NumOfProducts variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Gender and NumOfProducts variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Geography and NumOfProducts variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for CreditScore and NumOfProducts variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for EstimatedSalary and Balance variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for IsActiveMember and Balance variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for HasCrCard and Balance variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for NumOfProducts and Balance variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Tenure and Balance variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Age and Balance variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Gender and Balance variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Geography and Balance variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for CreditScore and Balance variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for EstimatedSalary and Tenure variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for IsActiveMember and Tenure variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for HasCrCard and Tenure variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for NumOfProducts and Tenure variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Balance and Tenure variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Age and Tenure variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Gender and Tenure variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
Considering the common semantics for Geography and Tenure variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,All_Histograms]
