Image,Prediction,References
Titanic_histograms_symbolic.png,"The number of female passengers did not differ much between the embarkation ports.","[""All variables, but the class, should be dealt with as date.', 'The variable Sex can be seen as ordinal.', 'The variable Sex can be seen as ordinal without losing information.', 'Considering the common semantics for Sex and Embarked variables, dummification if applied would increase the risk of facing the curse of dimensionality.', 'Considering the common semantics for Embarked variable, dummification would be the most adequate encoding.', 'The variable Embarked can be coded as ordinal without losing information.', 'Feature generation based on variable Sex seems to be promising.', 'Feature generation based on the use of variable Sex wouldn’t be useful, but the use of Embarked seems to be promising.', 'Given the usual semantics of Sex variable, dummification would have been a better codification.', 'It is better to drop the variable Embarked than removing all records with missing values.', 'Not knowing the semantics of Embarked variable, dummification could have been a more adequate codification.""]"
Titanic_mv.png," The variable 'Pclass' does not have missing values.","[""Discarding variable Embarked would be better than discarding all the records with missing values for that variable.', 'Dropping all records with missing values would be better than to drop the variables with missing values.', 'Dropping all rows with missing values can lead to a dataset with less than 25% of the original data.', 'There is no reason to believe that discarding records showing missing values is safer than discarding the corresponding variables in this case.', 'Feature generation based on variable Embarked seems to be promising.', 'It is better to drop the variable Age than removing all records with missing values.""]"
Titanic_class_histogram.png," First passenger survived more than third class.",['Balancing this dataset would be mandatory to improve the results.']
Titanic_nr_records_nr_variables.png," The number of variables is always greater than the number of records.","[""Given the number of records and that some variables are date, we might be facing the curse of dimensionality.', 'We face the curse of dimensionality when training a classifier with this dataset.', 'Balancing this dataset by SMOTE would most probably be preferable over undersampling.""]"
Titanic_histograms_numeric.png," The mean of 'Age' is higher than the mean of 'SibSp'.","[""All variables, but the class, should be dealt with as symbolic.', 'The variable Parch can be seen as ordinal.', 'The variable Fare can be seen as ordinal without losing information.', 'Variable Pclass is balanced.', 'It is clear that variable Parch shows some outliers, but we can’t be sure of the same for variable SibSp.', 'Outliers seem to be a problem in the dataset.', 'Variable Age shows a high number of outlier values.', 'Variable Fare doesn’t have any outliers.', 'Variable Parch presents some outliers.', 'At least 60 of the variables present outliers.', 'The boxplots presented show a large number of outliers for most of the numeric variables.', 'The existence of outliers is one of the problems to tackle in this dataset.', 'Considering the common semantics for Age and Pclass variables, dummification if applied would increase the risk of facing the curse of dimensionality.', 'Considering the common semantics for SibSp variable, dummification would be the most adequate encoding.', 'The variable Pclass can be coded as ordinal without losing information.', 'Feature generation based on variable Parch seems to be promising.', 'Feature generation based on the use of variable Age wouldn’t be useful, but the use of Pclass seems to be promising.', 'Given the usual semantics of Age variable, dummification would have been a better codification.', 'It is better to drop the variable Pclass than removing all records with missing values.', 'Not knowing the semantics of SibSp variable, dummification could have been a more adequate codification.""]"
apple_quality_decision_tree.png," Decision trees with depth = 2 have at most one node at the depth of 3.","[""The variable Crunchiness discriminates between the target values, as shown in the decision tree.', 'Variable Juiciness is one of the most relevant variables.', 'A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 8%.', 'As reported in the tree, the number of False Positive is smaller than the number of False Negatives.', 'The recall for the presented tree is higher than 75%.', 'The number of True Positives is higher than the number of False Negatives for the presented tree.', 'The number of False Positives is higher than the number of True Positives for the presented tree.', 'The specificity for the presented tree is higher than 90%.', 'Considering that A=True<=>[Juiciness <= -0.3] and B=True<=>[Crunchiness <= 2.25], the Decision Tree presented classifies (not A, not B) as bad.', 'Considering that A=True<=>[Juiciness <= -0.3] and B=True<=>[Crunchiness <= 2.25], it is possible to state that KNN algorithm classifies (not A, not B) as bad for any k ≤ 1625.', 'Considering that A=True<=>[Juiciness <= -0.3] and B=True<=>[Crunchiness <= 2.25], it is possible to state that Naive Bayes algorithm classifies (not A, not B), as good.""]"
apple_quality_overfitting_mlp.png, The overfitting of the mlp starts around iteration 700.,['We are able to identify the existence of overfitting for MLP models trained longer than 500 episodes.']
apple_quality_overfitting_gb.png," The number of estimators for which the model obtains the lowest accuracy is 385.",['We are able to identify the existence of overfitting for gradient boosting models with more than 1502 estimators.']
apple_quality_overfitting_rf.png, The random forest accuracy tends to increase and then decrease as the number of estimators grows.,"[""Results for Random Forests identified as 3, may be explained by its estimators being in overfitting.', 'The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.', 'We are able to identify the existence of overfitting for random forest models with more than 1502 estimators.""]"
apple_quality_overfitting_knn.png, The chart indicates that the accuracy of k-nearest neighbors model decreases when the number of neighbors exceeds 16.,"[""KNN is in overfitting for k larger than 17.', 'KNN with 7 neighbour is in overfitting.', 'KNN with more than 17 neighbours is in overfitting.', 'We are able to identify the existence of overfitting for KNN models with less than 3 neighbors.""]"
apple_quality_overfitting_decision_tree.png, The decision tree with a max depth of 10 is not overfitting the data.,"[""According to the decision tree overfitting chart, the tree with 16 nodes of depth is in overfitting.', 'The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 5.', 'The decision tree is in overfitting for depths above 6.', 'We are able to identify the existence of overfitting for decision tree models with more than 2 nodes of depth.""]"
apple_quality_overfitting_dt_acc_rec.png," The decision tree with a max depth of 15 has the same performance as the decision tree with a max depth of 16.",['The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.']
apple_quality_pca.png," The first principal component explains more than 80% of the variance.","[""The first 5 principal components are enough for explaining half the data variance.', 'Using the first 2 principal components would imply an error between 15 and 20%.""]"
apple_quality_correlation_heatmap.png," Size and Ripeness are negatively correlated.","[""The intrinsic dimensionality of this dataset is 2.', 'One of the variables Crunchiness or Acidity can be discarded without losing information.', 'The variable Ripeness can be discarded without risking losing information.', 'Variables Juiciness and Crunchiness are redundant, but we can’t say the same for the pair Sweetness and Ripeness.', 'Variables Juiciness and Crunchiness are redundant.', 'From the correlation analysis alone, it is clear that there are relevant variables.', 'Variable Juiciness seems to be relevant for the majority of mining tasks.', 'Variables Crunchiness and Weight seem to be useful for classification tasks.', 'Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.', 'Removing variable Juiciness might improve the training of decision trees .', 'There is evidence in favour for sequential backward selection to select variable Juiciness previously than variable Ripeness.""]"
apple_quality_boxplots.png,"Size has more outliers than other variables.","[""Variable Weight is balanced.', 'Those boxplots show that the data is not normalized.', 'It is clear that variable Sweetness shows some outliers, but we can’t be sure of the same for variable Crunchiness.', 'Outliers seem to be a problem in the dataset.', 'Variable Ripeness shows a high number of outlier values.', 'Variable Acidity doesn’t have any outliers.', 'Variable Juiciness presents some outliers.', 'At least 75 of the variables present outliers.', 'The histograms presented show a large number of outliers for most of the numeric variables.', 'The existence of outliers is one of the problems to tackle in this dataset.', 'A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.', 'Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.', 'Normalization of this dataset could not have impact on a KNN classifier.', 'Scaling this dataset would be mandatory to improve the results with distance-based methods.""]"
apple_quality_class_histogram.png,"The highest percentage of low quality samples appears in the 60-70 range.",['Balancing this dataset would be mandatory to improve the results.']
apple_quality_nr_records_nr_variables.png, The dataset contains only numerical variables.,"[""Given the number of records and that some variables are binary, we might be facing the curse of dimensionality.', 'We face the curse of dimensionality when training a classifier with this dataset.', 'Balancing this dataset by SMOTE would most probably be preferable over undersampling.""]"
apple_quality_histograms_numeric.png," The average Size is greater than the average Weight.","[""All variables, but the class, should be dealt with as numeric.', 'The variable Acidity can be seen as ordinal.', 'The variable Size can be seen as ordinal without losing information.', 'Variable Juiciness is balanced.', 'It is clear that variable Weight shows some outliers, but we can’t be sure of the same for variable Sweetness.', 'Outliers seem to be a problem in the dataset.', 'Variable Juiciness shows a high number of outlier values.', 'Variable Size doesn’t have any outliers.', 'Variable Weight presents some outliers.', 'At least 50 of the variables present outliers.', 'The boxplots presented show a large number of outliers for most of the numeric variables.', 'The existence of outliers is one of the problems to tackle in this dataset.', 'Considering the common semantics for Crunchiness and Size variables, dummification if applied would increase the risk of facing the curse of dimensionality.', 'Considering the common semantics for Sweetness variable, dummification would be the most adequate encoding.', 'The variable Juiciness can be coded as ordinal without losing information.', 'Feature generation based on variable Acidity seems to be promising.', 'Feature generation based on the use of variable Acidity wouldn’t be useful, but the use of Size seems to be promising.', 'Given the usual semantics of Acidity variable, dummification would have been a better codification.', 'It is better to drop the variable Ripeness than removing all records with missing values.', 'Not knowing the semantics of Acidity variable, dummification could have been a more adequate codification.""]"
Employee_decision_tree.png," The decision tree's second split is not based on JoiningYear.","[""The variable JoiningYear discriminates between the target values, as shown in the decision tree.', 'Variable ExperienceInCurrentDomain is one of the most relevant variables.', 'A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 8%.', 'As reported in the tree, the number of False Positive is smaller than the number of False Negatives.', 'The recall for the presented tree is lower than 60%.', 'The number of False Positives is higher than the number of False Negatives for the presented tree.', 'The number of False Positives is higher than the number of True Positives for the presented tree.', 'The number of True Negatives is higher than the number of False Negatives for the presented tree.', 'Considering that A=True<=>[JoiningYear <= 2017.5] and B=True<=>[ExperienceInCurrentDomain <= 3.5], it is possible to state that KNN algorithm classifies (A,B) as 0 for any k ≤ 44.', 'Considering that A=True<=>[JoiningYear <= 2017.5] and B=True<=>[ExperienceInCurrentDomain <= 3.5], the Decision Tree presented classifies (not A, B) as 1.', 'Considering that A=True<=>[JoiningYear <= 2017.5] and B=True<=>[ExperienceInCurrentDomain <= 3.5], the Decision Tree presented classifies (A,B) as 0.""]"
Employee_overfitting_mlp.png, The overfitting of the MLP starts after 600 iterations.,['We are able to identify the existence of overfitting for MLP models trained longer than 500 episodes.']
Employee_overfitting_gb.png, The model becomes underfitting after 850 estimators.,['We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.']
Employee_overfitting_rf.png, The random forest model with 706 estimators has the best accuracy.,"[""Results for Random Forests identified as 2, may be explained by its estimators being in underfitting.', 'The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.', 'We are able to identify the existence of overfitting for random forest models with more than 1002 estimators.""]"
Employee_overfitting_knn.png," The accuracy is higher when k = 17 than when k = 13.","[""KNN is in overfitting for k less than 13.', 'KNN with 7 neighbour is in overfitting.', 'KNN with more than 15 neighbours is in overfitting.', 'We are able to identify the existence of overfitting for KNN models with less than 2 neighbors.""]"
Employee_overfitting_decision_tree.png, Overfitting starts between a max depth of 15 to 20.,"[""According to the decision tree overfitting chart, the tree with 9 nodes of depth is in overfitting.', 'The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 9.', 'The decision tree is in overfitting for depths above 4.', 'We are able to identify the existence of overfitting for decision tree models with more than 2 nodes of depth.""]"
Employee_overfitting_dt_acc_rec.png," The decision tree model starts overfitting at a max depth of 7.",['The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.']
Employee_pca.png, Principal component 3 explains more variance than principal component 4.,"[""The first 3 principal components are enough for explaining half the data variance.', 'Using the first 3 principal components would imply an error between 15 and 25%.""]"
Employee_correlation_heatmap.png," PaymentTier is correlated with JoiningYear.","[""The intrinsic dimensionality of this dataset is 2.', 'One of the variables PaymentTier or JoiningYear can be discarded without losing information.', 'The variable JoiningYear can be discarded without risking losing information.', 'Variables Age and PaymentTier are redundant, but we can’t say the same for the pair ExperienceInCurrentDomain and JoiningYear.', 'Variables PaymentTier and JoiningYear are redundant.', 'From the correlation analysis alone, it is clear that there are relevant variables.', 'Variable JoiningYear seems to be relevant for the majority of mining tasks.', 'Variables Age and ExperienceInCurrentDomain seem to be useful for classification tasks.', 'Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.', 'Removing variable PaymentTier might improve the training of decision trees .', 'There is evidence in favour for sequential backward selection to select variable ExperienceInCurrentDomain previously than variable PaymentTier.""]"
Employee_boxplots.png," There's no outlier on 'Age' variable.","[""Variable ExperienceInCurrentDomain is balanced.', 'Those boxplots show that the data is not normalized.', 'It is clear that variable PaymentTier shows some outliers, but we can’t be sure of the same for variable Age.', 'Outliers seem to be a problem in the dataset.', 'Variable JoiningYear shows a high number of outlier values.', 'Variable JoiningYear doesn’t have any outliers.', 'Variable PaymentTier presents some outliers.', 'At least 60 of the variables present outliers.', 'The boxplots presented show a large number of outliers for most of the numeric variables.', 'The existence of outliers is one of the problems to tackle in this dataset.', 'A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.', 'Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.', 'Normalization of this dataset could not have impact on a KNN classifier.', 'Scaling this dataset would be mandatory to improve the results with distance-based methods.""]"
Employee_histograms_symbolic.png," Women tend to bench press more than men in this dataset.","[""All variables, but the class, should be dealt with as date.', 'The variable Gender can be seen as ordinal.', 'The variable EverBenched can be seen as ordinal without losing information.', 'Considering the common semantics for Education and City variables, dummification if applied would increase the risk of facing the curse of dimensionality.', 'Considering the common semantics for City variable, dummification would be the most adequate encoding.', 'The variable City can be coded as ordinal without losing information.', 'Feature generation based on variable City seems to be promising.', 'Feature generation based on the use of variable EverBenched wouldn’t be useful, but the use of Education seems to be promising.', 'Given the usual semantics of Gender variable, dummification would have been a better codification.', 'It is better to drop the variable EverBenched than removing all records with missing values.', 'Not knowing the semantics of Education variable, dummification could have been a more adequate codification.""]"
Employee_class_histogram.png," More than half of the employees leave the company.",['Balancing this dataset would be mandatory to improve the results.']
Employee_nr_records_nr_variables.png," The number of variables is more than the number of records.","[""Given the number of records and that some variables are date, we might be facing the curse of dimensionality.', 'We face the curse of dimensionality when training a classifier with this dataset.', 'Balancing this dataset by SMOTE would most probably be preferable over undersampling.""]"
Employee_histograms_numeric.png," Age is the only variable with a normal distribution.","[""All variables, but the class, should be dealt with as date.', 'The variable PaymentTier can be seen as ordinal.', 'The variable Age can be seen as ordinal without losing information.', 'Variable Age is balanced.', 'It is clear that variable PaymentTier shows some outliers, but we can’t be sure of the same for variable Age.', 'Outliers seem to be a problem in the dataset.', 'Variable JoiningYear shows some outlier values.', 'Variable ExperienceInCurrentDomain doesn’t have any outliers.', 'Variable PaymentTier presents some outliers.', 'At least 50 of the variables present outliers.', 'The histograms presented show a large number of outliers for most of the numeric variables.', 'The existence of outliers is one of the problems to tackle in this dataset.', 'Considering the common semantics for JoiningYear and PaymentTier variables, dummification if applied would increase the risk of facing the curse of dimensionality.', 'Considering the common semantics for PaymentTier variable, dummification would be the most adequate encoding.', 'The variable PaymentTier can be coded as ordinal without losing information.', 'Feature generation based on variable PaymentTier seems to be promising.', 'Feature generation based on the use of variable ExperienceInCurrentDomain wouldn’t be useful, but the use of JoiningYear seems to be promising.', 'Given the usual semantics of PaymentTier variable, dummification would have been a better codification.', 'It is better to drop the variable JoiningYear than removing all records with missing values.', 'Not knowing the semantics of Age variable, dummification could have been a more adequate codification.""]"
