Id,Chart,Question,Answer
766,Liver_Patient_histograms_symbolic.png,"Considering the common semantics for Gender and <all_variables> variables, dummification if applied would increase the risk of facing the curse of dimensionality.",F
767,Liver_Patient_histograms_symbolic.png,"Considering the common semantics for Gender variable, dummification would be the most adequate encoding.",F
768,Liver_Patient_histograms_symbolic.png,The variable Gender can be coded as ordinal without losing information.,F
769,Liver_Patient_histograms_symbolic.png,Feature generation based on variable Gender seems to be promising.,F
770,Liver_Patient_histograms_symbolic.png,"Given the usual semantics of Gender variable, dummification would have been a better codification.",F
771,Liver_Patient_histograms_symbolic.png,"Not knowing the semantics of Gender variable, dummification could have been a more adequate codification.",T
772,Liver_Patient_mv.png,"Considering that the dataset has 405 records, discarding variable AG_Ratio would be better than discarding all the records with missing values for that variable.",F
773,Liver_Patient_mv.png,"Considering that the dataset has 405 records, dropping all records with missing values would be better than to drop the variables with missing values.",T
774,Liver_Patient_mv.png,"Considering that the dataset has 405 records, dropping all rows with missing values can lead to a dataset with less than 30% of the original data.",F
775,Liver_Patient_mv.png,There is no reason to believe that discarding records showing missing values is safer than discarding the corresponding variables in this case.,T
776,Liver_Patient_mv.png,"Considering that the dataset has 405 records, it is better to drop the variable AG_Ratio than removing all records with missing values.",F
777,Liver_Patient_class_histogram.png,Balancing this dataset would be mandatory to improve the results.,T
778,Liver_Patient_nr_records_nr_variables.png,"Given the number of records and that some variables are date, we might be facing the curse of dimensionality.",F
779,Liver_Patient_nr_records_nr_variables.png,We face the curse of dimensionality when training a classifier with this dataset.,F
780,Liver_Patient_histograms_numeric.png,All variables should be dealt with as binary.,F
781,Liver_Patient_histograms_numeric.png,The variable ALB can be seen as ordinal.,F
782,Liver_Patient_histograms_numeric.png,The variable AG_Ratio can be seen as ordinal without losing information.,F
783,Liver_Patient_histograms_numeric.png,Variable Age is balanced.,T
784,Liver_Patient_histograms_numeric.png,"It is clear that variable Sgot shows some outliers, but we can’t be sure of the same for variable Age.",T
785,Liver_Patient_histograms_numeric.png,Outliers seem to be a problem in the dataset.,T
786,Liver_Patient_histograms_numeric.png,Variable ALB shows a high number of outlier values.,F
787,Liver_Patient_histograms_numeric.png,Variable DB doesn’t have any outliers.,F
788,Liver_Patient_histograms_numeric.png,Variable Alkphos presents some outliers.,T
789,Liver_Patient_histograms_numeric.png,At least 50% of the variables present outliers.,T
790,Liver_Patient_histograms_numeric.png,The histograms presented show a large number of outliers for most of the numeric variables.,F
791,Liver_Patient_histograms_numeric.png,The existence of outliers is one of the problems to tackle in this dataset.,T
792,Liver_Patient_histograms_numeric.png,"Considering the common semantics for Age and TB variables, dummification if applied would increase the risk of facing the curse of dimensionality.",T
793,Liver_Patient_histograms_numeric.png,"Considering the common semantics for TB variable, dummification would be the most adequate encoding.",F
794,Liver_Patient_histograms_numeric.png,The variable AG_Ratio can be coded as ordinal without losing information.,F
795,Liver_Patient_histograms_numeric.png,Feature generation based on variable ALB seems to be promising.,F
796,Liver_Patient_histograms_numeric.png,"Feature generation based on the use of variable Sgpt wouldn’t be useful, but the use of Age seems to be promising.",F
797,Liver_Patient_histograms_numeric.png,"Given the usual semantics of Alkphos variable, dummification would have been a better codification.",F
798,Liver_Patient_histograms_numeric.png,"Not knowing the semantics of AG_Ratio variable, dummification could have been a more adequate codification.",F
799,Hotel_Reservations_decision_tree.png,"The variable lead_time discriminates between the target values, as shown in the decision tree.",T
800,Hotel_Reservations_decision_tree.png,Variable no_of_special_requests is one of the most relevant variables.,T
801,Hotel_Reservations_decision_tree.png,"A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 5%.",T
802,Hotel_Reservations_decision_tree.png,"As reported in the tree, the number of False Positive is bigger than the number of False Negatives, consider Canceled as the positive class and Not_Canceled as the negative class.",F
803,Hotel_Reservations_decision_tree.png,"The recall for the presented tree is lower than 75%, consider Canceled as the positive class and Not_Canceled as the negative class.",T
804,Hotel_Reservations_decision_tree.png,"The number of True Positives is higher than the number of False Negatives for the presented tree, consider Canceled as the positive class and Not_Canceled as the negative class.",F
805,Hotel_Reservations_decision_tree.png,"The number of True Negatives is lower than the number of False Positives for the presented tree, consider Canceled as the positive class and Not_Canceled as the negative class.",F
806,Hotel_Reservations_decision_tree.png,"Considering that A=True<=>[lead_time <= 151.5] and B=True<=>[no_of_special_requests <= 2.5], it is possible to state that KNN algorithm classifies (A, not B) as Canceled for any k ≤ 4955.",F
807,Hotel_Reservations_decision_tree.png,"Considering that A=True<=>[lead_time <= 151.5] and B=True<=>[no_of_special_requests <= 2.5], it is possible to state that KNN algorithm classifies (A,B) as Not_Canceled for any k ≤ 10612.",T
808,Hotel_Reservations_decision_tree.png,"Considering that A=True<=>[lead_time <= 151.5] and B=True<=>[no_of_special_requests <= 2.5], it is possible to state that KNN algorithm classifies (A,B) as Canceled for any k ≤ 9756.",F
809,Hotel_Reservations_overfitting_mlp.png,We are able to identify the existence of overfitting for MLP models trained longer than 700 episodes.,F
810,Hotel_Reservations_overfitting_gb.png,We are able to identify the existence of overfitting for gradient boosting models with more than 1002 estimators.,T
811,Hotel_Reservations_overfitting_rf.png,"Results for Random Forests identified as 3, may be explained by its estimators being in underfitting.",T
812,Hotel_Reservations_overfitting_rf.png,The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.,F
813,Hotel_Reservations_overfitting_rf.png,We are able to identify the existence of overfitting for random forest models with more than 502 estimators.,F
814,Hotel_Reservations_overfitting_knn.png,KNN is in overfitting for k less than 5.,T
815,Hotel_Reservations_overfitting_knn.png,KNN with 7 neighbour is in overfitting.,T
816,Hotel_Reservations_overfitting_knn.png,KNN with more than 15 neighbours is in overfitting.,F
817,Hotel_Reservations_overfitting_knn.png,We are able to identify the existence of overfitting for KNN models with less than 4 neighbors.,T
818,Hotel_Reservations_overfitting_decision_tree.png,"According to the decision tree overfitting chart, the tree with 12 nodes of depth is in overfitting.",F
819,Hotel_Reservations_overfitting_decision_tree.png,The chart reporting the accuracy for different trees shows that the model enters in overfitting for models with depth higher than 3.,F
820,Hotel_Reservations_overfitting_decision_tree.png,The decision tree is in overfitting for depths above 8.,F
821,Hotel_Reservations_overfitting_decision_tree.png,We are able to identify the existence of overfitting for decision tree models with more than 6 nodes of depth.,F
822,Hotel_Reservations_overfitting_dt_acc_rec.png,The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.,F
823,Hotel_Reservations_pca.png,The first 3 principal components are enough for explaining half the data variance.,T
824,Hotel_Reservations_pca.png,Using the first 5 principal components would imply an error between 10 and 20%.,F
825,Hotel_Reservations_correlation_heatmap.png,The intrinsic dimensionality of this dataset is 3.,F
826,Hotel_Reservations_correlation_heatmap.png,One of the variables arrival_month or no_of_special_requests can be discarded without losing information.,F
827,Hotel_Reservations_correlation_heatmap.png,The variable no_of_adults can be discarded without risking losing information.,F
828,Hotel_Reservations_correlation_heatmap.png,"Variables no_of_adults and arrival_month are redundant, but we can’t say the same for the pair no_of_week_nights and no_of_weekend_nights.",F
829,Hotel_Reservations_correlation_heatmap.png,Variables no_of_adults and no_of_week_nights are redundant.,F
830,Hotel_Reservations_correlation_heatmap.png,"Considering that the target variable is arrival_month we can say that from the correlation analysis alone, it is clear that there are relevant variables.",F
831,Hotel_Reservations_correlation_heatmap.png,Considering that the target variable is avg_price_per_room we can say that variable arrival_month seems to be relevant for the majority of mining tasks.,F
832,Hotel_Reservations_correlation_heatmap.png,Considering that the target variable is arrival_date we can say that variables arrival_month and no_of_adults seem to be useful for classification tasks.,F
833,Hotel_Reservations_correlation_heatmap.png,"Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.",F
834,Hotel_Reservations_correlation_heatmap.png,Removing variable no_of_adults might improve the training of decision trees .,F
835,Hotel_Reservations_correlation_heatmap.png,There is evidence in favour for sequential backward selection to select variable arrival_date previously than variable no_of_week_nights.,F
836,Hotel_Reservations_boxplots.png,Variable arrival_date is balanced.,T
837,Hotel_Reservations_boxplots.png,Those boxplots show that the data is not normalized.,T
838,Hotel_Reservations_boxplots.png,"It is clear that variable no_of_weekend_nights shows some outliers, but we can’t be sure of the same for variable lead_time.",F
839,Hotel_Reservations_boxplots.png,Outliers seem to be a problem in the dataset.,F
840,Hotel_Reservations_boxplots.png,Variable no_of_week_nights shows a high number of outlier values.,F
841,Hotel_Reservations_boxplots.png,Variable no_of_week_nights doesn’t have any outliers.,T
842,Hotel_Reservations_boxplots.png,Variable avg_price_per_room presents some outliers.,T
843,Hotel_Reservations_boxplots.png,At least 85% of the variables present outliers.,F
844,Hotel_Reservations_boxplots.png,The existence of outliers is one of the problems to tackle in this dataset.,T
845,Hotel_Reservations_boxplots.png,"A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.",T
846,Hotel_Reservations_boxplots.png,"Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.",F
847,Hotel_Reservations_boxplots.png,Normalization of this dataset could not have impact on a KNN classifier.,F
848,Hotel_Reservations_boxplots.png,Scaling this dataset would be mandatory to improve the results with distance-based methods.,T
849,Hotel_Reservations_histograms_symbolic.png,All variables should be dealt with as symbolic.,T
850,Hotel_Reservations_histograms_symbolic.png,The variable room_type_reserved can be seen as ordinal.,T
851,Hotel_Reservations_histograms_symbolic.png,The variable type_of_meal_plan can be seen as ordinal without losing information.,T
852,Hotel_Reservations_histograms_symbolic.png,"Considering the common semantics for arrival_year and type_of_meal_plan variables, dummification if applied would increase the risk of facing the curse of dimensionality.",F
853,Hotel_Reservations_histograms_symbolic.png,"Considering the common semantics for type_of_meal_plan variable, dummification would be the most adequate encoding.",F
854,Hotel_Reservations_histograms_symbolic.png,The variable type_of_meal_plan can be coded as ordinal without losing information.,T
855,Hotel_Reservations_histograms_symbolic.png,Feature generation based on variable arrival_year seems to be promising.,F
856,Hotel_Reservations_histograms_symbolic.png,"Feature generation based on the use of variable required_car_parking_space wouldn’t be useful, but the use of type_of_meal_plan seems to be promising.",F
857,Hotel_Reservations_histograms_symbolic.png,"Given the usual semantics of required_car_parking_space variable, dummification would have been a better codification.",F
858,Hotel_Reservations_histograms_symbolic.png,"Not knowing the semantics of arrival_year variable, dummification could have been a more adequate codification.",T
859,Hotel_Reservations_class_histogram.png,Balancing this dataset would be mandatory to improve the results.,T
860,Hotel_Reservations_nr_records_nr_variables.png,"Given the number of records and that some variables are numeric, we might be facing the curse of dimensionality.",F
861,Hotel_Reservations_nr_records_nr_variables.png,We face the curse of dimensionality when training a classifier with this dataset.,F
862,Hotel_Reservations_histograms_numeric.png,All variables should be dealt with as date.,F
863,Hotel_Reservations_histograms_numeric.png,The variable arrival_date can be seen as ordinal.,T
864,Hotel_Reservations_histograms_numeric.png,The variable no_of_children can be seen as ordinal without losing information.,T
865,Hotel_Reservations_histograms_numeric.png,Variable no_of_children is balanced.,F
866,Hotel_Reservations_histograms_numeric.png,"It is clear that variable no_of_special_requests shows some outliers, but we can’t be sure of the same for variable avg_price_per_room.",F
867,Hotel_Reservations_histograms_numeric.png,Outliers seem to be a problem in the dataset.,T
868,Hotel_Reservations_histograms_numeric.png,Variable arrival_date shows a high number of outlier values.,F
869,Hotel_Reservations_histograms_numeric.png,Variable no_of_adults doesn’t have any outliers.,T
870,Hotel_Reservations_histograms_numeric.png,Variable no_of_weekend_nights presents some outliers.,T
871,Hotel_Reservations_histograms_numeric.png,At least 75% of the variables present outliers.,F
872,Hotel_Reservations_histograms_numeric.png,The existence of outliers is one of the problems to tackle in this dataset.,T
873,Hotel_Reservations_histograms_numeric.png,"Considering the common semantics for arrival_date and no_of_adults variables, dummification if applied would increase the risk of facing the curse of dimensionality.",T
874,Hotel_Reservations_histograms_numeric.png,"Considering the common semantics for no_of_special_requests variable, dummification would be the most adequate encoding.",F
875,Hotel_Reservations_histograms_numeric.png,The variable avg_price_per_room can be coded as ordinal without losing information.,F
876,Hotel_Reservations_histograms_numeric.png,Feature generation based on variable no_of_special_requests seems to be promising.,F
877,Hotel_Reservations_histograms_numeric.png,"Feature generation based on the use of variable no_of_week_nights wouldn’t be useful, but the use of no_of_adults seems to be promising.",F
878,Hotel_Reservations_histograms_numeric.png,"Given the usual semantics of no_of_adults variable, dummification would have been a better codification.",F
879,Hotel_Reservations_histograms_numeric.png,"Not knowing the semantics of no_of_week_nights variable, dummification could have been a more adequate codification.",F
880,StressLevelDataset_decision_tree.png,"The variable bullying discriminates between the target values, as shown in the decision tree.",T
881,StressLevelDataset_decision_tree.png,Variable basic_needs is one of the most relevant variables.,T
882,StressLevelDataset_decision_tree.png,"A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 6%.",T
883,StressLevelDataset_decision_tree.png,The variable basic_needs seems to be one of the four most relevant features.,T
884,StressLevelDataset_decision_tree.png,"Considering that A=True<=>[basic_needs <= 3.5] and B=True<=>[bullying <= 1.5], the Decision Tree presented classifies (A, not B) as 2.",T
885,StressLevelDataset_decision_tree.png,"Considering that A=True<=>[basic_needs <= 3.5] and B=True<=>[bullying <= 1.5], the Decision Tree presented classifies (not A, B) as 1.",F
886,StressLevelDataset_decision_tree.png,"Considering that A=True<=>[basic_needs <= 3.5] and B=True<=>[bullying <= 1.5], it is possible to state that KNN algorithm classifies (A, not B) as 0 for any k ≤ 271.",F
887,StressLevelDataset_overfitting_mlp.png,We are able to identify the existence of overfitting for MLP models trained longer than 700 episodes.,F
888,StressLevelDataset_overfitting_gb.png,We are able to identify the existence of overfitting for gradient boosting models with more than 1002 estimators.,F
889,StressLevelDataset_overfitting_rf.png,"Results for Random Forests identified as 2, may be explained by its estimators being in underfitting.",T
890,StressLevelDataset_overfitting_rf.png,The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.,F
891,StressLevelDataset_overfitting_rf.png,We are able to identify the existence of overfitting for random forest models with more than 1002 estimators.,F
892,StressLevelDataset_overfitting_knn.png,KNN is in overfitting for k larger than 17.,F
893,StressLevelDataset_overfitting_knn.png,KNN with 5 neighbour is in overfitting.,F
894,StressLevelDataset_overfitting_knn.png,KNN with more than 17 neighbours is in overfitting.,F
895,StressLevelDataset_overfitting_knn.png,We are able to identify the existence of overfitting for KNN models with less than 5 neighbors.,F
896,StressLevelDataset_overfitting_decision_tree.png,"According to the decision tree overfitting chart, the tree with 20 nodes of depth is in overfitting.",T
897,StressLevelDataset_overfitting_decision_tree.png,The chart reporting the accuracy for different trees shows that the model enters in overfitting for models with depth higher than 6.,T
898,StressLevelDataset_overfitting_decision_tree.png,The decision tree is in overfitting for depths above 6.,T
899,StressLevelDataset_overfitting_decision_tree.png,We are able to identify the existence of overfitting for decision tree models with more than 2 nodes of depth.,F
900,StressLevelDataset_pca.png,The first 4 principal components are enough for explaining half the data variance.,T
901,StressLevelDataset_pca.png,Using the first 2 principal components would imply an error between 5 and 25%.,T
902,StressLevelDataset_correlation_heatmap.png,The intrinsic dimensionality of this dataset is 6.,F
903,StressLevelDataset_correlation_heatmap.png,One of the variables headache or bullying can be discarded without losing information.,F
904,StressLevelDataset_correlation_heatmap.png,The variable breathing_problem can be discarded without risking losing information.,F
905,StressLevelDataset_correlation_heatmap.png,"Variables anxiety_level and bullying are redundant, but we can’t say the same for the pair study_load and living_conditions.",F
906,StressLevelDataset_correlation_heatmap.png,Variables bullying and depression are redundant.,F
907,StressLevelDataset_correlation_heatmap.png,"Considering that the target variable is stress_level we can say that from the correlation analysis alone, it is clear that there are relevant variables.",F
908,StressLevelDataset_correlation_heatmap.png,Considering that the target variable is anxiety_level we can say that variable breathing_problem seems to be relevant for the majority of mining tasks.,F
909,StressLevelDataset_correlation_heatmap.png,Considering that the target variable is stress_level we can say that variables living_conditions and breathing_problem seem to be useful for classification tasks.,F
910,StressLevelDataset_correlation_heatmap.png,"Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.",F
911,StressLevelDataset_correlation_heatmap.png,Removing variable basic_needs might improve the training of decision trees .,T
912,StressLevelDataset_correlation_heatmap.png,There is evidence in favour for sequential backward selection to select variable basic_needs previously than variable self_esteem.,F
913,StressLevelDataset_boxplots.png,Variable study_load is balanced.,F
914,StressLevelDataset_boxplots.png,Those boxplots show that the data is not normalized.,T
915,StressLevelDataset_boxplots.png,"It is clear that variable self_esteem shows some outliers, but we can’t be sure of the same for variable anxiety_level.",F
916,StressLevelDataset_boxplots.png,Outliers seem to be a problem in the dataset.,F
917,StressLevelDataset_boxplots.png,Variable basic_needs shows some outlier values.,T
918,StressLevelDataset_boxplots.png,Variable headache doesn’t have any outliers.,T
919,StressLevelDataset_boxplots.png,Variable depression presents some outliers.,F
920,StressLevelDataset_boxplots.png,At least 60% of the variables present outliers.,F
921,StressLevelDataset_boxplots.png,The existence of outliers is one of the problems to tackle in this dataset.,F
922,StressLevelDataset_boxplots.png,"A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.",T
923,StressLevelDataset_boxplots.png,"Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.",F
924,StressLevelDataset_boxplots.png,Normalization of this dataset could not have impact on a KNN classifier.,F
925,StressLevelDataset_boxplots.png,Scaling this dataset would be mandatory to improve the results with distance-based methods.,T
926,StressLevelDataset_histograms_symbolic.png,All variables should be dealt with as symbolic.,F
927,StressLevelDataset_histograms_symbolic.png,The variable mental_health_history can be seen as ordinal.,T
928,StressLevelDataset_histograms_symbolic.png,The variable mental_health_history can be seen as ordinal without losing information.,T
929,StressLevelDataset_histograms_symbolic.png,"Considering the common semantics for mental_health_history and <all_variables> variables, dummification if applied would increase the risk of facing the curse of dimensionality.",F
930,StressLevelDataset_histograms_symbolic.png,"Considering the common semantics for mental_health_history variable, dummification would be the most adequate encoding.",F
931,StressLevelDataset_histograms_symbolic.png,The variable mental_health_history can be coded as ordinal without losing information.,T
932,StressLevelDataset_histograms_symbolic.png,Feature generation based on variable mental_health_history seems to be promising.,F
933,StressLevelDataset_histograms_symbolic.png,"Given the usual semantics of mental_health_history variable, dummification would have been a better codification.",F
934,StressLevelDataset_histograms_symbolic.png,"Not knowing the semantics of mental_health_history variable, dummification could have been a more adequate codification.",F
935,StressLevelDataset_class_histogram.png,Balancing this dataset would be mandatory to improve the results.,F
936,StressLevelDataset_nr_records_nr_variables.png,"Given the number of records and that some variables are numeric, we might be facing the curse of dimensionality.",F
937,StressLevelDataset_nr_records_nr_variables.png,We face the curse of dimensionality when training a classifier with this dataset.,F
938,StressLevelDataset_histograms_numeric.png,All variables should be dealt with as symbolic.,F
939,StressLevelDataset_histograms_numeric.png,The variable living_conditions can be seen as ordinal.,T
940,StressLevelDataset_histograms_numeric.png,The variable breathing_problem can be seen as ordinal without losing information.,T
941,StressLevelDataset_histograms_numeric.png,Variable breathing_problem is balanced.,F
942,StressLevelDataset_histograms_numeric.png,"It is clear that variable depression shows some outliers, but we can’t be sure of the same for variable study_load.",F
943,StressLevelDataset_histograms_numeric.png,Outliers seem to be a problem in the dataset.,F
944,StressLevelDataset_histograms_numeric.png,Variable bullying shows a high number of outlier values.,F
945,StressLevelDataset_histograms_numeric.png,Variable headache doesn’t have any outliers.,T
946,StressLevelDataset_histograms_numeric.png,Variable anxiety_level presents some outliers.,F
947,StressLevelDataset_histograms_numeric.png,At least 60% of the variables present outliers.,F
948,StressLevelDataset_histograms_numeric.png,The histograms presented show a large number of outliers for most of the numeric variables.,F
949,StressLevelDataset_histograms_numeric.png,The existence of outliers is one of the problems to tackle in this dataset.,F
950,StressLevelDataset_histograms_numeric.png,"Considering the common semantics for sleep_quality and anxiety_level variables, dummification if applied would increase the risk of facing the curse of dimensionality.",F
951,StressLevelDataset_histograms_numeric.png,"Considering the common semantics for headache variable, dummification would be the most adequate encoding.",F
952,StressLevelDataset_histograms_numeric.png,The variable breathing_problem can be coded as ordinal without losing information.,T
953,StressLevelDataset_histograms_numeric.png,Feature generation based on variable self_esteem seems to be promising.,F
954,StressLevelDataset_histograms_numeric.png,"Feature generation based on the use of variable anxiety_level wouldn’t be useful, but the use of self_esteem seems to be promising.",F
955,StressLevelDataset_histograms_numeric.png,"Given the usual semantics of study_load variable, dummification would have been a better codification.",F
956,StressLevelDataset_histograms_numeric.png,"Not knowing the semantics of basic_needs variable, dummification could have been a more adequate codification.",F
957,WineQT_decision_tree.png,"The variable chlorides discriminates between the target values, as shown in the decision tree.",T
958,WineQT_decision_tree.png,Variable density is one of the most relevant variables.,T
959,WineQT_decision_tree.png,"A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 8%.",T
960,WineQT_decision_tree.png,"Considering that A=True<=>[density <= 1.0] and B=True<=>[chlorides <= 0.08], it is possible to state that KNN algorithm classifies (not A, not B) as 6 for any k ≤ 447.",F
961,WineQT_decision_tree.png,"Considering that A=True<=>[density <= 1.0] and B=True<=>[chlorides <= 0.08], it is possible to state that KNN algorithm classifies (not A, not B) as 5 for any k ≤ 172.",T
962,WineQT_overfitting_mlp.png,We are able to identify the existence of overfitting for MLP models trained longer than 500 episodes.,F
963,WineQT_overfitting_gb.png,We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.,F
964,WineQT_overfitting_rf.png,"Results for Random Forests identified as 3, may be explained by its estimators being in overfitting.",F
965,WineQT_overfitting_rf.png,The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.,T
966,WineQT_overfitting_rf.png,We are able to identify the existence of overfitting for random forest models with more than 502 estimators.,F
967,WineQT_overfitting_knn.png,KNN is in overfitting for k larger than 13.,F
968,WineQT_overfitting_knn.png,KNN with 7 neighbour is in overfitting.,T
969,WineQT_overfitting_knn.png,KNN with more than 7 neighbours is in overfitting.,F
970,WineQT_overfitting_knn.png,We are able to identify the existence of overfitting for KNN models with less than 6 neighbors.,T
971,WineQT_overfitting_decision_tree.png,"According to the decision tree overfitting chart, the tree with 16 nodes of depth is in overfitting.",T
972,WineQT_overfitting_decision_tree.png,The chart reporting the accuracy for different trees shows that the model enters in overfitting for models with depth higher than 8.,T
973,WineQT_overfitting_decision_tree.png,The decision tree is in overfitting for depths above 10.,T
974,WineQT_overfitting_decision_tree.png,We are able to identify the existence of overfitting for decision tree models with more than 5 nodes of depth.,F
975,WineQT_pca.png,The first 8 principal components are enough for explaining half the data variance.,T
976,WineQT_pca.png,Using the first 6 principal components would imply an error between 15 and 25%.,F
977,WineQT_correlation_heatmap.png,The intrinsic dimensionality of this dataset is 5.,F
978,WineQT_correlation_heatmap.png,One of the variables citric acid or residual sugar can be discarded without losing information.,F
979,WineQT_correlation_heatmap.png,The variable chlorides can be discarded without risking losing information.,F
980,WineQT_correlation_heatmap.png,"Variables sulphates and pH are redundant, but we can’t say the same for the pair free sulfur dioxide and volatile acidity.",F
981,WineQT_correlation_heatmap.png,Variables free sulfur dioxide and total sulfur dioxide are redundant.,T
982,WineQT_correlation_heatmap.png,"Considering that the target variable is density we can say that from the correlation analysis alone, it is clear that there are relevant variables.",F
983,WineQT_correlation_heatmap.png,Considering that the target variable is citric acid we can say that variable volatile acidity seems to be relevant for the majority of mining tasks.,F
984,WineQT_correlation_heatmap.png,Considering that the target variable is fixed acidity we can say that variables chlorides and citric acid seem to be useful for classification tasks.,F
985,WineQT_correlation_heatmap.png,"Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.",F
986,WineQT_correlation_heatmap.png,Removing variable fixed acidity might improve the training of decision trees .,T
987,WineQT_correlation_heatmap.png,There is evidence in favour for sequential backward selection to select variable pH previously than variable chlorides.,T
988,WineQT_boxplots.png,Variable citric acid is balanced.,F
989,WineQT_boxplots.png,Those boxplots show that the data is not normalized.,T
990,WineQT_boxplots.png,"It is clear that variable pH shows some outliers, but we can’t be sure of the same for variable volatile acidity.",F
991,WineQT_boxplots.png,Outliers seem to be a problem in the dataset.,T
992,WineQT_boxplots.png,Variable free sulfur dioxide shows a high number of outlier values.,T
993,WineQT_boxplots.png,Variable chlorides doesn’t have any outliers.,F
994,WineQT_boxplots.png,Variable total sulfur dioxide presents some outliers.,T
995,WineQT_boxplots.png,At least 75% of the variables present outliers.,T
996,WineQT_boxplots.png,The existence of outliers is one of the problems to tackle in this dataset.,T
997,WineQT_boxplots.png,"A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.",F
998,WineQT_boxplots.png,"Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.",F
999,WineQT_boxplots.png,Normalization of this dataset could not have impact on a KNN classifier.,F
1000,WineQT_boxplots.png,Scaling this dataset would be mandatory to improve the results with distance-based methods.,T
1001,WineQT_class_histogram.png,Balancing this dataset would be mandatory to improve the results.,T
1002,WineQT_nr_records_nr_variables.png,"Given the number of records and that some variables are symbolic, we might be facing the curse of dimensionality.",F
1003,WineQT_nr_records_nr_variables.png,We face the curse of dimensionality when training a classifier with this dataset.,F
1004,WineQT_histograms_numeric.png,All variables should be dealt with as numeric.,T
1005,WineQT_histograms_numeric.png,The variable fixed acidity can be seen as ordinal.,F
1006,WineQT_histograms_numeric.png,The variable pH can be seen as ordinal without losing information.,F
1007,WineQT_histograms_numeric.png,Variable free sulfur dioxide is balanced.,F
1008,WineQT_histograms_numeric.png,"It is clear that variable alcohol shows some outliers, but we can’t be sure of the same for variable sulphates.",F
1009,WineQT_histograms_numeric.png,Outliers seem to be a problem in the dataset.,T
1010,WineQT_histograms_numeric.png,Variable sulphates shows a high number of outlier values.,F
1011,WineQT_histograms_numeric.png,Variable pH doesn’t have any outliers.,F
1012,WineQT_histograms_numeric.png,Variable citric acid presents some outliers.,F
1013,WineQT_histograms_numeric.png,At least 75% of the variables present outliers.,F
1014,WineQT_histograms_numeric.png,The histograms presented show a large number of outliers for most of the numeric variables.,F
1015,WineQT_histograms_numeric.png,The existence of outliers is one of the problems to tackle in this dataset.,T
1016,WineQT_histograms_numeric.png,"Considering the common semantics for citric acid and fixed acidity variables, dummification if applied would increase the risk of facing the curse of dimensionality.",T
1017,WineQT_histograms_numeric.png,"Considering the common semantics for citric acid variable, dummification would be the most adequate encoding.",F
1018,WineQT_histograms_numeric.png,The variable pH can be coded as ordinal without losing information.,F
1019,WineQT_histograms_numeric.png,Feature generation based on variable density seems to be promising.,F
1020,WineQT_histograms_numeric.png,"Feature generation based on the use of variable sulphates wouldn’t be useful, but the use of fixed acidity seems to be promising.",F
1021,WineQT_histograms_numeric.png,"Given the usual semantics of citric acid variable, dummification would have been a better codification.",F
1022,WineQT_histograms_numeric.png,"Not knowing the semantics of pH variable, dummification could have been a more adequate codification.",F
1023,loan_data_decision_tree.png,"The variable ApplicantIncome discriminates between the target values, as shown in the decision tree.",T
1024,loan_data_decision_tree.png,Variable ApplicantIncome is one of the most relevant variables.,T
1025,loan_data_decision_tree.png,"A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 5%.",T
1026,loan_data_decision_tree.png,"As reported in the tree, the number of False Positive is bigger than the number of False Negatives, consider Y as the positive class and N as the negative class.",T
1027,loan_data_decision_tree.png,"The recall for the presented tree is lower than 90%, consider Y as the positive class and N as the negative class.",F
1028,loan_data_decision_tree.png,"The number of False Positives is higher than the number of True Negatives for the presented tree, consider Y as the positive class and N as the negative class.",T
1029,loan_data_decision_tree.png,"The number of False Negatives is higher than the number of True Positives for the presented tree, consider Y as the positive class and N as the negative class.",F
1030,loan_data_decision_tree.png,"The recall for the presented tree is higher than its accuracy, consider Y as the positive class and N as the negative class.",T
1031,loan_data_decision_tree.png,"Considering that A=True<=>[Loan_Amount_Term <= 420.0] and B=True<=>[ApplicantIncome <= 1519.0], it is possible to state that KNN algorithm classifies (not A, not B) as Y for any k ≤ 3.",F
