Id;Chart;Question;Answer
595;Hotel_Reservations_correlation_heatmap.png;Considering that the target variable is avg_price_per_room we can say that variable arrival_month seems to be relevant for the majority of mining tasks.;F
596;Hotel_Reservations_correlation_heatmap.png;Considering that the target variable is arrival_date we can say that variables arrival_month and no_of_adults seem to be useful for classification tasks.;F
597;Hotel_Reservations_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.;F
598;Hotel_Reservations_correlation_heatmap.png;Removing variable no_of_adults might improve the training of decision trees .;F
599;Hotel_Reservations_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable arrival_date previously than variable no_of_week_nights.;F
600;Hotel_Reservations_boxplots.png;Variable arrival_date is balanced.;T
601;Hotel_Reservations_boxplots.png;Those boxplots show that the data is not normalized.;T
602;Hotel_Reservations_boxplots.png;It is clear that variable no_of_weekend_nights shows some outliers, but we can’t be sure of the same for variable lead_time.;F
603;Hotel_Reservations_boxplots.png;Outliers seem to be a problem in the dataset.;F
604;Hotel_Reservations_boxplots.png;Variable no_of_week_nights shows a high number of outlier values.;F
605;Hotel_Reservations_boxplots.png;Variable no_of_week_nights doesn’t have any outliers.;T
606;Hotel_Reservations_boxplots.png;Variable avg_price_per_room presents some outliers.;T
607;Hotel_Reservations_boxplots.png;At least 85% of the variables present outliers.;F
608;Hotel_Reservations_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.;T
609;Hotel_Reservations_boxplots.png;A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.;T
610;Hotel_Reservations_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.;F
611;Hotel_Reservations_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.;F
612;Hotel_Reservations_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.;T
613;Hotel_Reservations_histograms_symbolic.png;All variables should be dealt with as symbolic.;T
614;Hotel_Reservations_histograms_symbolic.png;The variable room_type_reserved can be seen as ordinal.;T
615;Hotel_Reservations_histograms_symbolic.png;The variable type_of_meal_plan can be seen as ordinal without losing information.;T
616;Hotel_Reservations_histograms_symbolic.png;Considering the common semantics for arrival_year and type_of_meal_plan variables, dummification if applied would increase the risk of facing the curse of dimensionality.;F
617;Hotel_Reservations_histograms_symbolic.png;Considering the common semantics for type_of_meal_plan variable, dummification would be the most adequate encoding.;F
618;Hotel_Reservations_histograms_symbolic.png;The variable type_of_meal_plan can be coded as ordinal without losing information.;T
619;Hotel_Reservations_histograms_symbolic.png;Feature generation based on variable arrival_year seems to be promising.;F
620;Hotel_Reservations_histograms_symbolic.png;Feature generation based on the use of variable required_car_parking_space wouldn’t be useful, but the use of type_of_meal_plan seems to be promising.;F
621;Hotel_Reservations_histograms_symbolic.png;Given the usual semantics of required_car_parking_space variable, dummification would have been a better codification.;F
622;Hotel_Reservations_histograms_symbolic.png;Not knowing the semantics of arrival_year variable, dummification could have been a more adequate codification.;T
623;Hotel_Reservations_class_histogram.png;Balancing this dataset would be mandatory to improve the results.;T
624;Hotel_Reservations_nr_records_nr_variables.png;Given the number of records and that some variables are numeric, we might be facing the curse of dimensionality.;F
625;Hotel_Reservations_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.;F
626;Hotel_Reservations_histograms_numeric.png;All variables should be dealt with as date.;F
627;Hotel_Reservations_histograms_numeric.png;The variable arrival_date can be seen as ordinal.;T
628;Hotel_Reservations_histograms_numeric.png;The variable no_of_children can be seen as ordinal without losing information.;T
629;Hotel_Reservations_histograms_numeric.png;Variable no_of_children is balanced.;F
630;Hotel_Reservations_histograms_numeric.png;It is clear that variable no_of_special_requests shows some outliers, but we can’t be sure of the same for variable avg_price_per_room.;F
631;Hotel_Reservations_histograms_numeric.png;Outliers seem to be a problem in the dataset.;T
632;Hotel_Reservations_histograms_numeric.png;Variable arrival_date shows a high number of outlier values.;F
633;Hotel_Reservations_histograms_numeric.png;Variable no_of_adults doesn’t have any outliers.;T
634;Hotel_Reservations_histograms_numeric.png;Variable no_of_weekend_nights presents some outliers.;T
635;Hotel_Reservations_histograms_numeric.png;At least 75% of the variables present outliers.;F
636;Hotel_Reservations_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.;T
637;Hotel_Reservations_histograms_numeric.png;Considering the common semantics for arrival_date and no_of_adults variables, dummification if applied would increase the risk of facing the curse of dimensionality.;T
638;Hotel_Reservations_histograms_numeric.png;Considering the common semantics for no_of_special_requests variable, dummification would be the most adequate encoding.;F
639;Hotel_Reservations_histograms_numeric.png;The variable avg_price_per_room can be coded as ordinal without losing information.;F
640;Hotel_Reservations_histograms_numeric.png;Feature generation based on variable no_of_special_requests seems to be promising.;F
641;Hotel_Reservations_histograms_numeric.png;Feature generation based on the use of variable no_of_week_nights wouldn’t be useful, but the use of no_of_adults seems to be promising.;F
642;Hotel_Reservations_histograms_numeric.png;Given the usual semantics of no_of_adults variable, dummification would have been a better codification.;F
643;Hotel_Reservations_histograms_numeric.png;Not knowing the semantics of no_of_week_nights variable, dummification could have been a more adequate codification.;F
644;StressLevelDataset_decision_tree.png;The variable bullying discriminates between the target values, as shown in the decision tree.;T
645;StressLevelDataset_decision_tree.png;Variable basic_needs is one of the most relevant variables.;T
646;StressLevelDataset_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 6%.;T
647;StressLevelDataset_decision_tree.png;The variable basic_needs seems to be one of the four most relevant features.;T
648;StressLevelDataset_decision_tree.png;Considering that A=True<=>[basic_needs <= 3.5] and B=True<=>[bullying <= 1.5], the Decision Tree presented classifies (A, not B) as 2.;T
649;StressLevelDataset_decision_tree.png;Considering that A=True<=>[basic_needs <= 3.5] and B=True<=>[bullying <= 1.5], the Decision Tree presented classifies (not A, B) as 1.;F
650;StressLevelDataset_decision_tree.png;Considering that A=True<=>[basic_needs <= 3.5] and B=True<=>[bullying <= 1.5], it is possible to state that KNN algorithm classifies (A, not B) as 0 for any k ≤ 271.;F
651;StressLevelDataset_overfitting_mlp.png;We are able to identify the existence of overfitting for MLP models trained longer than 700 episodes.;F
652;StressLevelDataset_overfitting_gb.png;We are able to identify the existence of overfitting for gradient boosting models with more than 1002 estimators.;F
653;StressLevelDataset_overfitting_rf.png;Results for Random Forests identified as 2, may be explained by its estimators being in underfitting.;T
654;StressLevelDataset_overfitting_rf.png;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.;F
655;StressLevelDataset_overfitting_rf.png;We are able to identify the existence of overfitting for random forest models with more than 1002 estimators.;F
656;StressLevelDataset_overfitting_knn.png;KNN is in overfitting for k larger than 17.;F
657;StressLevelDataset_overfitting_knn.png;KNN with 5 neighbour is in overfitting.;F
658;StressLevelDataset_overfitting_knn.png;KNN with more than 17 neighbours is in overfitting.;F
659;StressLevelDataset_overfitting_knn.png;We are able to identify the existence of overfitting for KNN models with less than 5 neighbors.;F
660;StressLevelDataset_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 20 nodes of depth is in overfitting.;T
661;StressLevelDataset_overfitting_decision_tree.png;The chart reporting the accuracy for different trees shows that the model enters in overfitting for models with depth higher than 6.;T
662;StressLevelDataset_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 6.;T
663;StressLevelDataset_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 2 nodes of depth.;F
664;StressLevelDataset_pca.png;The first 4 principal components are enough for explaining half the data variance.;T
665;StressLevelDataset_pca.png;Using the first 2 principal components would imply an error between 5 and 25%.;T
666;StressLevelDataset_correlation_heatmap.png;The intrinsic dimensionality of this dataset is 6.;F
667;StressLevelDataset_correlation_heatmap.png;One of the variables headache or bullying can be discarded without losing information.;F
668;StressLevelDataset_correlation_heatmap.png;The variable breathing_problem can be discarded without risking losing information.;F
669;StressLevelDataset_correlation_heatmap.png;Variables anxiety_level and bullying are redundant, but we can’t say the same for the pair study_load and living_conditions.;F
670;StressLevelDataset_correlation_heatmap.png;Variables bullying and depression are redundant.;F
671;StressLevelDataset_correlation_heatmap.png;Considering that the target variable is stress_level we can say that from the correlation analysis alone, it is clear that there are relevant variables.;F
672;StressLevelDataset_correlation_heatmap.png;Considering that the target variable is anxiety_level we can say that variable breathing_problem seems to be relevant for the majority of mining tasks.;F
673;StressLevelDataset_correlation_heatmap.png;Considering that the target variable is stress_level we can say that variables living_conditions and breathing_problem seem to be useful for classification tasks.;F
674;StressLevelDataset_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.;F
675;StressLevelDataset_correlation_heatmap.png;Removing variable basic_needs might improve the training of decision trees .;T
676;StressLevelDataset_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable basic_needs previously than variable self_esteem.;F
677;StressLevelDataset_boxplots.png;Variable study_load is balanced.;F
678;StressLevelDataset_boxplots.png;Those boxplots show that the data is not normalized.;T
679;StressLevelDataset_boxplots.png;It is clear that variable self_esteem shows some outliers, but we can’t be sure of the same for variable anxiety_level.;F
680;StressLevelDataset_boxplots.png;Outliers seem to be a problem in the dataset.;F
681;StressLevelDataset_boxplots.png;Variable basic_needs shows some outlier values.;T
682;StressLevelDataset_boxplots.png;Variable headache doesn’t have any outliers.;T
683;StressLevelDataset_boxplots.png;Variable depression presents some outliers.;F
684;StressLevelDataset_boxplots.png;At least 60% of the variables present outliers.;F
685;StressLevelDataset_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.;F
686;StressLevelDataset_boxplots.png;A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.;T
687;StressLevelDataset_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.;F
688;StressLevelDataset_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.;F
689;StressLevelDataset_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.;T
690;StressLevelDataset_histograms_symbolic.png;All variables should be dealt with as symbolic.;F
691;StressLevelDataset_histograms_symbolic.png;The variable mental_health_history can be seen as ordinal.;T
692;StressLevelDataset_histograms_symbolic.png;The variable mental_health_history can be seen as ordinal without losing information.;T
693;StressLevelDataset_histograms_symbolic.png;Considering the common semantics for mental_health_history and <all_variables> variables, dummification if applied would increase the risk of facing the curse of dimensionality.;F
694;StressLevelDataset_histograms_symbolic.png;Considering the common semantics for mental_health_history variable, dummification would be the most adequate encoding.;F
695;StressLevelDataset_histograms_symbolic.png;The variable mental_health_history can be coded as ordinal without losing information.;T
696;StressLevelDataset_histograms_symbolic.png;Feature generation based on variable mental_health_history seems to be promising.;F
697;StressLevelDataset_histograms_symbolic.png;Given the usual semantics of mental_health_history variable, dummification would have been a better codification.;F
698;StressLevelDataset_histograms_symbolic.png;Not knowing the semantics of mental_health_history variable, dummification could have been a more adequate codification.;F
699;StressLevelDataset_class_histogram.png;Balancing this dataset would be mandatory to improve the results.;F
700;StressLevelDataset_nr_records_nr_variables.png;Given the number of records and that some variables are numeric, we might be facing the curse of dimensionality.;F
701;StressLevelDataset_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.;F
702;StressLevelDataset_histograms_numeric.png;All variables should be dealt with as symbolic.;F
703;StressLevelDataset_histograms_numeric.png;The variable living_conditions can be seen as ordinal.;T
704;StressLevelDataset_histograms_numeric.png;The variable breathing_problem can be seen as ordinal without losing information.;T
705;StressLevelDataset_histograms_numeric.png;Variable breathing_problem is balanced.;F
706;StressLevelDataset_histograms_numeric.png;It is clear that variable depression shows some outliers, but we can’t be sure of the same for variable study_load.;F
707;StressLevelDataset_histograms_numeric.png;Outliers seem to be a problem in the dataset.;F
708;StressLevelDataset_histograms_numeric.png;Variable bullying shows a high number of outlier values.;F
709;StressLevelDataset_histograms_numeric.png;Variable headache doesn’t have any outliers.;T
710;StressLevelDataset_histograms_numeric.png;Variable anxiety_level presents some outliers.;F
711;StressLevelDataset_histograms_numeric.png;At least 60% of the variables present outliers.;F
712;StressLevelDataset_histograms_numeric.png;The histograms presented show a large number of outliers for most of the numeric variables.;F
713;StressLevelDataset_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.;F
714;StressLevelDataset_histograms_numeric.png;Considering the common semantics for sleep_quality and anxiety_level variables, dummification if applied would increase the risk of facing the curse of dimensionality.;F
715;StressLevelDataset_histograms_numeric.png;Considering the common semantics for headache variable, dummification would be the most adequate encoding.;F
716;StressLevelDataset_histograms_numeric.png;The variable breathing_problem can be coded as ordinal without losing information.;T
717;StressLevelDataset_histograms_numeric.png;Feature generation based on variable self_esteem seems to be promising.;F
718;StressLevelDataset_histograms_numeric.png;Feature generation based on the use of variable anxiety_level wouldn’t be useful, but the use of self_esteem seems to be promising.;F
719;StressLevelDataset_histograms_numeric.png;Given the usual semantics of study_load variable, dummification would have been a better codification.;F
720;StressLevelDataset_histograms_numeric.png;Not knowing the semantics of basic_needs variable, dummification could have been a more adequate codification.;F
721;WineQT_decision_tree.png;The variable chlorides discriminates between the target values, as shown in the decision tree.;T
722;WineQT_decision_tree.png;Variable density is one of the most relevant variables.;T
723;WineQT_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 8%.;T
724;WineQT_decision_tree.png;Considering that A=True<=>[density <= 1.0] and B=True<=>[chlorides <= 0.08], it is possible to state that KNN algorithm classifies (not A, not B) as 6 for any k ≤ 447.;F
725;WineQT_decision_tree.png;Considering that A=True<=>[density <= 1.0] and B=True<=>[chlorides <= 0.08], it is possible to state that KNN algorithm classifies (not A, not B) as 5 for any k ≤ 172.;T
726;WineQT_overfitting_mlp.png;We are able to identify the existence of overfitting for MLP models trained longer than 500 episodes.;F
727;WineQT_overfitting_gb.png;We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.;F
728;WineQT_overfitting_rf.png;Results for Random Forests identified as 3, may be explained by its estimators being in overfitting.;F
729;WineQT_overfitting_rf.png;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.;T
730;WineQT_overfitting_rf.png;We are able to identify the existence of overfitting for random forest models with more than 502 estimators.;F
731;WineQT_overfitting_knn.png;KNN is in overfitting for k larger than 13.;F
732;WineQT_overfitting_knn.png;KNN with 7 neighbour is in overfitting.;T
733;WineQT_overfitting_knn.png;KNN with more than 7 neighbours is in overfitting.;F
734;WineQT_overfitting_knn.png;We are able to identify the existence of overfitting for KNN models with less than 6 neighbors.;T
735;WineQT_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 16 nodes of depth is in overfitting.;T
736;WineQT_overfitting_decision_tree.png;The chart reporting the accuracy for different trees shows that the model enters in overfitting for models with depth higher than 8.;T
737;WineQT_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 10.;T
738;WineQT_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 5 nodes of depth.;F
739;WineQT_pca.png;The first 8 principal components are enough for explaining half the data variance.;T
740;WineQT_pca.png;Using the first 6 principal components would imply an error between 15 and 25%.;F
741;WineQT_correlation_heatmap.png;The intrinsic dimensionality of this dataset is 5.;F
742;WineQT_correlation_heatmap.png;One of the variables citric acid or residual sugar can be discarded without losing information.;F
743;WineQT_correlation_heatmap.png;The variable chlorides can be discarded without risking losing information.;F
744;WineQT_correlation_heatmap.png;Variables sulphates and pH are redundant, but we can’t say the same for the pair free sulfur dioxide and volatile acidity.;F
745;WineQT_correlation_heatmap.png;Variables free sulfur dioxide and total sulfur dioxide are redundant.;T
746;WineQT_correlation_heatmap.png;Considering that the target variable is density we can say that from the correlation analysis alone, it is clear that there are relevant variables.;F
747;WineQT_correlation_heatmap.png;Considering that the target variable is citric acid we can say that variable volatile acidity seems to be relevant for the majority of mining tasks.;F
748;WineQT_correlation_heatmap.png;Considering that the target variable is fixed acidity we can say that variables chlorides and citric acid seem to be useful for classification tasks.;F
749;WineQT_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.;F
750;WineQT_correlation_heatmap.png;Removing variable fixed acidity might improve the training of decision trees .;T
751;WineQT_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable pH previously than variable chlorides.;T
752;WineQT_boxplots.png;Variable citric acid is balanced.;F
753;WineQT_boxplots.png;Those boxplots show that the data is not normalized.;T
754;WineQT_boxplots.png;It is clear that variable pH shows some outliers, but we can’t be sure of the same for variable volatile acidity.;F
755;WineQT_boxplots.png;Outliers seem to be a problem in the dataset.;T
756;WineQT_boxplots.png;Variable free sulfur dioxide shows a high number of outlier values.;T
757;WineQT_boxplots.png;Variable chlorides doesn’t have any outliers.;F
758;WineQT_boxplots.png;Variable total sulfur dioxide presents some outliers.;T
759;WineQT_boxplots.png;At least 75% of the variables present outliers.;T
760;WineQT_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.;T
761;WineQT_boxplots.png;A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.;F
762;WineQT_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.;F
763;WineQT_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.;F
764;WineQT_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.;T
765;WineQT_class_histogram.png;Balancing this dataset would be mandatory to improve the results.;T
766;WineQT_nr_records_nr_variables.png;Given the number of records and that some variables are symbolic, we might be facing the curse of dimensionality.;F
767;WineQT_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.;F
768;WineQT_histograms_numeric.png;All variables should be dealt with as numeric.;T
769;WineQT_histograms_numeric.png;The variable fixed acidity can be seen as ordinal.;F
770;WineQT_histograms_numeric.png;The variable pH can be seen as ordinal without losing information.;F
771;WineQT_histograms_numeric.png;Variable free sulfur dioxide is balanced.;F
772;WineQT_histograms_numeric.png;It is clear that variable alcohol shows some outliers, but we can’t be sure of the same for variable sulphates.;F
773;WineQT_histograms_numeric.png;Outliers seem to be a problem in the dataset.;T
774;WineQT_histograms_numeric.png;Variable sulphates shows a high number of outlier values.;F
775;WineQT_histograms_numeric.png;Variable pH doesn’t have any outliers.;F
776;WineQT_histograms_numeric.png;Variable citric acid presents some outliers.;F
777;WineQT_histograms_numeric.png;At least 75% of the variables present outliers.;F
778;WineQT_histograms_numeric.png;The histograms presented show a large number of outliers for most of the numeric variables.;F
779;WineQT_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.;T
780;WineQT_histograms_numeric.png;Considering the common semantics for citric acid and fixed acidity variables, dummification if applied would increase the risk of facing the curse of dimensionality.;T
781;WineQT_histograms_numeric.png;Considering the common semantics for citric acid variable, dummification would be the most adequate encoding.;F
782;WineQT_histograms_numeric.png;The variable pH can be coded as ordinal without losing information.;F
783;WineQT_histograms_numeric.png;Feature generation based on variable density seems to be promising.;F
784;WineQT_histograms_numeric.png;Feature generation based on the use of variable sulphates wouldn’t be useful, but the use of fixed acidity seems to be promising.;F
785;WineQT_histograms_numeric.png;Given the usual semantics of citric acid variable, dummification would have been a better codification.;F
786;WineQT_histograms_numeric.png;Not knowing the semantics of pH variable, dummification could have been a more adequate codification.;F
787;loan_data_decision_tree.png;The variable ApplicantIncome discriminates between the target values, as shown in the decision tree.;T
788;loan_data_decision_tree.png;Variable ApplicantIncome is one of the most relevant variables.;T
789;loan_data_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 5%.;T
790;loan_data_decision_tree.png;As reported in the tree, the number of False Positive is bigger than the number of False Negatives, consider Y as the positive class and N as the negative class.;T
791;loan_data_decision_tree.png;The recall for the presented tree is lower than 90%, consider Y as the positive class and N as the negative class.;F
792;loan_data_decision_tree.png;The number of False Positives is higher than the number of True Negatives for the presented tree, consider Y as the positive class and N as the negative class.;T
793;loan_data_decision_tree.png;The number of False Negatives is higher than the number of True Positives for the presented tree, consider Y as the positive class and N as the negative class.;F
794;loan_data_decision_tree.png;The recall for the presented tree is higher than its accuracy, consider Y as the positive class and N as the negative class.;T
795;loan_data_decision_tree.png;Considering that A=True<=>[Loan_Amount_Term <= 420.0] and B=True<=>[ApplicantIncome <= 1519.0], it is possible to state that KNN algorithm classifies (not A, not B) as Y for any k ≤ 3.;F
796;loan_data_decision_tree.png;Considering that A=True<=>[Loan_Amount_Term <= 420.0] and B=True<=>[ApplicantIncome <= 1519.0], it is possible to state that KNN algorithm classifies (not A, B) as N for any k ≤ 204.;F
797;loan_data_decision_tree.png;Considering that A=True<=>[Loan_Amount_Term <= 420.0] and B=True<=>[ApplicantIncome <= 1519.0], it is possible to state that Naive Bayes algorithm classifies (not A, not B), as N.;T
798;loan_data_overfitting_mlp.png;We are able to identify the existence of overfitting for MLP models trained longer than 300 episodes.;F
799;loan_data_overfitting_gb.png;We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.;T
800;loan_data_overfitting_rf.png;Results for Random Forests identified as 2, may be explained by its estimators being in underfitting.;F
801;loan_data_overfitting_rf.png;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.;T
802;loan_data_overfitting_rf.png;We are able to identify the existence of overfitting for random forest models with more than 1502 estimators.;F
803;loan_data_overfitting_knn.png;KNN is in overfitting for k larger than 13.;F
804;loan_data_overfitting_knn.png;KNN with 7 neighbour is in overfitting.;T
805;loan_data_overfitting_knn.png;KNN with more than 15 neighbours is in overfitting.;F
806;loan_data_overfitting_knn.png;We are able to identify the existence of overfitting for KNN models with less than 5 neighbors.;T
807;loan_data_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 16 nodes of depth is in overfitting.;F
808;loan_data_overfitting_decision_tree.png;The chart reporting the accuracy for different trees shows that the model enters in overfitting for models with depth higher than 5.;F
809;loan_data_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 10.;F
810;loan_data_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 3 nodes of depth.;F
811;loan_data_overfitting_dt_acc_rec.png;The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.;F
812;loan_data_pca.png;The first 2 principal components are enough for explaining half the data variance.;T
813;loan_data_pca.png;Using the first 2 principal components would imply an error between 10 and 20%.;F
814;loan_data_correlation_heatmap.png;The intrinsic dimensionality of this dataset is 2.;F
815;loan_data_correlation_heatmap.png;One of the variables CoapplicantIncome or ApplicantIncome can be discarded without losing information.;F
816;loan_data_correlation_heatmap.png;The variable CoapplicantIncome can be discarded without risking losing information.;F
817;loan_data_correlation_heatmap.png;Considering that the target variable is LoanAmount we can say that variables ApplicantIncome and LoanAmount seem to be useful for classification tasks.;F
818;loan_data_correlation_heatmap.png;Variables Loan_Amount_Term and CoapplicantIncome are redundant.;F
819;loan_data_correlation_heatmap.png;Considering that the target variable is LoanAmount we can say that from the correlation analysis alone, it is clear that there are relevant variables.;F
820;loan_data_correlation_heatmap.png;Considering that the target variable is LoanAmount we can say that variable ApplicantIncome seems to be relevant for the majority of mining tasks.;F
821;loan_data_correlation_heatmap.png;Considering that the target variable is LoanAmount we can say that variables CoapplicantIncome and ApplicantIncome seem to be useful for classification tasks.;F
822;loan_data_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.;T
823;loan_data_correlation_heatmap.png;Removing variable LoanAmount might improve the training of decision trees .;F
824;loan_data_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable CoapplicantIncome previously than variable Loan_Amount_Term.;F
825;loan_data_boxplots.png;Variable Loan_Amount_Term is balanced.;F
826;loan_data_boxplots.png;Those boxplots show that the data is not normalized.;T
827;loan_data_boxplots.png;It is clear that variable Loan_Amount_Term shows some outliers, but we can’t be sure of the same for variable ApplicantIncome.;F
828;loan_data_boxplots.png;Outliers seem to be a problem in the dataset.;T
829;loan_data_boxplots.png;Variable ApplicantIncome shows a high number of outlier values.;T
830;loan_data_boxplots.png;Variable Loan_Amount_Term doesn’t have any outliers.;F
831;loan_data_boxplots.png;Variable ApplicantIncome presents some outliers.;T
832;loan_data_boxplots.png;At least 50% of the variables present outliers.;T
833;loan_data_boxplots.png;The boxplots presented show a large number of outliers for most of the numeric variables.;F
834;loan_data_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.;T
835;loan_data_boxplots.png;A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.;T
836;loan_data_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.;F
837;loan_data_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.;F
838;loan_data_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.;T
839;loan_data_histograms_symbolic.png;All variables should be dealt with as numeric.;F
840;loan_data_histograms_symbolic.png;The variable Credit_History can be seen as ordinal.;T
841;loan_data_histograms_symbolic.png;The variable Married can be seen as ordinal without losing information.;T
842;loan_data_histograms_symbolic.png;Considering the common semantics for Credit_History and Dependents variables, dummification if applied would increase the risk of facing the curse of dimensionality.;F
843;loan_data_histograms_symbolic.png;Considering the common semantics for Property_Area variable, dummification would be the most adequate encoding.;T
844;loan_data_histograms_symbolic.png;The variable Dependents can be coded as ordinal without losing information.;T
845;loan_data_histograms_symbolic.png;Feature generation based on variable Dependents seems to be promising.;F
846;loan_data_histograms_symbolic.png;Feature generation based on the use of variable Self_Employed wouldn’t be useful, but the use of Dependents seems to be promising.;F
847;loan_data_histograms_symbolic.png;Given the usual semantics of Education variable, dummification would have been a better codification.;F
848;loan_data_histograms_symbolic.png;Not knowing the semantics of Dependents variable, dummification could have been a more adequate codification.;F
849;loan_data_mv.png;Considering that the dataset has 500 records, discarding variable Gender would be better than discarding all the records with missing values for that variable.;F
850;loan_data_mv.png;Considering that the dataset has 1175 records, dropping all records with missing values would be better than to drop the variables with missing values.;T
851;loan_data_mv.png;Considering that the dataset has 500 records, dropping all rows with missing values can lead to a dataset with less than 25% of the original data.;F
852;loan_data_mv.png;There is no reason to believe that discarding records showing missing values is safer than discarding the corresponding variables in this case.;T
853;loan_data_mv.png;Considering that the dataset has 60 records, it is better to drop the variable Self_Employed than removing all records with missing values.;T
854;loan_data_class_histogram.png;Balancing this dataset would be mandatory to improve the results.;T
855;loan_data_nr_records_nr_variables.png;Given the number of records and that some variables are symbolic, we might be facing the curse of dimensionality.;F
856;loan_data_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.;F
857;loan_data_histograms_numeric.png;All variables should be dealt with as date.;F
858;loan_data_histograms_numeric.png;The variable Loan_Amount_Term can be seen as ordinal.;F
859;loan_data_histograms_numeric.png;The variable CoapplicantIncome can be seen as ordinal without losing information.;F
860;loan_data_histograms_numeric.png;Variable LoanAmount is balanced.;F
861;loan_data_histograms_numeric.png;It is clear that variable LoanAmount shows some outliers, but we can’t be sure of the same for variable Loan_Amount_Term.;F
862;loan_data_histograms_numeric.png;Outliers seem to be a problem in the dataset.;F
863;loan_data_histograms_numeric.png;Variable Loan_Amount_Term shows a high number of outlier values.;F
864;loan_data_histograms_numeric.png;Variable Loan_Amount_Term doesn’t have any outliers.;T
865;loan_data_histograms_numeric.png;Variable LoanAmount presents some outliers.;F
866;loan_data_histograms_numeric.png;At least 85% of the variables present outliers.;F
867;loan_data_histograms_numeric.png;The boxplots presented show a large number of outliers for most of the numeric variables.;F
868;loan_data_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.;F
869;loan_data_histograms_numeric.png;Considering the common semantics for LoanAmount and ApplicantIncome variables, dummification if applied would increase the risk of facing the curse of dimensionality.;T
870;loan_data_histograms_numeric.png;Considering the common semantics for LoanAmount variable, dummification would be the most adequate encoding.;F
871;loan_data_histograms_numeric.png;The variable LoanAmount can be coded as ordinal without losing information.;F
