Id;Chart;Question;Answer
309;detect_dataset_boxplots.png;Variable Vb is balanced.;T
310;detect_dataset_boxplots.png;Those boxplots show that the data is not normalized.;T
311;detect_dataset_boxplots.png;It is clear that variable Vb shows some outliers, but we can’t be sure of the same for variable Va.;F
312;detect_dataset_boxplots.png;Outliers seem to be a problem in the dataset.;F
313;detect_dataset_boxplots.png;Variable Vb shows some outlier values.;F
314;detect_dataset_boxplots.png;Variable Vb doesn’t have any outliers.;T
315;detect_dataset_boxplots.png;Variable Ia presents some outliers.;F
316;detect_dataset_boxplots.png;At least 75 of the variables present outliers.;F
317;detect_dataset_boxplots.png;The boxplots presented show a large number of outliers for most of the numeric variables.;F
318;detect_dataset_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.;F
319;detect_dataset_boxplots.png;A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.;F
321;detect_dataset_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.;F
322;detect_dataset_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.;T
323;detect_dataset_class_histogram.png;Balancing this dataset would be mandatory to improve the results.;F
324;detect_dataset_nr_records_nr_variables.png;Given the number of records and that some variables are numeric, we might be facing the curse of dimensionality.;F
325;detect_dataset_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.;F
327;detect_dataset_histograms_numeric.png;All variables, but the class, should be dealt with as date.;F
328;detect_dataset_histograms_numeric.png;The variable Ic can be seen as ordinal.;F
329;detect_dataset_histograms_numeric.png;The variable Vc can be seen as ordinal without losing information.;F
330;detect_dataset_histograms_numeric.png;Variable Ia is balanced.;T
331;detect_dataset_histograms_numeric.png;It is clear that variable Va shows some outliers, but we can’t be sure of the same for variable Vc.;F
332;detect_dataset_histograms_numeric.png;Outliers seem to be a problem in the dataset.;T
333;detect_dataset_histograms_numeric.png;Variable Ia shows a high number of outlier values.;T
334;detect_dataset_histograms_numeric.png;Variable Ic doesn’t have any outliers.;F
335;detect_dataset_histograms_numeric.png;Variable Ic presents some outliers.;T
336;detect_dataset_histograms_numeric.png;At least 60% of the variables present outliers.;F
337;detect_dataset_histograms_numeric.png;The histograms presented show a large number of outliers for most of the numeric variables.;T
338;detect_dataset_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.;T
339;detect_dataset_histograms_numeric.png;Considering the common semantics for Ia and Ib variables, dummification if applied would increase the risk of facing the curse of dimensionality.;F
340;detect_dataset_histograms_numeric.png;Considering the common semantics for Vc variable, dummification would be the most adequate encoding.;F
341;detect_dataset_histograms_numeric.png;The variable Vb can be coded as ordinal without losing information.;F
342;detect_dataset_histograms_numeric.png;Feature generation based on variable Vb seems to be promising.;F
343;detect_dataset_histograms_numeric.png;Feature generation based on the use of variable Ic wouldn’t be useful, but the use of Ia seems to be promising.;F
344;detect_dataset_histograms_numeric.png;Given the usual semantics of Ib variable, dummification would have been a better codification.;F
346;detect_dataset_histograms_numeric.png;Not knowing the semantics of Ia variable, dummification could have been a more adequate codification.;F
347;diabetes_decision_tree.png;The variable BMI discriminates between the target values, as shown in the decision tree.;T
348;diabetes_decision_tree.png;Variable BMI is one of the most relevant variables.;T
349;diabetes_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 5%.;F
350;diabetes_decision_tree.png;As reported in the tree, the number of False Positive is bigger than the number of False Negatives.;F
351;diabetes_decision_tree.png;The precision for the presented tree is higher than 60%.;T
352;diabetes_decision_tree.png;The number of True Positives reported in the same tree is 30.;F
353;diabetes_decision_tree.png;The number of False Positives is lower than the number of False Negatives for the presented tree.;T
354;diabetes_decision_tree.png;The accuracy for the presented tree is higher than its specificity.;F
355;diabetes_decision_tree.png;Considering that A=True<=>[BMI <= 29.85] and B=True<=>[Age <= 27.5], the Decision Tree presented classifies (not A, not B) as 1.;T
356;diabetes_decision_tree.png;Considering that A=True<=>[BMI <= 29.85] and B=True<=>[Age <= 27.5], the Decision Tree presented classifies (not A, not B) as 1.;T
357;diabetes_decision_tree.png;Considering that A=True<=>[BMI <= 29.85] and B=True<=>[Age <= 27.5], it is possible to state that KNN algorithm classifies (A, not B) as 0 for any k ≤ 98.;F
