Id;Chart;Question
776;WineQT_decision_tree.png;The variable chlorides discriminates between the target values, as shown in the decision tree.
777;WineQT_decision_tree.png;Variable density is one of the most relevant variables.
778;WineQT_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 8%.
779;WineQT_decision_tree.png;As reported in the tree, the number of False Positive is smaller than the number of False Negatives.
780;WineQT_decision_tree.png;The precision for the presented tree is higher than 75%.
781;WineQT_decision_tree.png;The number of False Negatives is lower than the number of True Negatives for the presented tree.
782;WineQT_decision_tree.png;The number of False Positives is lower than the number of False Negatives for the presented tree.
783;WineQT_decision_tree.png;The number of False Positives reported in the same tree is 10.
784;WineQT_decision_tree.png;Considering that A=True<=>[density <= 1.0] and B=True<=>[chlorides <= 0.08], it is possible to state that KNN algorithm classifies (not A, not B) as 6 for any k ≤ 447.
785;WineQT_decision_tree.png;Considering that A=True<=>[density <= 1.0] and B=True<=>[chlorides <= 0.08], it is possible to state that Naive Bayes algorithm classifies (A, not B), as 3.
786;WineQT_decision_tree.png;Considering that A=True<=>[density <= 1.0] and B=True<=>[chlorides <= 0.08], it is possible to state that KNN algorithm classifies (not A, not B) as 5 for any k ≤ 172.
787;WineQT_overfitting_mlp.png;We are able to identify the existence of overfitting for MLP models trained longer than 500 episodes.
788;WineQT_overfitting_gb.png;We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.
789;WineQT_overfitting_rf.png;Results for Random Forests identified as 3, may be explained by its estimators being in overfitting.
790;WineQT_overfitting_rf.png;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.
791;WineQT_overfitting_rf.png;We are able to identify the existence of overfitting for random forest models with more than 502 estimators.
792;WineQT_overfitting_knn.png;KNN is in overfitting for k larger than 13.
793;WineQT_overfitting_knn.png;KNN with 7 neighbour is in overfitting.
794;WineQT_overfitting_knn.png;KNN with more than 7 neighbours is in overfitting.
795;WineQT_overfitting_knn.png;We are able to identify the existence of overfitting for KNN models with less than 6 neighbors.
796;WineQT_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 16 nodes of depth is in overfitting.
797;WineQT_overfitting_decision_tree.png;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 8.
798;WineQT_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 10.
799;WineQT_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 5 nodes of depth.
800;WineQT_pca.png;The first 8 principal components are enough for explaining half the data variance.
801;WineQT_pca.png;Using the first 6 principal components would imply an error between 15 and 25%.
802;WineQT_correlation_heatmap.png;The intrinsic dimensionality of this dataset is 5.
803;WineQT_correlation_heatmap.png;One of the variables citric acid or residual sugar can be discarded without losing information.
804;WineQT_correlation_heatmap.png;The variable chlorides can be discarded without risking losing information.
805;WineQT_correlation_heatmap.png;Variables sulphates and pH are redundant, but we can’t say the same for the pair free sulfur dioxide and volatile acidity.
806;WineQT_correlation_heatmap.png;Variables free sulfur dioxide and total sulfur dioxide are redundant.
807;WineQT_correlation_heatmap.png;From the correlation analysis alone, it is clear that there are relevant variables.
808;WineQT_correlation_heatmap.png;Variable volatile acidity seems to be relevant for the majority of mining tasks.
809;WineQT_correlation_heatmap.png;Variables chlorides and citric acid seem to be useful for classification tasks.
810;WineQT_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.
811;WineQT_correlation_heatmap.png;Removing variable fixed acidity might improve the training of decision trees .
812;WineQT_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable pH previously than variable chlorides.
813;WineQT_boxplots.png;Variable citric acid is balanced.
814;WineQT_boxplots.png;Those boxplots show that the data is not normalized.
815;WineQT_boxplots.png;It is clear that variable pH shows some outliers, but we can’t be sure of the same for variable volatile acidity.
816;WineQT_boxplots.png;Outliers seem to be a problem in the dataset.
817;WineQT_boxplots.png;Variable free sulfur dioxide shows a high number of outlier values.
818;WineQT_boxplots.png;Variable chlorides doesn’t have any outliers.
819;WineQT_boxplots.png;Variable total sulfur dioxide presents some outliers.
820;WineQT_boxplots.png;At least 75 of the variables present outliers.
821;WineQT_boxplots.png;The histograms presented show a large number of outliers for most of the numeric variables.
822;WineQT_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.
823;WineQT_boxplots.png;A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.
824;WineQT_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.
825;WineQT_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.
826;WineQT_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.
827;WineQT_class_histogram.png;Balancing this dataset would be mandatory to improve the results.
828;WineQT_nr_records_nr_variables.png;Given the number of records and that some variables are symbolic, we might be facing the curse of dimensionality.
829;WineQT_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.
830;WineQT_nr_records_nr_variables.png;Balancing this dataset by SMOTE would most probably be preferable over undersampling.
831;WineQT_histograms_numeric.png;All variables, but the class, should be dealt with as numeric.
832;WineQT_histograms_numeric.png;The variable fixed acidity can be seen as ordinal.
833;WineQT_histograms_numeric.png;The variable pH can be seen as ordinal without losing information.
834;WineQT_histograms_numeric.png;Variable free sulfur dioxide is balanced.
835;WineQT_histograms_numeric.png;It is clear that variable alcohol shows some outliers, but we can’t be sure of the same for variable sulphates.
836;WineQT_histograms_numeric.png;Outliers seem to be a problem in the dataset.
837;WineQT_histograms_numeric.png;Variable sulphates shows a high number of outlier values.
838;WineQT_histograms_numeric.png;Variable pH doesn’t have any outliers.
839;WineQT_histograms_numeric.png;Variable citric acid presents some outliers.
840;WineQT_histograms_numeric.png;At least 75 of the variables present outliers.
841;WineQT_histograms_numeric.png;The histograms presented show a large number of outliers for most of the numeric variables.
842;WineQT_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.
843;WineQT_histograms_numeric.png;Considering the common semantics for citric acid and fixed acidity variables, dummification if applied would increase the risk of facing the curse of dimensionality.
844;WineQT_histograms_numeric.png;Considering the common semantics for citric acid variable, dummification would be the most adequate encoding.
845;WineQT_histograms_numeric.png;The variable pH can be coded as ordinal without losing information.
846;WineQT_histograms_numeric.png;Feature generation based on variable density seems to be promising.
847;WineQT_histograms_numeric.png;Feature generation based on the use of variable sulphates wouldn’t be useful, but the use of fixed acidity seems to be promising.
848;WineQT_histograms_numeric.png;Given the usual semantics of citric acid variable, dummification would have been a better codification.
849;WineQT_histograms_numeric.png;It is better to drop the variable free sulfur dioxide than removing all records with missing values.
850;WineQT_histograms_numeric.png;Not knowing the semantics of pH variable, dummification could have been a more adequate codification.
851;loan_data_decision_tree.png;The variable ApplicantIncome discriminates between the target values, as shown in the decision tree.
852;loan_data_decision_tree.png;Variable ApplicantIncome is one of the most relevant variables.
853;loan_data_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 5%.
854;loan_data_decision_tree.png;As reported in the tree, the number of False Positive is bigger than the number of False Negatives.
855;loan_data_decision_tree.png;The recall for the presented tree is lower than 90%.
856;loan_data_decision_tree.png;The number of False Positives is higher than the number of True Negatives for the presented tree.
857;loan_data_decision_tree.png;The number of False Negatives is higher than the number of True Positives for the presented tree.
858;loan_data_decision_tree.png;The recall for the presented tree is higher than its accuracy.
859;loan_data_decision_tree.png;Considering that A=True<=>[Loan_Amount_Term <= 420.0] and B=True<=>[ApplicantIncome <= 1519.0], it is possible to state that KNN algorithm classifies (not A, not B) as Y for any k ≤ 3.
860;loan_data_decision_tree.png;Considering that A=True<=>[Loan_Amount_Term <= 420.0] and B=True<=>[ApplicantIncome <= 1519.0], it is possible to state that KNN algorithm classifies (not A, B) as N for any k ≤ 204.
861;loan_data_decision_tree.png;Considering that A=True<=>[Loan_Amount_Term <= 420.0] and B=True<=>[ApplicantIncome <= 1519.0], it is possible to state that Naive Bayes algorithm classifies (not A, not B), as N.
862;loan_data_overfitting_mlp.png;We are able to identify the existence of overfitting for MLP models trained longer than 300 episodes.
863;loan_data_overfitting_gb.png;We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.
864;loan_data_overfitting_rf.png;Results for Random Forests identified as 2, may be explained by its estimators being in underfitting.
865;loan_data_overfitting_rf.png;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.
866;loan_data_overfitting_rf.png;We are able to identify the existence of overfitting for random forest models with more than 1502 estimators.
867;loan_data_overfitting_knn.png;KNN is in overfitting for k larger than 13.
868;loan_data_overfitting_knn.png;KNN with 7 neighbour is in overfitting.
869;loan_data_overfitting_knn.png;KNN with more than 15 neighbours is in overfitting.
870;loan_data_overfitting_knn.png;We are able to identify the existence of overfitting for KNN models with less than 5 neighbors.
871;loan_data_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 16 nodes of depth is in overfitting.
872;loan_data_overfitting_decision_tree.png;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 5.
873;loan_data_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 10.
874;loan_data_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 3 nodes of depth.
875;loan_data_overfitting_dt_acc_rec.png;The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.
876;loan_data_pca.png;The first 2 principal components are enough for explaining half the data variance.
877;loan_data_pca.png;Using the first 2 principal components would imply an error between 10 and 20%.
878;loan_data_correlation_heatmap.png;The intrinsic dimensionality of this dataset is 2.
879;loan_data_correlation_heatmap.png;One of the variables CoapplicantIncome or ApplicantIncome can be discarded without losing information.
880;loan_data_correlation_heatmap.png;The variable CoapplicantIncome can be discarded without risking losing information.
881;loan_data_correlation_heatmap.png;Variables ApplicantIncome and LoanAmount seem to be useful for classification tasks.
882;loan_data_correlation_heatmap.png;Variables Loan_Amount_Term and CoapplicantIncome are redundant.
883;loan_data_correlation_heatmap.png;From the correlation analysis alone, it is clear that there are relevant variables.
884;loan_data_correlation_heatmap.png;Variable ApplicantIncome seems to be relevant for the majority of mining tasks.
885;loan_data_correlation_heatmap.png;Variables CoapplicantIncome and ApplicantIncome seem to be useful for classification tasks.
886;loan_data_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.
887;loan_data_correlation_heatmap.png;Removing variable LoanAmount might improve the training of decision trees .
888;loan_data_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable CoapplicantIncome previously than variable Loan_Amount_Term.
889;loan_data_boxplots.png;Variable Loan_Amount_Term is balanced.
890;loan_data_boxplots.png;Those boxplots show that the data is not normalized.
891;loan_data_boxplots.png;It is clear that variable Loan_Amount_Term shows some outliers, but we can’t be sure of the same for variable ApplicantIncome.
892;loan_data_boxplots.png;Outliers seem to be a problem in the dataset.
893;loan_data_boxplots.png;Variable ApplicantIncome shows a high number of outlier values.
894;loan_data_boxplots.png;Variable Loan_Amount_Term doesn’t have any outliers.
895;loan_data_boxplots.png;Variable ApplicantIncome presents some outliers.
896;loan_data_boxplots.png;At least 50 of the variables present outliers.
897;loan_data_boxplots.png;The boxplots presented show a large number of outliers for most of the numeric variables.
898;loan_data_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.
899;loan_data_boxplots.png;A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.
900;loan_data_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.
901;loan_data_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.
902;loan_data_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.
903;loan_data_histograms_symbolic.png;All variables, but the class, should be dealt with as numeric.
904;loan_data_histograms_symbolic.png;The variable Credit_History can be seen as ordinal.
905;loan_data_histograms_symbolic.png;The variable Married can be seen as ordinal without losing information.
906;loan_data_histograms_symbolic.png;Considering the common semantics for Credit_History and Dependents variables, dummification if applied would increase the risk of facing the curse of dimensionality.
907;loan_data_histograms_symbolic.png;Considering the common semantics for Property_Area variable, dummification would be the most adequate encoding.
908;loan_data_histograms_symbolic.png;The variable Dependents can be coded as ordinal without losing information.
909;loan_data_histograms_symbolic.png;Feature generation based on variable Dependents seems to be promising.
910;loan_data_histograms_symbolic.png;Feature generation based on the use of variable Self_Employed wouldn’t be useful, but the use of Dependents seems to be promising.
911;loan_data_histograms_symbolic.png;Given the usual semantics of Education variable, dummification would have been a better codification.
912;loan_data_histograms_symbolic.png;It is better to drop the variable Property_Area than removing all records with missing values.
913;loan_data_histograms_symbolic.png;Not knowing the semantics of Dependents variable, dummification could have been a more adequate codification.
914;loan_data_mv.png;Discarding variable Gender would be better than discarding all the records with missing values for that variable.
915;loan_data_mv.png;Dropping all records with missing values would be better than to drop the variables with missing values.
916;loan_data_mv.png;Dropping all rows with missing values can lead to a dataset with less than 25% of the original data.
917;loan_data_mv.png;There is no reason to believe that discarding records showing missing values is safer than discarding the corresponding variables in this case.
918;loan_data_mv.png;Feature generation based on variable Dependents seems to be promising.
919;loan_data_mv.png;It is better to drop the variable Self_Employed than removing all records with missing values.
920;loan_data_class_histogram.png;Balancing this dataset would be mandatory to improve the results.
921;loan_data_nr_records_nr_variables.png;Given the number of records and that some variables are symbolic, we might be facing the curse of dimensionality.
922;loan_data_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.
923;loan_data_nr_records_nr_variables.png;Balancing this dataset by SMOTE would most probably be preferable over undersampling.
924;loan_data_histograms_numeric.png;All variables, but the class, should be dealt with as date.
925;loan_data_histograms_numeric.png;The variable Loan_Amount_Term can be seen as ordinal.
926;loan_data_histograms_numeric.png;The variable CoapplicantIncome can be seen as ordinal without losing information.
927;loan_data_histograms_numeric.png;Variable LoanAmount is balanced.
928;loan_data_histograms_numeric.png;It is clear that variable LoanAmount shows some outliers, but we can’t be sure of the same for variable Loan_Amount_Term.
929;loan_data_histograms_numeric.png;Outliers seem to be a problem in the dataset.
930;loan_data_histograms_numeric.png;Variable Loan_Amount_Term shows a high number of outlier values.
931;loan_data_histograms_numeric.png;Variable Loan_Amount_Term doesn’t have any outliers.
932;loan_data_histograms_numeric.png;Variable LoanAmount presents some outliers.
933;loan_data_histograms_numeric.png;At least 85 of the variables present outliers.
934;loan_data_histograms_numeric.png;The boxplots presented show a large number of outliers for most of the numeric variables.
935;loan_data_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.
936;loan_data_histograms_numeric.png;Considering the common semantics for LoanAmount and ApplicantIncome variables, dummification if applied would increase the risk of facing the curse of dimensionality.
937;loan_data_histograms_numeric.png;Considering the common semantics for LoanAmount variable, dummification would be the most adequate encoding.
938;loan_data_histograms_numeric.png;The variable LoanAmount can be coded as ordinal without losing information.
939;loan_data_histograms_numeric.png;Feature generation based on variable LoanAmount seems to be promising.
940;loan_data_histograms_numeric.png;Feature generation based on the use of variable CoapplicantIncome wouldn’t be useful, but the use of ApplicantIncome seems to be promising.
941;loan_data_histograms_numeric.png;Given the usual semantics of ApplicantIncome variable, dummification would have been a better codification.
942;loan_data_histograms_numeric.png;It is better to drop the variable ApplicantIncome than removing all records with missing values.
943;loan_data_histograms_numeric.png;Not knowing the semantics of Loan_Amount_Term variable, dummification could have been a more adequate codification.
944;Dry_Bean_Dataset_decision_tree.png;The variable Area discriminates between the target values, as shown in the decision tree.
945;Dry_Bean_Dataset_decision_tree.png;Variable AspectRation is one of the most relevant variables.
946;Dry_Bean_Dataset_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 6%.
947;Dry_Bean_Dataset_decision_tree.png;As reported in the tree, the number of False Positive is bigger than the number of False Negatives.
948;Dry_Bean_Dataset_decision_tree.png;The recall for the presented tree is higher than 60%.
949;Dry_Bean_Dataset_decision_tree.png;The number of True Positives is lower than the number of False Negatives for the presented tree.
950;Dry_Bean_Dataset_decision_tree.png;The number of True Positives is higher than the number of False Positives for the presented tree.
951;Dry_Bean_Dataset_decision_tree.png;The precision for the presented tree is higher than its specificity.
952;Dry_Bean_Dataset_decision_tree.png;Considering that A=True<=>[Area <= 39172.5] and B=True<=>[AspectRation <= 1.86], it is possible to state that KNN algorithm classifies (not A, not B) as SEKER for any k ≤ 1284.
953;Dry_Bean_Dataset_decision_tree.png;Considering that A=True<=>[Area <= 39172.5] and B=True<=>[AspectRation <= 1.86], the Decision Tree presented classifies (not A, B) as BOMBAY.
954;Dry_Bean_Dataset_decision_tree.png;Considering that A=True<=>[Area <= 39172.5] and B=True<=>[AspectRation <= 1.86], it is possible to state that KNN algorithm classifies (A,B) as DERMASON for any k ≤ 2501.
955;Dry_Bean_Dataset_overfitting_mlp.png;We are able to identify the existence of overfitting for MLP models trained longer than 700 episodes.
956;Dry_Bean_Dataset_overfitting_gb.png;We are able to identify the existence of overfitting for gradient boosting models with more than 1502 estimators.
957;Dry_Bean_Dataset_overfitting_rf.png;Results for Random Forests identified as 3, may be explained by its estimators being in underfitting.
958;Dry_Bean_Dataset_overfitting_rf.png;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.
959;Dry_Bean_Dataset_overfitting_rf.png;We are able to identify the existence of overfitting for random forest models with more than 1502 estimators.
960;Dry_Bean_Dataset_overfitting_knn.png;KNN is in overfitting for k larger than 17.
961;Dry_Bean_Dataset_overfitting_knn.png;KNN with 5 neighbour is in overfitting.
962;Dry_Bean_Dataset_overfitting_knn.png;KNN with more than 15 neighbours is in overfitting.
963;Dry_Bean_Dataset_overfitting_knn.png;We are able to identify the existence of overfitting for KNN models with less than 6 neighbors.
964;Dry_Bean_Dataset_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 16 nodes of depth is in overfitting.
965;Dry_Bean_Dataset_overfitting_decision_tree.png;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 8.
966;Dry_Bean_Dataset_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 8.
967;Dry_Bean_Dataset_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 4 nodes of depth.
968;Dry_Bean_Dataset_pca.png;The first 6 principal components are enough for explaining half the data variance.
969;Dry_Bean_Dataset_pca.png;Using the first 2 principal components would imply an error between 15 and 25%.
970;Dry_Bean_Dataset_correlation_heatmap.png;The intrinsic dimensionality of this dataset is 9.
971;Dry_Bean_Dataset_correlation_heatmap.png;One of the variables MinorAxisLength or Eccentricity can be discarded without losing information.
972;Dry_Bean_Dataset_correlation_heatmap.png;The variable Eccentricity can be discarded without risking losing information.
973;Dry_Bean_Dataset_correlation_heatmap.png;Variables MinorAxisLength and Solidity are redundant, but we can’t say the same for the pair ShapeFactor1 and Extent.
974;Dry_Bean_Dataset_correlation_heatmap.png;Variables roundness and ShapeFactor1 are redundant.
975;Dry_Bean_Dataset_correlation_heatmap.png;From the correlation analysis alone, it is clear that there are relevant variables.
976;Dry_Bean_Dataset_correlation_heatmap.png;Variable ShapeFactor1 seems to be relevant for the majority of mining tasks.
977;Dry_Bean_Dataset_correlation_heatmap.png;Variables Perimeter and Eccentricity seem to be useful for classification tasks.
978;Dry_Bean_Dataset_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.
979;Dry_Bean_Dataset_correlation_heatmap.png;Removing variable Solidity might improve the training of decision trees .
980;Dry_Bean_Dataset_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable Eccentricity previously than variable EquivDiameter.
981;Dry_Bean_Dataset_boxplots.png;Variable MinorAxisLength is balanced.
982;Dry_Bean_Dataset_boxplots.png;Those boxplots show that the data is not normalized.
983;Dry_Bean_Dataset_boxplots.png;It is clear that variable Solidity shows some outliers, but we can’t be sure of the same for variable EquivDiameter.
984;Dry_Bean_Dataset_boxplots.png;Outliers seem to be a problem in the dataset.
985;Dry_Bean_Dataset_boxplots.png;Variable Solidity shows some outlier values.
986;Dry_Bean_Dataset_boxplots.png;Variable roundness doesn’t have any outliers.
987;Dry_Bean_Dataset_boxplots.png;Variable Eccentricity presents some outliers.
988;Dry_Bean_Dataset_boxplots.png;At least 50 of the variables present outliers.
989;Dry_Bean_Dataset_boxplots.png;The boxplots presented show a large number of outliers for most of the numeric variables.
990;Dry_Bean_Dataset_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.
991;Dry_Bean_Dataset_boxplots.png;A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.
992;Dry_Bean_Dataset_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.
993;Dry_Bean_Dataset_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.
994;Dry_Bean_Dataset_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.
995;Dry_Bean_Dataset_class_histogram.png;Balancing this dataset would be mandatory to improve the results.
996;Dry_Bean_Dataset_nr_records_nr_variables.png;Given the number of records and that some variables are date, we might be facing the curse of dimensionality.
997;Dry_Bean_Dataset_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.
998;Dry_Bean_Dataset_nr_records_nr_variables.png;Balancing this dataset by SMOTE would most probably be preferable over undersampling.
999;Dry_Bean_Dataset_histograms_numeric.png;All variables, but the class, should be dealt with as date.
1000;Dry_Bean_Dataset_histograms_numeric.png;The variable Perimeter can be seen as ordinal.
1001;Dry_Bean_Dataset_histograms_numeric.png;The variable Extent can be seen as ordinal without losing information.
1002;Dry_Bean_Dataset_histograms_numeric.png;Variable Solidity is balanced.
1003;Dry_Bean_Dataset_histograms_numeric.png;It is clear that variable EquivDiameter shows some outliers, but we can’t be sure of the same for variable MinorAxisLength.
1004;Dry_Bean_Dataset_histograms_numeric.png;Outliers seem to be a problem in the dataset.
1005;Dry_Bean_Dataset_histograms_numeric.png;Variable Area shows some outlier values.
1006;Dry_Bean_Dataset_histograms_numeric.png;Variable roundness doesn’t have any outliers.
1007;Dry_Bean_Dataset_histograms_numeric.png;Variable Solidity presents some outliers.
1008;Dry_Bean_Dataset_histograms_numeric.png;At least 85 of the variables present outliers.
1009;Dry_Bean_Dataset_histograms_numeric.png;The histograms presented show a large number of outliers for most of the numeric variables.
1010;Dry_Bean_Dataset_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.
1011;Dry_Bean_Dataset_histograms_numeric.png;Considering the common semantics for AspectRation and Area variables, dummification if applied would increase the risk of facing the curse of dimensionality.
1012;Dry_Bean_Dataset_histograms_numeric.png;Considering the common semantics for EquivDiameter variable, dummification would be the most adequate encoding.
1013;Dry_Bean_Dataset_histograms_numeric.png;The variable roundness can be coded as ordinal without losing information.
1014;Dry_Bean_Dataset_histograms_numeric.png;Feature generation based on variable EquivDiameter seems to be promising.
1015;Dry_Bean_Dataset_histograms_numeric.png;Feature generation based on the use of variable MinorAxisLength wouldn’t be useful, but the use of Area seems to be promising.
1016;Dry_Bean_Dataset_histograms_numeric.png;Given the usual semantics of roundness variable, dummification would have been a better codification.
1017;Dry_Bean_Dataset_histograms_numeric.png;It is better to drop the variable Solidity than removing all records with missing values.
1018;Dry_Bean_Dataset_histograms_numeric.png;Not knowing the semantics of Perimeter variable, dummification could have been a more adequate codification.
1019;credit_customers_decision_tree.png;The variable residence_since discriminates between the target values, as shown in the decision tree.
1020;credit_customers_decision_tree.png;Variable residence_since is one of the most relevant variables.
1021;credit_customers_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 8%.
1022;credit_customers_decision_tree.png;As reported in the tree, the number of False Positive is bigger than the number of False Negatives.
1023;credit_customers_decision_tree.png;The accuracy for the presented tree is higher than 90%.
1024;credit_customers_decision_tree.png;The number of False Negatives is lower than the number of True Positives for the presented tree.
1025;credit_customers_decision_tree.png;The number of True Positives is higher than the number of False Positives for the presented tree.
1026;credit_customers_decision_tree.png;The accuracy for the presented tree is higher than its recall.
1027;credit_customers_decision_tree.png;Considering that A=True<=>[existing_credits <= 1.5] and B=True<=>[residence_since <= 3.5], it is possible to state that KNN algorithm classifies (not A, not B) as bad for any k ≤ 107.
1028;credit_customers_decision_tree.png;Considering that A=True<=>[existing_credits <= 1.5] and B=True<=>[residence_since <= 3.5], it is possible to state that Naive Bayes algorithm classifies (not A, B), as bad.
1029;credit_customers_decision_tree.png;Considering that A=True<=>[existing_credits <= 1.5] and B=True<=>[residence_since <= 3.5], it is possible to state that KNN algorithm classifies (not A, not B) as bad for any k ≤ 264.
1030;credit_customers_overfitting_mlp.png;We are able to identify the existence of overfitting for MLP models trained longer than 500 episodes.
1031;credit_customers_overfitting_gb.png;We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.
1032;credit_customers_overfitting_rf.png;Results for Random Forests identified as 10, may be explained by its estimators being in underfitting.
1033;credit_customers_overfitting_rf.png;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.
1034;credit_customers_overfitting_rf.png;We are able to identify the existence of overfitting for random forest models with more than 1502 estimators.
1035;credit_customers_overfitting_knn.png;KNN is in overfitting for k less than 13.
1036;credit_customers_overfitting_knn.png;KNN with 7 neighbour is in overfitting.
1037;credit_customers_overfitting_knn.png;KNN with more than 15 neighbours is in overfitting.
1038;credit_customers_overfitting_knn.png;We are able to identify the existence of overfitting for KNN models with less than 5 neighbors.
1039;credit_customers_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 16 nodes of depth is in overfitting.
1040;credit_customers_overfitting_decision_tree.png;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 3.
1041;credit_customers_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 7.
1042;credit_customers_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 5 nodes of depth.
1043;credit_customers_overfitting_dt_acc_rec.png;The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.
1044;credit_customers_pca.png;The first 3 principal components are enough for explaining half the data variance.
1045;credit_customers_pca.png;Using the first 4 principal components would imply an error between 5 and 20%.
1046;credit_customers_correlation_heatmap.png;The intrinsic dimensionality of this dataset is 2.
1047;credit_customers_correlation_heatmap.png;One of the variables age or credit_amount can be discarded without losing information.
1048;credit_customers_correlation_heatmap.png;The variable existing_credits can be discarded without risking losing information.
1049;credit_customers_correlation_heatmap.png;Variables existing_credits and credit_amount are redundant, but we can’t say the same for the pair duration and installment_commitment.
1050;credit_customers_correlation_heatmap.png;Variables residence_since and existing_credits are redundant.
1051;credit_customers_correlation_heatmap.png;From the correlation analysis alone, it is clear that there are relevant variables.
1052;credit_customers_correlation_heatmap.png;Variable age seems to be relevant for the majority of mining tasks.
1053;credit_customers_correlation_heatmap.png;Variables age and installment_commitment seem to be useful for classification tasks.
1054;credit_customers_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.
1055;credit_customers_correlation_heatmap.png;Removing variable credit_amount might improve the training of decision trees .
1056;credit_customers_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable existing_credits previously than variable credit_amount.
1057;credit_customers_boxplots.png;Variable existing_credits is balanced.
1058;credit_customers_boxplots.png;Those boxplots show that the data is not normalized.
1059;credit_customers_boxplots.png;It is clear that variable age shows some outliers, but we can’t be sure of the same for variable residence_since.
1060;credit_customers_boxplots.png;Outliers seem to be a problem in the dataset.
1061;credit_customers_boxplots.png;Variable age shows some outlier values.
1062;credit_customers_boxplots.png;Variable residence_since doesn’t have any outliers.
1063;credit_customers_boxplots.png;Variable age presents some outliers.
1064;credit_customers_boxplots.png;At least 50 of the variables present outliers.
1065;credit_customers_boxplots.png;The histograms presented show a large number of outliers for most of the numeric variables.
1066;credit_customers_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.
1067;credit_customers_boxplots.png;A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.
