CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Exited
617.0,61.0,7.0,91070.43,1.0,101839.77,0
698.0,33.0,5.0,135658.73,2.0,39755.0,0
687.0,24.0,3.0,110495.27,1.0,158615.41,0
786.0,62.0,8.0,0.0,1.0,165702.64,0
634.0,36.0,2.0,85996.19,1.0,15887.68,0
690.0,26.0,2.0,0.0,2.0,93255.85,0
459.0,50.0,5.0,109387.9,1.0,155721.15,0
666.0,71.0,1.0,53013.29,2.0,112222.64,0
627.0,30.0,4.0,79871.02,2.0,129826.89,0
613.0,51.0,7.0,147262.11,1.0,53630.9,1
621.0,43.0,8.0,0.0,1.0,102806.6,0
438.0,60.0,7.0,78391.17,1.0,49424.6,0
490.0,31.0,3.0,145260.23,1.0,114066.77,0
502.0,45.0,0.0,0.0,1.0,84663.21,0
422.0,54.0,3.0,140014.42,1.0,86350.97,0
531.0,64.0,2.0,175754.87,2.0,60721.4,0
828.0,31.0,9.0,0.0,1.0,164257.37,0
649.0,32.0,7.0,0.0,1.0,28797.32,0
606.0,71.0,8.0,0.0,2.0,169741.96,0
749.0,54.0,3.0,144768.94,1.0,93336.3,1
850.0,37.0,6.0,0.0,2.0,109291.22,0
507.0,35.0,1.0,0.0,2.0,92131.54,0
701.0,41.0,2.0,0.0,1.0,47856.78,0
635.0,35.0,2.0,113635.16,1.0,90883.12,0
706.0,23.0,2.0,93301.97,2.0,127187.04,0
663.0,39.0,8.0,0.0,2.0,101168.9,0
597.0,41.0,4.0,145809.53,2.0,52319.26,0
783.0,72.0,5.0,121215.9,2.0,105206.48,0
646.0,73.0,6.0,97259.25,1.0,104719.66,0
597.0,35.0,0.0,127510.99,1.0,155356.34,0
487.0,53.0,4.0,199689.49,1.0,24207.86,1
545.0,33.0,1.0,132527.9,2.0,107429.71,0
803.0,33.0,6.0,0.0,2.0,115676.61,0
484.0,36.0,8.0,0.0,2.0,186136.48,0
753.0,38.0,6.0,142263.45,1.0,33730.43,0
708.0,54.0,8.0,145151.4,1.0,125311.17,1
737.0,45.0,2.0,99169.67,2.0,78650.95,0
596.0,33.0,8.0,0.0,1.0,121189.3,1
763.0,37.0,8.0,0.0,2.0,933.38,0
683.0,30.0,4.0,114779.35,1.0,183171.47,0
614.0,32.0,7.0,99462.8,2.0,51117.06,0
630.0,28.0,8.0,106425.75,1.0,20344.84,0
452.0,52.0,1.0,98443.14,2.0,92033.98,0
611.0,33.0,7.0,0.0,2.0,3729.89,0
689.0,28.0,5.0,95328.6,1.0,6129.61,1
698.0,39.0,9.0,161993.89,1.0,90212.38,0
652.0,37.0,4.0,92208.54,1.0,197699.8,1
538.0,37.0,1.0,134752.08,1.0,162511.55,0
811.0,34.0,1.0,149297.19,2.0,186339.74,0
563.0,34.0,6.0,139810.34,1.0,152417.79,0
601.0,74.0,2.0,0.0,2.0,51554.58,0
408.0,40.0,3.0,0.0,2.0,124874.23,0
486.0,27.0,7.0,0.0,2.0,28823.04,0
721.0,41.0,6.0,135071.12,1.0,64477.25,0
648.0,41.0,5.0,123049.21,1.0,5066.76,0
682.0,30.0,4.0,0.0,1.0,161465.31,0
447.0,43.0,2.0,0.0,2.0,33879.26,1
687.0,38.0,4.0,117633.28,1.0,88396.6,0
743.0,32.0,9.0,0.0,2.0,175252.78,0
555.0,33.0,1.0,56084.69,2.0,178798.13,0
592.0,39.0,7.0,0.0,2.0,83084.33,0
686.0,36.0,5.0,0.0,2.0,152979.14,0
760.0,39.0,6.0,178585.46,1.0,67131.3,1
638.0,34.0,5.0,133501.36,1.0,155643.04,0
850.0,49.0,5.0,122486.47,1.0,59748.19,0
738.0,54.0,4.0,0.0,1.0,55725.04,1
634.0,31.0,8.0,76798.92,1.0,196021.73,0
645.0,25.0,0.0,174400.36,1.0,42669.37,0
711.0,53.0,5.0,123805.03,1.0,102428.51,0
613.0,40.0,9.0,95624.36,2.0,60706.33,0
787.0,33.0,1.0,126588.81,2.0,62163.53,0
608.0,48.0,7.0,75801.74,1.0,125762.95,0
621.0,55.0,7.0,131033.76,1.0,75685.59,1
802.0,51.0,7.0,0.0,1.0,40855.79,0
734.0,33.0,5.0,121898.58,1.0,61829.89,0
643.0,31.0,3.0,167949.48,1.0,143162.34,0
751.0,43.0,1.0,114974.24,1.0,125920.54,0
526.0,36.0,1.0,0.0,1.0,160696.72,0
758.0,33.0,0.0,129142.54,2.0,26606.28,0
781.0,35.0,1.0,0.0,2.0,42117.9,0
698.0,51.0,2.0,111018.98,1.0,86410.28,0
718.0,44.0,1.0,133866.22,1.0,139049.24,0
596.0,54.0,0.0,78126.28,1.0,153482.91,1
489.0,51.0,3.0,0.0,2.0,174098.28,1
499.0,31.0,4.0,0.0,1.0,25950.49,0
529.0,42.0,1.0,157498.9,1.0,82276.62,0
699.0,43.0,2.0,136487.86,2.0,82815.93,0
468.0,42.0,5.0,0.0,2.0,125305.34,0
582.0,43.0,5.0,153313.67,1.0,170563.73,0
662.0,32.0,4.0,133950.37,1.0,48725.68,1
646.0,50.0,0.0,104129.24,2.0,181794.86,1
757.0,30.0,6.0,161378.02,1.0,71926.28,1
668.0,24.0,7.0,173962.32,1.0,106457.11,1
724.0,36.0,6.0,94615.11,2.0,10627.21,0
631.0,22.0,6.0,139129.92,1.0,63747.51,0
714.0,34.0,5.0,0.0,2.0,193040.32,0
607.0,29.0,7.0,102609.0,1.0,163257.44,0
618.0,35.0,10.0,0.0,2.0,180439.75,0
683.0,56.0,7.0,50911.21,3.0,97629.31,1
745.0,36.0,8.0,67226.37,1.0,130789.6,0
774.0,32.0,9.0,0.0,2.0,10604.48,0
546.0,20.0,6.0,0.0,1.0,20508.85,0
444.0,45.0,6.0,0.0,1.0,130009.85,1
722.0,30.0,5.0,0.0,2.0,166376.54,0
711.0,26.0,9.0,128793.63,1.0,19262.05,0
838.0,31.0,2.0,0.0,2.0,8222.96,0
600.0,37.0,1.0,142663.46,1.0,88669.89,0
840.0,51.0,1.0,87779.83,1.0,36687.11,1
766.0,62.0,7.0,142724.48,1.0,5893.23,1
723.0,28.0,5.0,91938.31,1.0,143481.85,0
632.0,32.0,6.0,111589.33,1.0,170382.99,0
664.0,36.0,0.0,103502.22,1.0,146191.82,0
772.0,41.0,10.0,96032.22,1.0,75825.57,0
595.0,25.0,7.0,106570.34,2.0,177025.79,0
723.0,45.0,4.0,0.0,2.0,37214.39,0
613.0,28.0,7.0,76656.4,2.0,185483.24,0
537.0,38.0,1.0,0.0,2.0,41233.97,0
624.0,71.0,7.0,0.0,2.0,108841.83,0
730.0,22.0,9.0,65763.57,1.0,145792.01,0
431.0,45.0,5.0,83624.55,2.0,36899.62,0
669.0,47.0,0.0,63723.78,2.0,181928.25,0
782.0,36.0,5.0,81210.72,2.0,108003.38,0
768.0,47.0,5.0,104552.61,1.0,48137.08,1
581.0,38.0,1.0,0.0,2.0,46176.22,0
795.0,38.0,7.0,125903.22,2.0,127068.92,0
665.0,40.0,6.0,0.0,1.0,161848.03,0
678.0,31.0,1.0,0.0,2.0,130446.65,0
656.0,30.0,3.0,0.0,2.0,17104.0,0
850.0,39.0,6.0,206014.94,2.0,42774.84,1
718.0,40.0,9.0,0.0,2.0,121537.91,0
637.0,48.0,7.0,130806.99,2.0,132005.85,1
598.0,53.0,10.0,167772.96,1.0,136886.86,0
692.0,40.0,6.0,163505.16,1.0,90424.09,0
423.0,36.0,5.0,97665.61,1.0,118372.55,1
794.0,31.0,0.0,144880.34,2.0,175643.44,0
607.0,32.0,6.0,0.0,2.0,196062.01,0
608.0,31.0,7.0,79962.92,2.0,60901.72,0
692.0,34.0,4.0,109699.08,1.0,37898.91,0
547.0,39.0,6.0,74596.15,3.0,85746.52,1
546.0,58.0,3.0,106458.31,4.0,128881.87,1
648.0,39.0,6.0,130694.89,2.0,153955.38,1
711.0,42.0,3.0,177626.77,3.0,16392.72,1
641.0,42.0,3.0,121765.37,2.0,166516.84,0
850.0,49.0,8.0,0.0,1.0,25867.67,1
682.0,35.0,2.0,117438.92,2.0,16910.98,0
554.0,51.0,7.0,105701.91,1.0,179797.79,1
714.0,63.0,4.0,138082.16,1.0,166677.54,0
618.0,41.0,4.0,115251.64,1.0,136435.75,0
521.0,49.0,4.0,82940.25,2.0,62413.01,1
605.0,35.0,6.0,0.0,2.0,45206.57,0
582.0,46.0,8.0,67563.31,1.0,44506.09,1
641.0,42.0,6.0,0.0,2.0,121138.77,0
456.0,32.0,9.0,133060.63,1.0,125167.92,0
841.0,74.0,9.0,108131.53,1.0,60830.38,0
728.0,33.0,8.0,129907.63,1.0,36083.96,0
639.0,50.0,6.0,115335.32,2.0,53130.41,0
700.0,32.0,8.0,110923.15,2.0,161845.81,1
654.0,32.0,6.0,0.0,2.0,137898.57,0
698.0,39.0,4.0,0.0,2.0,47455.82,0
639.0,42.0,4.0,0.0,2.0,167682.37,0
731.0,26.0,3.0,0.0,2.0,37697.29,0
676.0,26.0,1.0,108348.66,1.0,60231.74,1
539.0,39.0,1.0,0.0,1.0,28184.7,0
681.0,47.0,9.0,97023.21,1.0,2168.13,0
660.0,33.0,4.0,0.0,1.0,29664.45,0
666.0,43.0,5.0,0.0,2.0,29346.1,0
688.0,52.0,1.0,0.0,2.0,172033.57,0
721.0,36.0,1.0,155176.83,2.0,49653.37,0
601.0,39.0,3.0,72647.64,1.0,41777.9,1
698.0,52.0,8.0,96781.39,1.0,153373.71,0
646.0,34.0,3.0,131283.11,1.0,130500.65,0
469.0,31.0,6.0,0.0,1.0,146213.75,1
618.0,40.0,0.0,140306.38,1.0,160618.61,1
715.0,21.0,6.0,76467.16,1.0,173511.72,0
561.0,56.0,7.0,152759.0,2.0,133167.11,1
520.0,49.0,5.0,121197.64,1.0,72577.33,1
501.0,57.0,10.0,0.0,2.0,47847.19,0
616.0,29.0,8.0,149318.55,1.0,140746.13,0
729.0,29.0,5.0,109676.52,1.0,25548.47,0
572.0,26.0,4.0,118287.01,2.0,60427.3,0
681.0,65.0,7.0,134714.7,2.0,190419.81,0
433.0,34.0,9.0,152806.74,1.0,19687.99,0
805.0,37.0,5.0,0.0,2.0,21928.81,0
676.0,37.0,10.0,106242.67,1.0,166678.28,0
685.0,44.0,2.0,119657.53,1.0,145387.05,1
850.0,45.0,5.0,103909.86,1.0,60083.11,1
492.0,29.0,1.0,144591.96,1.0,196293.76,0
569.0,38.0,8.0,0.0,2.0,79618.79,0
791.0,33.0,10.0,130229.71,2.0,54019.93,1
408.0,84.0,8.0,87873.39,1.0,188484.52,1
688.0,32.0,6.0,123157.95,1.0,172531.23,0
631.0,35.0,8.0,129205.49,1.0,79146.36,0
777.0,29.0,2.0,0.0,2.0,124489.88,0
726.0,56.0,2.0,105473.74,1.0,46044.7,0
735.0,49.0,5.0,121973.28,1.0,148804.36,0
773.0,41.0,9.0,102827.44,1.0,64595.25,0
610.0,50.0,1.0,113957.01,2.0,196526.55,1
577.0,44.0,8.0,115557.0,1.0,127506.76,0
659.0,42.0,2.0,0.0,1.0,162734.31,1
763.0,37.0,6.0,0.0,2.0,149705.25,0
682.0,24.0,9.0,57929.81,2.0,53134.3,0
682.0,36.0,5.0,72373.62,2.0,36895.99,0
668.0,43.0,10.0,113034.31,1.0,100423.88,0
723.0,47.0,10.0,90450.0,2.0,103379.31,1
588.0,48.0,1.0,143279.58,2.0,31580.8,1
539.0,47.0,2.0,127286.04,2.0,166929.43,1
552.0,38.0,9.0,134105.01,1.0,57850.1,0
438.0,59.0,7.0,127197.14,1.0,51565.98,1
733.0,32.0,5.0,0.0,2.0,131625.14,0
681.0,30.0,2.0,128393.29,1.0,180593.45,0
660.0,41.0,3.0,0.0,2.0,108665.89,0
812.0,34.0,5.0,103818.43,1.0,166038.27,0
643.0,34.0,6.0,0.0,2.0,116046.22,0
516.0,40.0,9.0,0.0,2.0,33266.29,0
602.0,22.0,7.0,141604.76,1.0,30379.6,0
780.0,51.0,4.0,126725.25,1.0,195259.31,1
736.0,50.0,9.0,116309.01,1.0,185360.4,1
481.0,37.0,8.0,152303.66,2.0,175082.2,0
655.0,36.0,2.0,147149.59,1.0,87816.86,0
687.0,50.0,5.0,0.0,2.0,110230.4,0
634.0,37.0,1.0,89696.84,2.0,193179.88,0
682.0,37.0,5.0,0.0,2.0,112554.68,0
679.0,33.0,4.0,96110.22,1.0,1173.23,0
504.0,46.0,2.0,163764.84,1.0,165122.55,1
547.0,25.0,4.0,98141.57,2.0,52309.8,0
696.0,33.0,4.0,0.0,2.0,73371.65,0
544.0,44.0,1.0,0.0,2.0,69244.24,0
628.0,42.0,7.0,0.0,2.0,172967.87,0
577.0,33.0,6.0,0.0,2.0,57975.8,0
621.0,40.0,8.0,174126.75,3.0,172490.78,1
605.0,32.0,9.0,0.0,2.0,55724.24,0
719.0,40.0,4.0,128389.12,1.0,176091.31,0
573.0,44.0,4.0,0.0,1.0,94862.93,0
745.0,35.0,8.0,0.0,2.0,116581.1,0
512.0,43.0,1.0,0.0,2.0,52471.36,0
603.0,42.0,8.0,91611.12,1.0,144675.3,1
578.0,23.0,10.0,88980.32,1.0,125222.36,0
659.0,50.0,3.0,0.0,1.0,183399.12,1
525.0,36.0,3.0,77910.23,1.0,67238.01,0
671.0,48.0,6.0,119769.77,1.0,66032.65,0
600.0,39.0,7.0,88477.36,2.0,58632.37,0
640.0,29.0,4.0,0.0,2.0,44904.26,0
680.0,37.0,6.0,124140.57,2.0,92826.35,0
582.0,31.0,2.0,0.0,2.0,33747.03,0
571.0,47.0,7.0,0.0,2.0,112366.98,0
569.0,43.0,7.0,0.0,2.0,52534.81,0
815.0,45.0,7.0,0.0,1.0,52885.23,1
573.0,72.0,8.0,98765.84,1.0,96015.53,0
651.0,37.0,10.0,117791.06,2.0,75837.58,0
510.0,63.0,8.0,0.0,2.0,115291.86,0
836.0,57.0,4.0,101247.06,1.0,37141.62,1
607.0,34.0,9.0,132439.99,1.0,177747.72,0
725.0,38.0,6.0,0.0,2.0,158697.28,0
731.0,25.0,8.0,96950.21,1.0,97877.92,0
689.0,45.0,0.0,130170.82,2.0,150856.38,0
660.0,38.0,6.0,109869.32,1.0,154641.91,0
696.0,28.0,8.0,0.0,1.0,176713.47,0
530.0,36.0,7.0,0.0,2.0,80619.09,0
790.0,33.0,10.0,135120.72,1.0,195204.99,0
515.0,35.0,10.0,176273.95,1.0,121277.78,0
739.0,25.0,5.0,113113.12,1.0,129181.27,0
654.0,32.0,1.0,114510.85,1.0,126143.23,0
663.0,35.0,5.0,0.0,2.0,62634.94,0
713.0,32.0,1.0,117094.02,1.0,149558.83,1
718.0,41.0,1.0,0.0,2.0,27509.52,1
808.0,25.0,7.0,0.0,2.0,23180.37,0
730.0,62.0,2.0,0.0,2.0,186489.95,0
706.0,31.0,1.0,117020.08,2.0,54439.53,0
521.0,29.0,3.0,60280.62,1.0,154271.41,0
680.0,43.0,4.0,0.0,2.0,58761.33,0
666.0,46.0,5.0,123873.19,1.0,177844.06,0
828.0,34.0,9.0,0.0,2.0,81853.98,0
850.0,55.0,7.0,0.0,1.0,171762.87,1
651.0,41.0,4.0,38617.2,1.0,104876.8,0
829.0,38.0,9.0,0.0,2.0,30529.88,0
738.0,33.0,4.0,92676.3,1.0,105817.63,0
589.0,59.0,2.0,0.0,2.0,126160.24,1
688.0,45.0,9.0,103399.87,1.0,129870.93,0
584.0,47.0,7.0,130538.77,1.0,92915.84,0
683.0,72.0,3.0,140997.26,1.0,52876.41,0
648.0,50.0,9.0,102535.57,1.0,189543.19,0
695.0,36.0,4.0,161533.0,1.0,100940.91,0
736.0,29.0,4.0,0.0,2.0,51705.01,0
693.0,35.0,5.0,124151.09,1.0,88705.14,1
554.0,54.0,6.0,108755.0,1.0,40914.32,1
603.0,51.0,8.0,186825.57,1.0,93739.71,1
724.0,28.0,5.0,0.0,1.0,59351.68,0
575.0,22.0,8.0,105229.34,1.0,34397.08,0
684.0,56.0,8.0,78707.16,1.0,99398.36,0
760.0,41.0,6.0,0.0,2.0,101491.23,0
670.0,45.0,9.0,104930.38,1.0,155921.81,1
743.0,43.0,5.0,0.0,2.0,113079.19,1
578.0,23.0,8.0,0.0,2.0,112124.98,0
749.0,37.0,10.0,185063.7,2.0,134526.87,0
606.0,37.0,8.0,154712.58,2.0,89099.18,0
537.0,48.0,4.0,131834.8,1.0,166476.95,1
775.0,40.0,9.0,126212.64,1.0,70196.57,0
574.0,36.0,3.0,0.0,2.0,8559.66,0
530.0,42.0,0.0,99948.45,1.0,97338.62,0
550.0,40.0,7.0,114354.95,1.0,54018.93,0
738.0,29.0,9.0,139106.19,1.0,141872.05,1
707.0,29.0,4.0,0.0,2.0,139953.94,0
663.0,42.0,5.0,90248.79,1.0,79169.73,0
693.0,57.0,9.0,0.0,2.0,135502.77,0
755.0,41.0,6.0,104817.41,1.0,126013.58,1
739.0,58.0,2.0,101579.28,1.0,72168.53,0
759.0,31.0,4.0,98899.91,1.0,47832.82,0
528.0,22.0,5.0,93547.23,2.0,961.57,0
483.0,44.0,5.0,136836.49,1.0,192359.9,1
665.0,51.0,9.0,110610.41,2.0,1112.76,1
558.0,31.0,7.0,0.0,2.0,166720.28,0
729.0,39.0,1.0,131513.26,1.0,193715.0,0
540.0,37.0,6.0,0.0,2.0,141998.89,0
673.0,57.0,4.0,0.0,2.0,49684.09,0
702.0,35.0,8.0,14262.8,2.0,54689.16,0
540.0,25.0,5.0,116160.23,1.0,13411.67,0
710.0,41.0,9.0,149155.53,2.0,42131.26,1
663.0,33.0,9.0,0.0,2.0,91514.62,0
793.0,63.0,4.0,103729.79,2.0,80272.06,0
730.0,34.0,5.0,122453.37,2.0,138882.98,0
652.0,37.0,9.0,145219.3,1.0,159132.83,0
516.0,43.0,2.0,112773.73,2.0,139366.58,0
569.0,42.0,9.0,146100.75,1.0,32574.01,1
678.0,38.0,3.0,0.0,2.0,66561.6,0
555.0,51.0,9.0,138214.5,1.0,198715.27,1
485.0,30.0,5.0,156771.68,1.0,141148.21,0
635.0,40.0,10.0,123497.58,1.0,131953.23,1
746.0,34.0,6.0,141806.0,2.0,183494.87,0
653.0,44.0,8.0,0.0,2.0,154639.72,0
615.0,30.0,8.0,0.0,2.0,3183.15,0
350.0,39.0,0.0,109733.2,2.0,123602.11,1
647.0,32.0,9.0,80958.36,1.0,128590.73,0
709.0,31.0,6.0,0.0,2.0,71009.84,0
629.0,36.0,1.0,161757.87,2.0,146371.72,0
610.0,42.0,6.0,0.0,2.0,158302.59,1
487.0,40.0,6.0,136093.74,1.0,193408.43,0
681.0,38.0,2.0,99811.44,2.0,23531.5,0
850.0,66.0,4.0,0.0,2.0,64350.8,0
680.0,30.0,4.0,108300.27,2.0,44384.57,1
631.0,27.0,10.0,134169.62,1.0,176730.02,0
724.0,29.0,6.0,0.0,2.0,64729.51,0
580.0,45.0,2.0,179334.83,2.0,169303.65,0
617.0,46.0,3.0,106521.49,1.0,86587.37,0
415.0,53.0,5.0,167259.44,1.0,22357.25,0
850.0,26.0,4.0,62610.96,2.0,179365.1,0
633.0,47.0,0.0,0.0,1.0,6342.84,1
618.0,42.0,8.0,153572.31,2.0,76679.6,0
657.0,38.0,7.0,0.0,2.0,185827.74,0
627.0,40.0,10.0,0.0,2.0,194792.42,0
815.0,39.0,6.0,0.0,1.0,85167.88,0
617.0,45.0,1.0,0.0,1.0,143298.06,0
652.0,42.0,4.0,0.0,2.0,38152.01,0
619.0,38.0,1.0,0.0,1.0,112442.63,1
665.0,55.0,8.0,136354.16,1.0,93769.89,0
841.0,41.0,1.0,0.0,2.0,193093.77,0
583.0,33.0,7.0,122531.86,1.0,13549.24,0
660.0,38.0,4.0,0.0,2.0,88080.43,0
644.0,40.0,10.0,139180.97,1.0,19959.67,0
737.0,32.0,7.0,128551.36,2.0,189402.71,0
807.0,36.0,4.0,0.0,2.0,147007.33,0
741.0,29.0,8.0,0.0,2.0,115994.52,0
430.0,49.0,3.0,137115.16,1.0,146516.86,1
733.0,22.0,5.0,0.0,2.0,117202.19,0
762.0,53.0,1.0,102520.37,1.0,170195.4,0
586.0,27.0,5.0,130231.8,2.0,192427.16,0
664.0,32.0,10.0,107209.73,1.0,112340.2,0
784.0,42.0,2.0,109052.04,2.0,6409.55,0
850.0,23.0,9.0,143054.85,1.0,62980.96,0
609.0,34.0,7.0,140694.78,2.0,46266.63,0
691.0,40.0,0.0,115465.98,1.0,60622.61,0
731.0,37.0,8.0,0.0,2.0,170338.35,0
508.0,60.0,7.0,143262.04,1.0,129562.74,0
643.0,45.0,5.0,0.0,1.0,142513.5,1
620.0,37.0,0.0,107548.94,1.0,71175.94,0
625.0,52.0,5.0,164978.01,1.0,67788.49,0
548.0,35.0,10.0,0.0,1.0,31299.71,0
663.0,37.0,8.0,155303.71,1.0,118716.63,0
659.0,44.0,9.0,23503.31,1.0,169862.01,1
788.0,70.0,1.0,0.0,2.0,41610.62,0
810.0,33.0,6.0,0.0,2.0,77965.67,0
717.0,42.0,5.0,0.0,2.0,172665.21,0
606.0,40.0,1.0,144757.97,2.0,166656.18,0
685.0,43.0,9.0,0.0,2.0,107811.28,0
747.0,21.0,4.0,81025.6,2.0,167682.57,0
718.0,35.0,3.0,97560.16,1.0,53511.74,0
636.0,36.0,1.0,0.0,3.0,74048.1,1
620.0,41.0,3.0,0.0,2.0,137309.06,0
823.0,44.0,1.0,0.0,2.0,182495.7,0
667.0,33.0,4.0,0.0,2.0,131834.75,0
701.0,35.0,9.0,0.0,2.0,170996.86,0
672.0,28.0,6.0,0.0,1.0,8814.69,0
655.0,38.0,4.0,0.0,2.0,110527.71,0
499.0,55.0,4.0,126817.65,2.0,123269.71,0
630.0,21.0,1.0,85818.18,1.0,133102.3,0
797.0,31.0,8.0,0.0,2.0,117916.63,0
552.0,34.0,4.0,0.0,2.0,140286.69,0
710.0,36.0,8.0,0.0,2.0,83206.19,0
691.0,37.0,7.0,123067.63,1.0,98162.44,1
807.0,42.0,1.0,0.0,1.0,16500.66,1
727.0,36.0,6.0,140418.81,1.0,113033.73,1
848.0,40.0,5.0,148495.64,1.0,158853.98,0
697.0,42.0,1.0,0.0,1.0,1262.83,1
837.0,49.0,8.0,103302.37,1.0,50974.57,0
610.0,50.0,5.0,130554.51,3.0,184758.17,1
584.0,40.0,4.0,82441.75,1.0,80852.11,0
489.0,38.0,2.0,126444.08,2.0,82662.73,0
746.0,58.0,3.0,0.0,3.0,80344.96,1
671.0,48.0,8.0,115713.84,2.0,83210.84,0
550.0,40.0,8.0,150490.32,1.0,166468.21,1
587.0,42.0,1.0,0.0,1.0,123006.91,0
811.0,44.0,3.0,0.0,2.0,78439.73,0
644.0,32.0,8.0,141528.88,1.0,167087.34,1
495.0,47.0,10.0,137682.68,1.0,71071.47,0
651.0,36.0,7.0,0.0,2.0,13898.31,0
538.0,68.0,9.0,0.0,2.0,110440.5,1
564.0,31.0,0.0,110527.17,1.0,87060.77,0
535.0,38.0,8.0,0.0,2.0,136620.64,0
658.0,36.0,1.0,0.0,2.0,84927.42,0
594.0,38.0,6.0,63176.44,2.0,14466.08,0
777.0,36.0,7.0,0.0,1.0,106472.34,0
712.0,38.0,7.0,132767.66,2.0,59115.77,0
665.0,32.0,1.0,132178.67,1.0,11865.76,0
687.0,38.0,9.0,122570.87,1.0,35608.88,0
556.0,51.0,8.0,61354.14,1.0,198810.65,1
586.0,46.0,0.0,0.0,3.0,131553.82,1
588.0,40.0,5.0,0.0,2.0,100727.68,0
790.0,31.0,9.0,0.0,2.0,84126.75,0
614.0,38.0,4.0,72594.0,1.0,76042.48,0
715.0,33.0,3.0,85227.84,1.0,68087.15,0
565.0,32.0,4.0,90322.99,2.0,118740.37,0
622.0,37.0,4.0,0.0,2.0,4459.5,0
591.0,33.0,4.0,113743.37,1.0,124625.08,0
590.0,36.0,6.0,92340.69,2.0,174667.58,0
689.0,30.0,5.0,136650.89,1.0,41865.72,1
690.0,42.0,3.0,92578.14,2.0,70810.6,0
575.0,36.0,1.0,0.0,1.0,94570.56,0
642.0,40.0,7.0,0.0,2.0,183963.34,0
497.0,27.0,9.0,75263.16,1.0,164825.04,0
750.0,36.0,6.0,0.0,2.0,59816.41,0
538.0,40.0,8.0,0.0,2.0,25554.4,0
569.0,41.0,4.0,139840.36,1.0,163524.7,0
593.0,31.0,8.0,112713.34,1.0,176868.89,0
516.0,33.0,7.0,127305.5,1.0,120037.36,0
656.0,46.0,5.0,113402.14,2.0,138849.06,0
775.0,33.0,3.0,83501.66,2.0,128841.31,0
584.0,35.0,6.0,161613.94,2.0,148238.16,0
576.0,63.0,9.0,70655.48,1.0,78955.8,1
677.0,26.0,3.0,102395.79,1.0,119368.99,0
628.0,22.0,3.0,0.0,1.0,85426.28,0
717.0,49.0,1.0,110864.38,2.0,124532.9,1
606.0,34.0,5.0,0.0,1.0,161971.42,0
667.0,56.0,2.0,168883.08,1.0,18897.78,0
628.0,38.0,3.0,0.0,2.0,48924.73,0
678.0,27.0,5.0,87099.85,2.0,149550.95,0
728.0,35.0,8.0,125884.95,2.0,54359.02,1
627.0,52.0,1.0,76101.81,2.0,177238.35,0
684.0,39.0,4.0,207034.96,2.0,157694.76,1
699.0,34.0,8.0,0.0,1.0,76510.46,0
743.0,45.0,10.0,144677.19,3.0,22512.44,1
572.0,26.0,5.0,0.0,2.0,119381.41,0
716.0,66.0,5.0,121411.9,1.0,10070.4,1
592.0,38.0,3.0,0.0,1.0,12905.89,1
598.0,64.0,9.0,0.0,1.0,13181.37,1
681.0,38.0,6.0,181804.34,2.0,57517.71,0
686.0,35.0,8.0,105419.73,1.0,35356.46,0
547.0,55.0,4.0,111362.76,3.0,16922.28,1
602.0,33.0,8.0,0.0,2.0,112928.74,0
710.0,27.0,2.0,135277.96,1.0,142200.15,0
713.0,24.0,7.0,147687.24,1.0,121592.5,0
757.0,46.0,0.0,0.0,2.0,37460.05,0
690.0,36.0,10.0,0.0,2.0,55902.93,0
667.0,55.0,9.0,154393.43,1.0,137674.96,1
747.0,47.0,5.0,139914.6,4.0,129964.56,1
807.0,43.0,0.0,0.0,2.0,85523.24,0
725.0,47.0,1.0,104887.43,1.0,86622.56,1
639.0,35.0,1.0,103015.12,2.0,139094.12,0
583.0,40.0,3.0,0.0,2.0,47728.0,0
624.0,71.0,4.0,170252.05,3.0,73679.59,1
717.0,36.0,2.0,148061.89,1.0,179128.69,1
635.0,50.0,7.0,159453.64,2.0,54560.79,1
638.0,41.0,1.0,131762.94,1.0,47675.29,0
706.0,18.0,2.0,176139.5,2.0,129654.22,0
522.0,34.0,3.0,0.0,2.0,3894.34,0
765.0,34.0,8.0,136729.51,2.0,47058.21,0
653.0,51.0,3.0,0.0,1.0,170426.65,1
551.0,54.0,5.0,102994.04,1.0,176680.16,1
646.0,39.0,0.0,154439.86,1.0,171519.06,0
557.0,34.0,3.0,83074.0,1.0,132673.22,0
544.0,37.0,3.0,84496.71,1.0,79972.09,0
625.0,52.0,2.0,79468.96,1.0,84606.03,0
657.0,33.0,1.0,84309.57,2.0,103914.4,0
668.0,43.0,1.0,147167.25,1.0,141679.73,0
773.0,47.0,2.0,118079.47,4.0,143007.49,1
722.0,47.0,2.0,88011.4,1.0,90655.94,1
736.0,57.0,9.0,95295.39,1.0,28434.44,1
618.0,31.0,4.0,0.0,2.0,29176.04,0
686.0,31.0,1.0,0.0,2.0,4802.25,0
724.0,33.0,9.0,119278.44,1.0,197148.24,0
616.0,46.0,2.0,0.0,2.0,137136.46,0
710.0,22.0,8.0,0.0,2.0,99645.04,0
663.0,42.0,5.0,124626.07,1.0,78004.5,0
610.0,36.0,4.0,129440.3,2.0,102638.35,0
686.0,41.0,7.0,102749.72,1.0,194913.86,0
625.0,37.0,4.0,142711.81,1.0,35625.41,0
653.0,41.0,1.0,104584.11,1.0,15126.32,1
