ra,dec,run,camcol,field,redshift,plate,mjd,class
359.36233,-0.4052582,4263.0,3.0,111.0,2.907661,4216.0,55477.0,QSO
41.038811,-4.5421044,6572.0,4.0,184.0,0.8058587,9315.0,57713.0,GALAXY
185.95721,5.9174714,2247.0,6.0,168.0,0.0003800602,3253.0,54941.0,STAR
173.12849,-2.9639081,1140.0,2.0,135.0,7.616455e-05,326.0,52375.0,STAR
13.216514,0.32080264,2728.0,4.0,501.0,0.1152968,395.0,51783.0,GALAXY
163.89943,-1.9934826,1140.0,4.0,73.0,2.172542,3787.0,55565.0,QSO
228.89504,0.041333814,752.0,4.0,570.0,0.09869839,312.0,51689.0,GALAXY
335.36318,1.2340193,7712.0,1.0,165.0,0.8217376,9241.0,58014.0,GALAXY
152.83622,7.3223807,2986.0,6.0,229.0,0.5407594,4875.0,55677.0,GALAXY
153.11858,5.5436307,2986.0,2.0,230.0,0.2013244,4876.0,55679.0,GALAXY
173.01961,-2.9436168,1140.0,2.0,134.0,0.1193897,327.0,52294.0,GALAXY
244.28078,15.037808,4674.0,4.0,273.0,0.9460214,4074.0,55679.0,GALAXY
177.98569,-3.1420772,1231.0,2.0,58.0,0.08884343,330.0,52370.0,GALAXY
189.44577,-2.5331747,1140.0,3.0,244.0,0.007896023,335.0,52000.0,GALAXY
241.57766,38.904015,3177.0,5.0,216.0,7.10318e-05,3467.0,54999.0,STAR
246.87955,12.378325,4678.0,3.0,304.0,0.4800781,4067.0,55361.0,GALAXY
189.91742,36.812243,4504.0,2.0,198.0,0.4873154,3969.0,55307.0,GALAXY
39.365307,-2.5930603,7778.0,2.0,579.0,1.197191,9313.0,57723.0,GALAXY
227.56861,0.3987022,756.0,4.0,746.0,0.1048496,311.0,51665.0,GALAXY
43.973092,-0.67373338,4263.0,2.0,409.0,0.0001791039,3184.0,54850.0,STAR
237.97751,25.373777,4010.0,5.0,163.0,2.40698,3946.0,55659.0,QSO
4.4098376,-0.38513879,4263.0,3.0,145.0,0.06392822,389.0,51795.0,GALAXY
117.42862,41.703193,6573.0,4.0,224.0,0.4363221,3674.0,55182.0,GALAXY
147.60802,-0.30990744,1239.0,3.0,182.0,0.5485363,3827.0,55565.0,GALAXY
234.07204,12.638729,5317.0,2.0,72.0,2.366039,4891.0,55736.0,QSO
153.01397,6.090877,2986.0,3.0,230.0,0.4182701,4876.0,55679.0,GALAXY
246.84733,13.038221,5323.0,5.0,124.0,-0.0003961062,4067.0,55361.0,STAR
187.54342,-2.4056723,1231.0,4.0,122.0,1.435189,334.0,51993.0,QSO
185.23877,-1.7699617,1140.0,5.0,216.0,0.1759352,333.0,52313.0,GALAXY
155.19694,53.604118,2863.0,3.0,193.0,3.67407e-05,3324.0,54943.0,STAR
234.43023,1.1630179,1458.0,2.0,732.0,1.192477,315.0,51663.0,QSO
193.80172,-3.5173867,1231.0,1.0,164.0,0.02917497,337.0,51997.0,GALAXY
38.986926,-2.7645877,7780.0,2.0,162.0,0.7139198,9313.0,57723.0,GALAXY
301.30352,60.004135,6162.0,2.0,268.0,-0.0001243983,2554.0,54263.0,STAR
179.16996,-3.4632424,1140.0,1.0,175.0,0.2965574,330.0,52370.0,GALAXY
127.06147,56.97397,4204.0,6.0,171.0,-0.0004623623,3362.0,54939.0,STAR
154.61525,52.845387,2735.0,2.0,67.0,-0.0003111544,3324.0,54943.0,STAR
240.35785,8.316199,3836.0,6.0,605.0,0.0006582013,4893.0,55709.0,STAR
169.4948,-0.60146529,756.0,2.0,358.0,0.5796542,3838.0,55588.0,GALAXY
43.615249,-3.329743,6572.0,2.0,202.0,1.438691,9312.0,57784.0,QSO
193.91845,-2.8380074,1231.0,3.0,165.0,0.3059245,337.0,51997.0,GALAXY
237.36026,11.753088,5322.0,5.0,184.0,0.3317539,4882.0,55721.0,GALAXY
179.65718,-2.2863741,1231.0,4.0,69.0,0.08790307,331.0,52368.0,GALAXY
37.092965,-1.3546471,7778.0,5.0,564.0,0.6943287,9313.0,57727.0,GALAXY
39.414619,-4.756009,7865.0,2.0,177.0,0.7267005,9320.0,58069.0,GALAXY
189.93076,-3.7138985,1231.0,1.0,138.0,0.1341072,335.0,52000.0,GALAXY
180.62989,-2.2400797,1140.0,4.0,185.0,0.2302536,331.0,52368.0,GALAXY
33.491258,5.5231691,5065.0,1.0,97.0,0.2456812,4266.0,55486.0,GALAXY
129.5761,50.244177,1331.0,3.0,175.0,0.5558583,3697.0,55290.0,GALAXY
182.27199,-0.74320794,6793.0,2.0,145.0,-5.779388e-05,324.0,51666.0,STAR
234.96439,0.79889403,2327.0,2.0,84.0,0.1409489,315.0,51663.0,GALAXY
221.40816,-0.98429021,2379.0,6.0,82.0,0.1312653,308.0,51662.0,GALAXY
235.04611,0.72066376,1477.0,5.0,91.0,0.09982824,315.0,51663.0,GALAXY
169.57989,-0.88329327,756.0,1.0,359.0,-0.0002272219,3838.0,55588.0,STAR
227.49584,0.98196222,752.0,6.0,561.0,0.08766751,311.0,51665.0,GALAXY
118.67924,26.681183,2830.0,2.0,53.0,1.273469e-05,3227.0,54893.0,STAR
205.58062,35.874691,4470.0,4.0,127.0,0.3858236,3986.0,55329.0,GALAXY
234.95217,0.49272612,752.0,5.0,610.0,0.1412614,315.0,51663.0,GALAXY
302.43409,59.035112,6162.0,1.0,275.0,-0.000346453,2554.0,54263.0,STAR
136.52918,61.490531,4204.0,4.0,215.0,0.0001170618,3284.0,54907.0,STAR
13.553076,-0.83849982,4263.0,2.0,206.0,0.1385684,394.0,51913.0,GALAXY
181.74515,-2.9095429,1231.0,3.0,83.0,1.152961e-05,332.0,52367.0,STAR
227.29048,6.074877,2391.0,5.0,134.0,0.6768808,4878.0,55710.0,GALAXY
184.13119,0.84972231,752.0,6.0,271.0,0.0003891461,324.0,51666.0,STAR
152.71574,7.8388508,3031.0,2.0,218.0,1.730531,4875.0,55677.0,QSO
182.65444,-3.7277063,1231.0,1.0,89.0,0.1772486,332.0,52367.0,GALAXY
174.05291,-2.1794028,1140.0,4.0,141.0,0.11041,327.0,52294.0,GALAXY
238.56504,10.256026,3996.0,6.0,227.0,0.3165674,4879.0,55706.0,GALAXY
121.50885,40.095621,1889.0,3.0,111.0,0.3701028,3803.0,55513.0,GALAXY
24.864649,1.081074,2700.0,6.0,32.0,0.07910702,401.0,51788.0,GALAXY
34.492526,-1.3333353,7780.0,6.0,132.0,1.111831,9317.0,58070.0,GALAXY
244.25061,7.8575427,5326.0,1.0,297.0,0.6835293,4896.0,55712.0,GALAXY
206.00328,36.236272,4470.0,5.0,129.0,0.6825346,3986.0,55329.0,GALAXY
219.61436,29.973416,4576.0,4.0,645.0,0.5529584,3873.0,55277.0,GALAXY
120.00652,53.952368,4264.0,4.0,125.0,-0.0001160877,3682.0,55244.0,STAR
334.35324,0.25219155,4207.0,4.0,200.0,0.7954332,9239.0,58018.0,GALAXY
184.68078,-3.1047671,1140.0,2.0,212.0,0.109315,333.0,52313.0,GALAXY
254.39435,27.818355,4828.0,1.0,45.0,-0.001088874,2829.0,54623.0,STAR
190.19164,-3.1681701,6121.0,6.0,141.0,0.1673067,335.0,52000.0,GALAXY
237.59261,25.873298,4512.0,5.0,252.0,0.7199703,3946.0,55659.0,GALAXY
47.173088,0.03398063,4263.0,4.0,431.0,0.02279418,411.0,51817.0,GALAXY
237.54523,-0.51306391,2379.0,6.0,190.0,0.09594602,342.0,51691.0,GALAXY
230.50794,6.651245,3909.0,3.0,234.0,8.208389e-06,2902.0,54629.0,STAR
13.439969,-0.81574406,4263.0,2.0,205.0,0.4069533,394.0,51913.0,GALAXY
187.00951,-2.1498198,1140.0,4.0,228.0,0.08185428,334.0,51993.0,GALAXY
359.08831,-0.4583883,2728.0,2.0,407.0,0.5152128,4216.0,55477.0,GALAXY
213.6767,2.3404784,1462.0,4.0,589.0,0.5376052,4030.0,55634.0,GALAXY
153.18637,7.2206712,3015.0,5.0,261.0,0.513124,4876.0,55679.0,GALAXY
229.60609,0.8227967,756.0,5.0,760.0,-0.0003833853,312.0,51689.0,STAR
225.72286,14.308265,5326.0,6.0,169.0,2.856021,2765.0,54535.0,QSO
44.009242,1.0800304,7675.0,1.0,162.0,-0.000172007,3184.0,54850.0,STAR
44.435467,1.0594525,4849.0,6.0,751.0,4.525316e-06,3184.0,54850.0,STAR
359.26838,-0.40271797,4263.0,3.0,111.0,-0.0006306948,4216.0,55477.0,STAR
116.19488,37.307256,1331.0,3.0,67.0,2.413243,3667.0,55186.0,QSO
237.72926,25.220579,4512.0,4.0,255.0,0.1893628,3946.0,55659.0,GALAXY
229.93199,-0.10333543,756.0,3.0,762.0,0.1160942,312.0,51689.0,GALAXY
44.467842,0.82200799,7717.0,1.0,626.0,4.028423e-05,3184.0,54850.0,STAR
358.62145,-0.55599946,2728.0,2.0,404.0,0.1792087,386.0,51788.0,GALAXY
254.6298,29.079463,3705.0,4.0,362.0,-0.0004077144,2829.0,54623.0,STAR
184.86945,-1.9224109,1231.0,5.0,104.0,1.293399,333.0,52313.0,QSO
186.58607,-2.446205,1231.0,4.0,116.0,0.0007290654,334.0,51993.0,STAR
152.53173,6.9547037,2986.0,5.0,227.0,0.247682,4875.0,55677.0,GALAXY
31.005493,-0.30883462,4263.0,3.0,323.0,0.1593897,404.0,51812.0,GALAXY
173.28653,-1.6060794,1231.0,6.0,27.0,0.04819063,327.0,52294.0,GALAXY
174.20399,-2.2465053,5976.0,5.0,167.0,0.02903473,327.0,52294.0,GALAXY
120.67524,54.676975,4264.0,4.0,130.0,-0.0003137827,3682.0,55244.0,STAR
220.2447,0.17187404,752.0,4.0,512.0,0.2955803,308.0,51662.0,GALAXY
353.44042,-1.1385337,4145.0,1.0,66.0,0.08827497,384.0,51821.0,GALAXY
152.7461,6.7225455,3015.0,4.0,258.0,0.6747152,4875.0,55677.0,QSO
230.09624,20.369933,4674.0,4.0,176.0,1.848517,3950.0,55680.0,QSO
353.60755,-1.0568381,4263.0,1.0,73.0,0.05812429,384.0,51821.0,GALAXY
205.83396,36.234877,4470.0,5.0,128.0,0.503521,3986.0,55329.0,GALAXY
39.304468,-4.407325,7881.0,3.0,284.0,1.077287,9320.0,58069.0,GALAXY
46.549282,-1.1831722,3388.0,1.0,630.0,0.03906859,411.0,51817.0,GALAXY
152.94637,6.4372952,2986.0,4.0,230.0,0.7241609,4876.0,55679.0,GALAXY
181.22277,-1.2517466,6793.0,1.0,138.0,0.09602871,331.0,52368.0,GALAXY
176.24516,-2.3965099,5976.0,1.0,172.0,0.02697208,328.0,52282.0,GALAXY
211.9963,32.843226,4576.0,6.0,598.0,0.0002755238,3858.0,55273.0,STAR
171.59217,-2.3886523,1231.0,4.0,16.0,0.8692303,326.0,52375.0,QSO
219.04301,29.928249,4570.0,3.0,76.0,0.5424124,3873.0,55277.0,GALAXY
208.85237,32.565641,4570.0,3.0,15.0,2.451949,3861.0,55274.0,QSO
26.557316,16.123064,7845.0,3.0,119.0,2.06967,11044.0,58508.0,QSO
41.984352,-2.6067594,7264.0,5.0,148.0,0.1681011,9311.0,57743.0,GALAXY
223.80513,0.60868708,752.0,5.0,536.0,0.0436254,309.0,51994.0,GALAXY
180.54053,-1.5787351,1231.0,6.0,75.0,0.1075654,331.0,52368.0,GALAXY
182.82318,-1.2275552,6793.0,1.0,148.0,0.0001491112,323.0,51615.0,STAR
214.00084,2.9244757,1458.0,5.0,595.0,0.7602531,4030.0,55634.0,GALAXY
177.8089,-3.3906104,1140.0,1.0,166.0,0.1287012,330.0,52370.0,GALAXY
228.27423,-0.90832237,2379.0,6.0,128.0,0.1296626,311.0,51665.0,GALAXY
213.76714,2.285253,1462.0,4.0,590.0,0.05061162,4030.0,55634.0,GALAXY
184.51906,-3.4162925,1140.0,1.0,211.0,0.1113924,333.0,52313.0,GALAXY
227.80698,7.9190319,3909.0,5.0,215.0,0.4771208,4878.0,55710.0,GALAXY
237.50006,12.117846,5317.0,3.0,94.0,0.3254512,4882.0,55721.0,GALAXY
246.5324,12.685697,5323.0,4.0,123.0,0.5809432,4067.0,55361.0,GALAXY
174.40661,-2.1313809,5976.0,5.0,168.0,0.1398296,327.0,52294.0,GALAXY
124.85437,29.622671,2961.0,2.0,70.0,0.00026066,3188.0,54831.0,STAR
237.57819,-0.96035836,2379.0,5.0,190.0,2.025719,342.0,51691.0,QSO
132.50047,2.3875783,2125.0,2.0,91.0,-6.714278e-05,3813.0,55532.0,STAR
132.59942,1.9603137,2125.0,1.0,92.0,0.4143526,3813.0,55532.0,GALAXY
233.56497,12.839258,5317.0,2.0,68.0,0.3370465,4891.0,55736.0,GALAXY
183.66249,0.29670649,756.0,4.0,453.0,0.0001194597,324.0,51666.0,STAR
226.99843,-0.44449684,756.0,2.0,743.0,0.08761231,310.0,51990.0,GALAXY
190.41978,37.134641,4470.0,3.0,45.0,2.504503,3969.0,55307.0,QSO
147.98178,-1.2185639,1239.0,1.0,184.0,0.5628606,3827.0,55565.0,GALAXY
25.434195,0.421971,4263.0,5.0,285.0,0.1781264,401.0,51788.0,GALAXY
41.382551,-4.562556,7865.0,2.0,190.0,0.8043317,9315.0,57713.0,GALAXY
175.86094,-2.8533412,5976.0,1.0,169.0,0.1073908,329.0,52056.0,GALAXY
198.90898,-2.7272161,1231.0,3.0,198.0,0.4378968,340.0,51990.0,GALAXY
228.82947,-0.49780877,756.0,2.0,755.0,0.1192296,312.0,51689.0,GALAXY
153.47147,52.629526,2863.0,2.0,184.0,-0.0004594293,3324.0,54943.0,STAR
175.3731,-1.2715348,5976.0,4.0,176.0,0.04525563,328.0,52282.0,GALAXY
227.66811,6.6671666,3910.0,6.0,115.0,-0.0002148882,4878.0,55710.0,STAR
224.645,0.099365809,752.0,4.0,542.0,0.09864474,310.0,51990.0,GALAXY
32.758558,-0.63496663,4263.0,2.0,334.0,1.013216,9316.0,58082.0,GALAXY
175.71256,-2.1567384,5976.0,2.0,172.0,0.0005484746,328.0,52282.0,STAR
129.57109,49.86833,1345.0,2.0,148.0,0.5501412,3697.0,55290.0,GALAXY
237.27903,6.6296604,3909.0,5.0,278.0,0.4898928,4877.0,55707.0,GALAXY
237.57949,26.042623,3900.0,2.0,679.0,0.5146212,3946.0,55659.0,GALAXY
244.07149,14.379664,4670.0,2.0,311.0,0.2057019,4074.0,55679.0,GALAXY
232.25074,0.42727059,752.0,5.0,592.0,0.126104,313.0,51673.0,GALAXY
212.57097,-2.0267486,2333.0,4.0,105.0,0.5131921,4038.0,55363.0,GALAXY
237.54301,-1.000285,2379.0,5.0,189.0,0.07964274,342.0,51691.0,GALAXY
128.94523,49.966569,1345.0,3.0,147.0,0.6867536,3697.0,55290.0,GALAXY
178.01802,-3.2303315,1231.0,2.0,59.0,0.1621851,330.0,52370.0,GALAXY
153.07445,5.7836139,3015.0,2.0,260.0,0.3727675,4876.0,55679.0,GALAXY
254.64671,27.441554,4832.0,1.0,30.0,0.000140324,2829.0,54623.0,STAR
222.4699,-0.74377753,752.0,2.0,527.0,1.269727,309.0,51994.0,QSO
180.95834,36.996543,4504.0,2.0,150.0,0.8620967,8864.0,57428.0,GALAXY
235.81679,14.422297,5194.0,3.0,789.0,0.6808438,4890.0,55741.0,GALAXY
153.06531,53.079623,2863.0,3.0,184.0,-0.0003908544,3324.0,54943.0,STAR
196.4905,36.788583,4504.0,3.0,233.0,0.6641493,3977.0,55335.0,GALAXY
3.5346762,-0.85084394,2728.0,1.0,436.0,0.06669365,389.0,51795.0,GALAXY
144.42438,43.834026,2830.0,2.0,233.0,-0.0001875056,3265.0,54888.0,STAR
187.50751,-1.6338537,1231.0,6.0,122.0,0.1113205,334.0,51993.0,GALAXY
225.03053,0.90516252,752.0,6.0,544.0,0.1078763,310.0,51990.0,GALAXY
254.35749,27.954756,3705.0,2.0,367.0,0.03646286,2829.0,54623.0,GALAXY
131.08002,39.673279,2711.0,3.0,165.0,0.5645646,3765.0,55508.0,GALAXY
24.645061,0.62001556,4263.0,5.0,280.0,0.0005338835,401.0,51788.0,STAR
238.16895,25.615561,4512.0,5.0,256.0,-0.0002038964,3946.0,55659.0,STAR
354.21987,-0.48105622,4874.0,2.0,382.0,0.09370779,384.0,51821.0,GALAXY
15.510802,-1.2995517,7778.0,6.0,420.0,1.899205,9309.0,58074.0,QSO
242.8514,6.8168385,3894.0,4.0,261.0,0.4757451,4895.0,55708.0,GALAXY
237.78733,-1.0575343,2379.0,5.0,191.0,0.1549456,342.0,51691.0,GALAXY
128.51935,38.804372,2777.0,4.0,151.0,0.669084,3764.0,55514.0,GALAXY
172.53265,-3.5545196,1231.0,1.0,22.0,0.2000229,326.0,52375.0,GALAXY
182.42392,-2.6588118,1140.0,3.0,197.0,-6.129688e-05,332.0,52367.0,STAR
199.29458,0.064666,752.0,4.0,372.0,-9.574013e-06,2901.0,54652.0,STAR
188.36279,-2.2436176,1140.0,4.0,237.0,0.1715009,334.0,51993.0,GALAXY
39.264432,-4.7859048,7881.0,2.0,283.0,0.6046376,9320.0,58069.0,GALAXY
119.98041,53.053433,4264.0,3.0,119.0,0.5499711,3682.0,55244.0,GALAXY
228.47963,0.019079621,752.0,4.0,567.0,0.09055538,311.0,51665.0,GALAXY
163.79874,-1.9961552,1140.0,4.0,73.0,0.4929616,3787.0,55565.0,GALAXY
213.41949,2.1460299,1458.0,3.0,592.0,0.6012375,4030.0,55634.0,GALAXY
233.4816,12.74466,5317.0,2.0,68.0,0.5776271,4891.0,55736.0,GALAXY
120.49203,53.229248,4294.0,3.0,97.0,0.274608,3682.0,55244.0,GALAXY
230.42468,0.17571528,752.0,4.0,580.0,0.07338677,312.0,51689.0,GALAXY
121.45713,39.806844,2076.0,2.0,109.0,2.22016,3803.0,55513.0,QSO
228.20815,0.066413678,752.0,4.0,565.0,0.1535654,311.0,51665.0,GALAXY
39.23791,-3.7747712,7865.0,4.0,176.0,0.8190059,9314.0,57716.0,QSO
222.51962,0.40746441,756.0,4.0,713.0,-0.0001792267,308.0,51662.0,STAR
205.36198,36.213714,4470.0,5.0,125.0,0.5622224,3986.0,55329.0,GALAXY
129.05973,38.725872,2711.0,4.0,153.0,8.276346e-05,3764.0,55514.0,STAR
121.29556,40.270821,2076.0,3.0,111.0,0.4982125,3803.0,55513.0,GALAXY
120.14476,30.283353,2830.0,6.0,77.0,3.861787e-05,10292.0,58113.0,STAR
37.195193,-1.7912493,7778.0,4.0,565.0,0.7791646,9313.0,57727.0,GALAXY
238.0115,11.808329,5308.0,2.0,305.0,0.3123044,4882.0,55721.0,GALAXY
238.62177,-0.69227702,752.0,2.0,635.0,0.07817154,343.0,51692.0,GALAXY
40.890273,-4.1217822,7865.0,3.0,187.0,1.142141,9315.0,57713.0,GALAXY
230.23001,20.479784,4670.0,4.0,214.0,0.6717647,3950.0,55680.0,GALAXY
164.64509,-0.42083526,756.0,2.0,326.0,0.0001617615,3836.0,55302.0,STAR
231.45613,-0.46553947,756.0,2.0,772.0,0.3295193,313.0,51673.0,GALAXY
251.15984,26.823032,3965.0,5.0,151.0,2.336024,4185.0,55469.0,QSO
242.69041,38.344109,3187.0,1.0,119.0,-0.0001688,3467.0,54999.0,STAR
40.715171,-0.8710552,2820.0,1.0,138.0,0.238614,3650.0,55244.0,GALAXY
177.06139,-2.576618,1140.0,3.0,161.0,0.08589908,329.0,52056.0,GALAXY
15.592855,-1.7429368,2699.0,5.0,71.0,0.9746743,9309.0,58074.0,GALAXY
126.41743,36.348553,6727.0,6.0,104.0,-4.080157e-05,3229.0,54876.0,STAR
180.94781,-2.3312784,1231.0,4.0,78.0,0.08253887,331.0,52368.0,GALAXY
231.72888,-0.54534639,756.0,2.0,774.0,0.5785384,313.0,51673.0,QSO
221.59363,-0.51323355,756.0,2.0,706.0,0.3088337,308.0,51662.0,GALAXY
7.2713349,-0.405016,4263.0,3.0,164.0,0.5330809,4221.0,55443.0,GALAXY
147.35977,-0.62280565,756.0,2.0,211.0,0.5058527,3827.0,55565.0,GALAXY
29.827384,2.1164886,8062.0,3.0,95.0,0.5346109,4271.0,55507.0,GALAXY
347.88264,-0.17862037,4874.0,3.0,340.0,0.02750422,381.0,51811.0,GALAXY
144.02269,43.716396,2830.0,2.0,231.0,-0.000203581,3265.0,54888.0,STAR
31.124566,-1.0584022,4263.0,1.0,323.0,0.1625863,404.0,51812.0,GALAXY
7.43683449999997,0.13169467,4263.0,4.0,165.0,0.4359159,4221.0,55443.0,GALAXY
201.12365,24.780916,5116.0,5.0,199.0,-0.0002749842,3301.0,54939.0,STAR
3.879303,-0.32799154,4263.0,3.0,141.0,0.2147655,389.0,51795.0,GALAXY
184.63623,-2.8935234,1231.0,3.0,103.0,0.112007,333.0,52313.0,GALAXY
29.186893,-2.5504427,7780.0,3.0,97.0,0.7723029,9321.0,58069.0,GALAXY
182.35131,-1.1803515,6793.0,1.0,145.0,0.0001375227,324.0,51666.0,STAR
220.57639,-0.75875035,752.0,2.0,514.0,0.141567,308.0,51662.0,GALAXY
231.84706,-0.82980487,752.0,2.0,590.0,0.1249702,313.0,51673.0,GALAXY
129.19332,49.83839,1331.0,3.0,172.0,0.5299072,3697.0,55290.0,GALAXY
238.53489,14.079317,5330.0,4.0,63.0,0.6262133,3923.0,55325.0,GALAXY
237.22942,11.824583,5326.0,6.0,245.0,0.6097582,4882.0,55721.0,QSO
244.671,7.8177072,5326.0,1.0,299.0,0.4701166,4896.0,55712.0,GALAXY
233.42386,12.662941,5308.0,1.0,275.0,0.5778872,4891.0,55736.0,GALAXY
13.923129,-0.34793632,4263.0,3.0,209.0,0.07519388,394.0,51913.0,GALAXY
121.60472,40.447613,2076.0,3.0,113.0,0.4920962,3803.0,55513.0,GALAXY
188.28626,19.167335,5314.0,2.0,76.0,0.2679786,2612.0,54480.0,GALAXY
128.94201,39.828013,2863.0,1.0,43.0,2.196586,3764.0,55514.0,QSO
226.92191,0.91229562,752.0,6.0,557.0,2.883647e-05,310.0,51990.0,STAR
237.27733,-0.87844638,2334.0,5.0,277.0,0.3410351,342.0,51691.0,GALAXY
16.155806,-1.9530966,7907.0,5.0,179.0,0.8396091,9309.0,58074.0,GALAXY
180.54373,-1.3850533,1140.0,6.0,184.0,0.09899558,331.0,52368.0,GALAXY
233.87553,14.66001,5330.0,2.0,33.0,0.6160079,4892.0,55738.0,GALAXY
221.10413,0.78285197,756.0,5.0,703.0,0.02654304,308.0,51662.0,GALAXY
188.89649,-1.4320591,1140.0,6.0,240.0,0.2353258,335.0,52000.0,GALAXY
34.406465,-1.0008185,4874.0,1.0,651.0,0.9041882,9317.0,58070.0,GALAXY
232.30309,-0.25219668,752.0,3.0,593.0,0.08854482,313.0,51673.0,GALAXY
244.39584,8.4687995,3996.0,5.0,267.0,0.4692013,4896.0,55712.0,GALAXY
39.896741,-3.7957274,7865.0,4.0,181.0,0.8064182,9314.0,57716.0,GALAXY
188.03815,-2.0551095,1231.0,5.0,125.0,8.62141e-05,334.0,51993.0,STAR
185.90574,-1.997349,1231.0,5.0,111.0,0.0653429,333.0,52313.0,GALAXY
180.93027,37.019543,4392.0,3.0,211.0,2.900995,8864.0,57428.0,QSO
348.37266,-0.80201152,4263.0,2.0,38.0,0.05482707,381.0,51811.0,GALAXY
193.87185,-3.4690532,1140.0,1.0,273.0,0.1368223,337.0,51997.0,GALAXY
354.61705,-0.3235549,4263.0,3.0,80.0,0.03599735,384.0,51821.0,GALAXY
147.55886,-0.48471185,756.0,2.0,212.0,0.3595449,3827.0,55565.0,GALAXY
30.017766,1.9709325,7717.0,3.0,530.0,0.5863178,4271.0,55507.0,GALAXY
183.12267,-0.69155842,752.0,2.0,264.0,0.0001858988,323.0,51615.0,STAR
173.63517,-3.4793758,5976.0,5.0,158.0,0.1656737,327.0,52294.0,GALAXY
246.91779,13.065196,4678.0,5.0,302.0,2.526848,4067.0,55361.0,QSO
193.68839,-3.1142399,1231.0,2.0,163.0,0.1718849,337.0,51997.0,GALAXY
190.09548,-3.1260392,1231.0,2.0,139.0,0.1681706,336.0,51999.0,GALAXY
179.35221,-2.4641347,1231.0,4.0,67.0,0.1788948,330.0,52370.0,GALAXY
152.95727,6.7547424,3015.0,4.0,260.0,1.660237,4875.0,55677.0,QSO
228.99418,-0.57919769,756.0,2.0,756.0,0.1003154,312.0,51689.0,GALAXY
136.83484,19.910164,5061.0,1.0,152.0,0.8575851,9563.0,58070.0,GALAXY
225.99942,-0.99737822,2379.0,6.0,112.0,0.8585094,310.0,51990.0,QSO
230.90115,7.22381,3903.0,4.0,330.0,1.579385,4889.0,55709.0,QSO
183.25628,-3.0313891,1140.0,2.0,203.0,0.1105086,332.0,52367.0,GALAXY
219.41469,29.289624,4576.0,2.0,645.0,0.6084403,3873.0,55277.0,GALAXY
227.67187,0.4441709,752.0,5.0,562.0,0.07252388,311.0,51665.0,GALAXY
189.95214,-2.6394249,1140.0,3.0,247.0,0.4662997,335.0,52000.0,GALAXY
164.40672,-1.2564635,6793.0,1.0,25.0,1.780654,3836.0,55302.0,QSO
39.320828,-4.5433399,7881.0,3.0,284.0,0.7607256,9320.0,58069.0,GALAXY
222.77315,-0.6825648,752.0,2.0,529.0,0.5543312,309.0,51994.0,GALAXY
240.68235,7.5732686,3996.0,1.0,245.0,2.786283,4893.0,55709.0,QSO
340.85462,0.44892678,4192.0,5.0,228.0,0.06070039,377.0,52145.0,GALAXY
212.14293,33.929193,4470.0,3.0,165.0,0.6845587,3858.0,55273.0,GALAXY
185.668,-3.4734377,1140.0,1.0,219.0,0.1153616,333.0,52313.0,GALAXY
13.681916,0.39901673,4858.0,4.0,446.0,0.1476154,395.0,51783.0,GALAXY
178.97052,-2.2999381,1231.0,4.0,65.0,0.4092206,330.0,52370.0,GALAXY
208.64781,33.537868,4570.0,5.0,12.0,0.5029074,3861.0,55274.0,GALAXY
233.7638,15.201358,5330.0,3.0,32.0,0.5485733,4892.0,55738.0,GALAXY
44.883754,-4.5597691,7881.0,2.0,321.0,0.8831466,9310.0,57724.0,GALAXY
119.93356,30.050929,2830.0,6.0,75.0,0.7104808,10292.0,58113.0,GALAXY
185.23747,-2.7448955,1231.0,3.0,107.0,0.08089788,333.0,52313.0,GALAXY
32.765009,-0.90940803,4874.0,1.0,640.0,0.8667061,9316.0,58082.0,GALAXY
7.0480226,-0.39825115,4263.0,3.0,163.0,0.06300418,391.0,51782.0,GALAXY
244.67772,14.086519,4678.0,5.0,286.0,0.758244,4074.0,55679.0,GALAXY
182.31711,-3.7408931,1231.0,1.0,87.0,0.05313908,332.0,52367.0,GALAXY
231.35192,0.05992922,752.0,4.0,586.0,-0.000408549,313.0,51673.0,STAR
238.89017,13.918874,5194.0,4.0,809.0,0.002420221,3923.0,55325.0,STAR
136.75765,19.762366,5061.0,1.0,151.0,1.140012,9563.0,58070.0,GALAXY
120.03348,53.6789,4294.0,4.0,98.0,0.000421104,3682.0,55244.0,STAR
182.53329,-0.78084869,6793.0,2.0,146.0,2.096201e-05,324.0,51666.0,STAR
221.39738,-1.0338559,2379.0,6.0,82.0,0.1446976,308.0,51662.0,GALAXY
226.19123,15.323757,5314.0,4.0,319.0,0.06694835,2765.0,54535.0,GALAXY
18.833765,0.87978399,4263.0,6.0,241.0,0.1211249,398.0,51789.0,GALAXY
221.02719,-0.0058517229,756.0,3.0,703.0,0.03429344,308.0,51662.0,GALAXY
153.08351,7.5005372,3015.0,6.0,261.0,0.5139939,4875.0,55677.0,GALAXY
3.829231,-1.1070804,4263.0,1.0,141.0,0.09110869,389.0,51795.0,GALAXY
172.27705,-3.4622749,1140.0,1.0,129.0,0.1357788,326.0,52375.0,GALAXY
181.17755,-3.1479835,1231.0,2.0,80.0,0.3110845,331.0,52368.0,GALAXY
183.90174,-2.759505,1231.0,3.0,98.0,0.1088812,333.0,52313.0,GALAXY
