MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainTomorrow
22.6,27.5,0.0,12.0,0.0,37.0,11.0,13.0,42.0,51.0,1012.5,1010.5,8.0,8.0,24.3,24.0,Yes
14.8,29.5,0.0,3.8,10.9,31.0,9.0,9.0,66.0,25.0,1016.0,1011.7,3.0,1.0,21.0,28.5,No
28.0,34.3,0.0,9.6,11.3,46.0,19.0,33.0,62.0,53.0,1012.3,1007.7,2.0,3.0,30.2,32.9,No
25.1,34.1,0.0,6.2,10.7,41.0,17.0,26.0,69.0,36.0,1010.0,1006.6,5.0,6.0,29.0,33.3,No
27.4,35.3,0.0,7.0,9.9,30.0,9.0,19.0,75.0,62.0,1013.0,1009.0,8.0,2.0,29.4,33.3,No
24.5,30.6,7.0,2.6,2.1,61.0,24.0,19.0,76.0,73.0,1006.6,1004.1,7.0,8.0,29.8,28.7,Yes
20.0,40.0,0.0,10.4,9.8,39.0,20.0,15.0,19.0,7.0,1012.8,1009.7,1.0,6.0,33.3,39.3,No
21.9,39.2,0.0,11.4,11.4,46.0,20.0,20.0,35.0,21.0,1006.5,1002.1,1.0,3.0,28.9,37.0,No
14.6,32.1,0.0,7.4,10.5,41.0,20.0,26.0,35.0,26.0,1017.3,1012.9,1.0,2.0,21.4,31.8,Yes
26.0,33.9,0.0,4.8,11.1,31.0,15.0,17.0,76.0,64.0,1012.3,1008.4,1.0,3.0,28.9,31.1,No
4.1,26.1,0.0,5.2,11.1,31.0,6.0,13.0,26.0,11.0,1023.4,1019.5,0.0,0.0,16.4,25.5,No
11.8,31.1,0.0,11.2,12.7,44.0,19.0,26.0,17.0,4.0,1013.9,1010.5,1.0,1.0,23.2,30.2,No
10.4,17.2,0.0,6.6,0.6,39.0,24.0,26.0,73.0,55.0,1024.9,1021.7,8.0,8.0,13.1,16.5,No
20.7,31.0,0.0,6.4,10.7,35.0,6.0,26.0,64.0,40.0,1014.4,1010.4,4.0,3.0,26.7,30.4,No
18.1,30.5,0.0,6.8,11.0,35.0,19.0,20.0,46.0,26.0,1019.3,1015.4,1.0,0.0,23.7,29.7,No
24.1,33.4,13.8,6.6,5.9,61.0,15.0,7.0,78.0,72.0,1009.1,1005.8,7.0,7.0,28.0,28.6,Yes
23.4,33.9,1.6,5.6,7.9,44.0,11.0,11.0,84.0,49.0,1012.3,1009.2,7.0,6.0,27.8,33.0,No
23.9,33.3,0.0,8.0,10.7,39.0,17.0,24.0,59.0,56.0,1013.7,1009.8,1.0,2.0,28.7,31.2,No
24.2,33.1,0.0,5.8,9.6,35.0,11.0,20.0,77.0,39.0,1012.5,1008.5,4.0,1.0,27.8,32.4,No
15.0,28.9,0.0,3.2,5.7,35.0,22.0,15.0,82.0,42.0,1016.9,1012.0,7.0,7.0,16.6,27.3,No
9.7,30.1,0.0,11.2,12.9,46.0,30.0,13.0,8.0,8.0,1015.3,1010.5,0.0,1.0,22.4,28.6,No
22.7,33.1,0.0,8.0,11.2,41.0,20.0,26.0,58.0,35.0,1011.6,1008.2,0.0,1.0,26.8,32.2,No
8.6,12.6,0.4,0.4,0.0,20.0,7.0,9.0,90.0,71.0,1023.9,1021.5,8.0,7.0,9.2,12.2,No
19.9,34.7,0.0,10.4,7.6,37.0,15.0,7.0,51.0,31.0,1013.4,1009.0,7.0,7.0,26.2,32.7,No
25.8,32.7,2.0,6.0,5.6,48.0,15.0,26.0,75.0,71.0,1005.8,1002.9,7.0,7.0,29.8,30.7,Yes
25.2,31.9,0.2,6.4,6.2,43.0,19.0,28.0,81.0,63.0,1008.9,1005.6,8.0,6.0,28.7,31.5,Yes
24.1,32.2,2.8,5.4,11.2,35.0,17.0,13.0,67.0,39.0,1010.8,1007.4,4.0,2.0,26.8,31.8,No
7.0,19.4,0.0,6.4,10.3,37.0,17.0,17.0,66.0,35.0,1022.4,1019.8,1.0,0.0,12.9,18.7,No
23.3,28.5,88.6,9.4,0.2,52.0,33.0,26.0,94.0,95.0,1005.8,1004.6,8.0,8.0,24.5,25.3,Yes
25.9,32.3,6.4,4.2,11.1,43.0,26.0,30.0,76.0,72.0,1007.0,1004.6,7.0,6.0,29.9,31.4,Yes
20.7,34.0,0.0,7.0,10.9,46.0,13.0,24.0,88.0,49.0,1014.9,1010.9,5.0,1.0,25.4,30.2,No
2.1,22.4,0.0,5.2,11.0,35.0,11.0,20.0,51.0,23.0,1027.2,1023.1,0.0,0.0,12.4,22.0,No
25.1,30.8,0.0,3.2,1.8,30.0,17.0,24.0,83.0,91.0,1011.8,1009.4,7.0,7.0,27.0,26.4,Yes
19.0,30.2,0.0,8.8,11.0,52.0,28.0,17.0,38.0,19.0,1013.4,1009.2,1.0,1.0,22.5,29.6,No
18.9,38.8,0.0,12.0,10.5,44.0,11.0,24.0,18.0,6.0,1012.6,1007.6,4.0,2.0,27.5,38.1,No
18.5,32.1,0.0,5.6,11.1,35.0,11.0,20.0,64.0,46.0,1013.0,1010.4,0.0,0.0,24.7,29.9,No
1.5,22.0,0.0,3.2,9.2,30.0,11.0,11.0,37.0,33.0,1023.3,1020.5,3.0,6.0,12.1,20.6,No
26.2,38.5,0.0,11.4,7.3,33.0,17.0,17.0,28.0,20.0,1009.1,1004.5,7.0,6.0,30.5,37.5,No
23.7,40.5,0.0,12.0,11.3,65.0,24.0,11.0,19.0,10.0,1009.3,1005.0,2.0,6.0,34.5,39.0,No
18.0,38.1,0.0,12.0,11.1,46.0,9.0,30.0,11.0,5.0,1013.1,1009.0,1.0,1.0,30.5,36.7,No
18.0,41.8,0.0,15.2,13.3,43.0,24.0,20.0,10.0,3.0,1008.1,1004.7,1.0,2.0,34.2,40.7,No
24.2,31.9,0.2,4.4,9.3,52.0,20.0,31.0,80.0,64.0,1009.2,1006.2,1.0,4.0,28.4,31.1,Yes
24.1,31.4,21.4,7.6,3.1,35.0,9.0,13.0,79.0,72.0,1007.7,1004.8,7.0,7.0,28.3,30.0,Yes
8.1,26.0,0.0,7.2,7.9,57.0,13.0,41.0,39.0,21.0,1014.0,1008.8,7.0,4.0,14.8,25.5,No
18.3,41.6,0.0,15.2,11.5,41.0,20.0,9.0,10.0,9.0,1009.7,1006.5,1.0,6.0,34.0,38.7,No
18.8,31.8,0.0,6.0,10.8,44.0,17.0,20.0,70.0,37.0,1015.3,1011.2,1.0,5.0,24.8,29.9,No
1.6,22.8,0.0,4.0,10.4,24.0,2.0,11.0,37.0,12.0,1021.4,1017.9,1.0,0.0,13.8,22.4,No
22.5,34.3,0.0,7.4,10.4,50.0,22.0,30.0,44.0,36.0,1013.1,1009.8,1.0,3.0,26.4,33.1,No
22.7,31.4,25.6,7.0,3.4,41.0,7.0,11.0,79.0,93.0,1011.9,1008.5,7.0,7.0,30.4,25.9,Yes
26.2,34.7,9.2,6.6,7.4,37.0,13.0,28.0,70.0,51.0,1009.6,1004.8,4.0,3.0,30.8,34.1,No
10.1,34.7,0.0,10.0,11.9,35.0,19.0,11.0,11.0,4.0,1017.7,1012.1,0.0,0.0,25.1,32.7,No
19.1,34.2,0.0,12.0,11.7,46.0,22.0,24.0,48.0,21.0,1013.8,1010.9,1.0,7.0,26.8,31.9,No
15.8,19.6,15.0,2.4,0.3,35.0,2.0,11.0,92.0,82.0,1015.9,1015.3,7.0,7.0,17.5,18.8,Yes
19.6,36.9,0.0,17.8,12.9,57.0,24.0,31.0,23.0,11.0,1005.6,1002.6,1.0,2.0,30.5,35.1,No
24.3,33.4,0.0,5.4,10.4,30.0,11.0,17.0,76.0,58.0,1011.9,1007.9,6.0,7.0,29.2,32.2,No
24.3,34.5,5.2,2.8,8.6,44.0,9.0,22.0,68.0,43.0,1012.4,1008.1,4.0,3.0,30.0,34.1,Yes
4.6,18.9,0.0,3.0,10.5,22.0,7.0,7.0,86.0,38.0,1023.7,1021.1,0.0,0.0,9.7,18.3,No
23.3,32.9,26.2,3.6,8.7,37.0,15.0,22.0,74.0,52.0,1010.2,1006.7,7.0,8.0,28.3,32.7,No
20.2,33.0,0.0,6.8,11.0,44.0,20.0,20.0,38.0,16.0,1015.1,1010.3,3.0,6.0,23.6,32.4,No
25.5,38.9,0.0,16.0,7.1,50.0,28.0,20.0,35.0,23.0,1009.7,1007.6,6.0,6.0,32.0,34.9,No
23.6,29.9,14.6,1.8,2.8,61.0,30.0,35.0,77.0,71.0,1008.2,1006.5,8.0,7.0,26.7,29.4,Yes
13.0,30.7,0.0,6.0,11.1,37.0,9.0,20.0,62.0,28.0,1016.7,1012.7,0.0,0.0,20.4,29.0,No
19.8,27.0,1.2,3.8,0.2,52.0,13.0,28.0,85.0,77.0,1010.6,1007.6,8.0,8.0,23.1,25.5,Yes
10.8,29.8,0.0,7.8,11.2,48.0,13.0,26.0,35.0,18.0,1020.0,1015.8,0.0,1.0,21.7,29.2,No
22.8,33.2,0.0,5.0,10.7,52.0,20.0,20.0,55.0,40.0,1013.3,1009.8,4.0,4.0,25.9,32.4,No
22.5,33.4,0.0,16.0,12.2,41.0,24.0,19.0,20.0,16.0,1018.7,1014.1,2.0,1.0,25.4,31.5,No
24.8,33.7,0.0,9.0,10.9,30.0,11.0,17.0,64.0,44.0,1015.3,1011.0,3.0,1.0,29.4,33.1,No
19.5,31.8,0.0,6.2,10.6,26.0,9.0,17.0,62.0,58.0,1014.9,1010.7,1.0,1.0,24.8,29.2,No
25.5,34.3,0.4,7.2,7.9,28.0,11.0,19.0,80.0,56.0,1010.2,1007.2,7.0,5.0,28.3,33.3,No
24.4,31.9,0.6,4.2,7.8,35.0,7.0,19.0,77.0,87.0,1013.5,1010.8,7.0,6.0,28.5,27.7,Yes
27.1,33.4,0.0,5.0,6.6,50.0,20.0,17.0,85.0,65.0,1006.7,1004.0,7.0,6.0,28.2,31.9,Yes
17.9,31.4,0.0,7.2,11.0,37.0,20.0,20.0,40.0,27.0,1015.8,1010.7,0.0,0.0,23.1,30.6,No
16.4,31.9,0.0,6.6,11.1,37.0,11.0,20.0,46.0,28.0,1013.7,1009.6,3.0,1.0,23.9,30.4,No
20.1,31.1,0.0,6.4,11.1,33.0,7.0,24.0,73.0,46.0,1015.8,1010.9,1.0,3.0,25.6,29.8,No
16.5,28.5,18.8,10.4,8.9,41.0,13.0,24.0,86.0,40.0,1018.0,1012.8,5.0,4.0,18.8,27.6,No
3.2,19.5,0.0,3.8,9.0,26.0,4.0,15.0,80.0,37.0,1030.0,1026.2,7.0,1.0,10.2,19.2,No
25.3,33.3,0.0,7.2,7.5,37.0,7.0,26.0,77.0,51.0,1013.8,1009.6,6.0,4.0,28.3,32.8,No
25.4,33.2,0.0,6.0,9.9,35.0,15.0,22.0,64.0,51.0,1012.6,1007.5,3.0,2.0,29.5,32.8,No
25.6,32.5,0.0,5.8,5.5,52.0,6.0,26.0,72.0,69.0,1012.4,1008.7,7.0,6.0,30.1,30.0,Yes
-1.2,18.4,0.0,4.4,10.7,39.0,2.0,19.0,54.0,25.0,1026.3,1022.6,0.0,0.0,8.7,17.4,No
26.8,34.6,3.8,4.4,10.3,41.0,15.0,19.0,68.0,38.0,1012.2,1008.4,6.0,7.0,29.6,34.0,No
27.7,32.8,0.0,7.6,9.4,37.0,19.0,28.0,77.0,65.0,1009.1,1005.9,7.0,7.0,30.1,31.5,No
7.1,19.9,0.0,3.2,7.6,41.0,9.0,17.0,48.0,33.0,1017.8,1014.6,5.0,5.0,12.8,18.5,No
21.1,31.8,0.0,8.8,10.4,41.0,24.0,17.0,48.0,27.0,1015.8,1011.8,1.0,1.0,24.6,30.1,No
2.8,25.3,0.0,4.0,10.0,30.0,6.0,11.0,37.0,17.0,1019.6,1016.4,2.0,3.0,12.8,24.9,No
26.5,34.0,0.0,5.2,8.8,54.0,15.0,30.0,73.0,63.0,1009.4,1005.9,6.0,3.0,30.4,33.3,No
27.3,39.6,0.0,17.2,13.0,44.0,31.0,20.0,31.0,21.0,1007.0,1004.6,0.0,1.0,33.2,38.7,No
18.6,24.2,3.8,6.0,1.6,65.0,26.0,28.0,75.0,93.0,1010.1,1006.9,7.0,8.0,20.3,16.4,Yes
25.2,32.5,16.4,7.0,5.8,37.0,9.0,24.0,79.0,73.0,1010.4,1007.9,7.0,7.0,29.6,30.8,Yes
8.2,33.2,0.0,8.0,11.1,35.0,15.0,15.0,15.0,8.0,1015.9,1011.7,0.0,2.0,20.6,32.4,No
24.7,33.1,0.2,6.8,6.6,30.0,13.0,11.0,82.0,62.0,1009.9,1006.5,7.0,7.0,27.6,31.7,Yes
21.8,32.9,0.0,8.6,10.2,37.0,9.0,22.0,65.0,48.0,1013.0,1009.3,3.0,3.0,27.4,31.7,No
25.7,34.2,5.6,1.8,4.2,35.0,17.0,26.0,79.0,60.0,1007.7,1003.3,7.0,7.0,30.2,33.3,No
25.5,33.8,1.2,4.4,9.0,33.0,2.0,15.0,67.0,56.0,1010.4,1006.4,3.0,3.0,31.0,33.3,Yes
26.0,34.6,0.0,6.6,9.8,28.0,11.0,6.0,76.0,49.0,1007.6,1004.7,3.0,7.0,30.1,33.7,No
16.2,28.2,16.6,0.8,10.7,30.0,9.0,22.0,83.0,46.0,1013.9,1010.9,1.0,3.0,21.7,27.2,No
21.7,33.0,30.0,12.2,7.3,63.0,9.0,33.0,79.0,65.0,1003.6,1000.9,7.0,7.0,25.0,25.8,Yes
22.2,33.0,0.0,7.8,10.9,50.0,33.0,28.0,59.0,25.0,1013.3,1009.4,5.0,1.0,25.1,32.1,No
24.9,31.4,18.2,3.0,8.5,30.0,7.0,15.0,90.0,69.0,1009.1,1006.2,7.0,7.0,27.6,30.1,No
17.9,35.8,0.0,5.8,6.5,41.0,6.0,26.0,66.0,15.0,1016.5,1011.4,7.0,5.0,23.0,33.8,No
28.1,29.9,0.0,8.8,0.0,59.0,17.0,9.0,76.0,84.0,1006.8,1005.3,8.0,8.0,29.7,25.6,Yes
23.3,42.5,0.0,11.2,9.2,48.0,31.0,11.0,18.0,11.0,1009.6,1006.9,4.0,5.0,35.2,41.3,No
11.2,28.9,0.0,8.8,11.2,37.0,20.0,15.0,33.0,19.0,1020.1,1015.5,1.0,1.0,21.3,27.4,No
29.1,30.9,0.0,7.0,3.0,52.0,15.0,24.0,77.0,59.0,1011.3,1009.0,7.0,7.0,30.0,29.5,Yes
16.9,32.0,0.0,8.6,11.2,35.0,9.0,19.0,65.0,29.0,1016.8,1012.5,5.0,4.0,25.1,29.5,No
7.3,22.9,0.0,16.0,11.6,37.0,28.0,20.0,18.0,14.0,1021.8,1017.1,0.0,0.0,15.1,22.1,No
18.5,28.5,0.0,8.8,11.1,48.0,26.0,24.0,30.0,17.0,1016.2,1012.2,1.0,1.0,22.2,28.1,No
23.7,32.7,38.0,9.0,7.3,54.0,11.0,30.0,79.0,64.0,1011.6,1008.0,4.0,2.0,30.1,32.3,No
0.3,18.7,0.0,5.0,10.5,41.0,11.0,22.0,62.0,30.0,1025.5,1021.8,1.0,3.0,10.0,18.2,No
16.0,25.3,0.0,5.4,11.0,41.0,28.0,24.0,47.0,41.0,1021.5,1018.3,1.0,1.0,20.4,25.3,No
19.8,34.0,0.0,10.0,7.5,41.0,20.0,9.0,44.0,23.0,1014.4,1009.5,6.0,7.0,26.4,32.4,No
25.1,35.0,0.0,7.6,7.6,69.0,17.0,19.0,42.0,32.0,1007.2,1003.2,6.0,7.0,30.4,34.6,Yes
22.1,32.4,0.0,6.6,10.8,33.0,6.0,24.0,72.0,55.0,1014.4,1010.0,3.0,2.0,27.0,30.9,No
23.8,32.5,0.8,2.6,3.5,31.0,9.0,17.0,83.0,71.0,1010.1,1007.8,7.0,7.0,27.5,30.9,Yes
18.4,19.9,8.8,6.6,0.0,30.0,15.0,17.0,97.0,95.0,1006.5,1004.3,7.0,7.0,18.5,19.2,Yes
13.4,36.2,0.0,8.0,10.3,26.0,15.0,11.0,13.0,9.0,1014.2,1011.1,2.0,6.0,28.3,35.2,No
24.2,33.8,8.0,6.6,8.7,54.0,13.0,15.0,85.0,59.0,1012.2,1008.5,7.0,3.0,27.6,32.8,No
19.8,31.9,0.0,7.0,10.9,43.0,13.0,20.0,69.0,55.0,1015.4,1010.6,2.0,2.0,26.2,28.8,No
13.5,38.4,0.0,11.6,11.9,57.0,26.0,26.0,8.0,6.0,1015.6,1010.9,0.0,0.0,28.8,36.1,No
25.0,31.3,1.8,3.4,4.0,26.0,9.0,13.0,80.0,76.0,1010.1,1006.7,4.0,6.0,29.0,30.5,Yes
14.5,30.5,0.0,7.0,11.2,41.0,24.0,13.0,50.0,15.0,1017.1,1013.5,1.0,2.0,21.3,29.5,No
7.3,22.2,0.0,2.8,7.2,33.0,7.0,19.0,59.0,38.0,1021.3,1017.0,5.0,5.0,12.3,21.5,No
17.4,31.1,0.0,7.0,10.9,30.0,11.0,17.0,65.0,41.0,1015.9,1012.2,1.0,4.0,24.0,30.6,No
21.4,34.1,0.0,22.6,12.7,37.0,26.0,19.0,22.0,23.0,1008.1,1004.1,1.0,1.0,27.9,33.8,No
25.8,32.4,1.4,5.8,6.3,56.0,15.0,22.0,78.0,80.0,1008.5,1005.5,6.0,7.0,29.3,27.3,Yes
25.2,29.9,11.6,1.4,1.1,37.0,9.0,19.0,90.0,90.0,1005.4,1003.8,7.0,8.0,26.8,27.6,Yes
25.0,32.8,7.6,3.6,6.7,41.0,9.0,11.0,78.0,74.0,1006.6,1003.0,6.0,7.0,29.3,28.2,No
5.8,29.9,0.0,6.2,11.2,37.0,19.0,4.0,14.0,9.0,1019.9,1015.1,0.0,0.0,19.4,28.4,No
6.4,30.5,0.0,5.8,11.2,33.0,20.0,9.0,22.0,10.0,1019.1,1015.3,0.0,1.0,21.1,30.0,No
10.8,26.9,0.0,3.6,10.5,22.0,11.0,9.0,65.0,30.0,1019.2,1015.0,1.0,1.0,17.7,25.4,No
20.6,30.8,0.0,5.4,11.2,39.0,24.0,20.0,64.0,42.0,1015.1,1011.0,3.0,4.0,23.7,30.0,No
25.1,34.0,0.0,7.8,11.8,33.0,13.0,26.0,75.0,60.0,1011.7,1008.0,1.0,2.0,29.2,33.2,No
26.0,34.4,8.8,5.8,10.8,33.0,9.0,17.0,72.0,52.0,1008.4,1005.7,7.0,3.0,30.7,34.2,No
18.3,30.9,0.0,8.4,10.8,35.0,20.0,13.0,39.0,22.0,1012.2,1008.5,4.0,7.0,21.2,29.7,No
23.6,32.4,3.4,4.4,10.6,30.0,7.0,19.0,72.0,75.0,1011.8,1008.2,6.0,6.0,29.3,29.5,Yes
25.6,43.0,0.0,13.2,12.9,59.0,11.0,26.0,23.0,11.0,1011.2,1006.7,1.0,6.0,35.9,42.9,No
17.7,31.6,0.0,7.4,11.1,48.0,28.0,30.0,42.0,10.0,1018.5,1013.7,0.0,0.0,21.7,30.4,No
7.9,24.7,0.0,4.0,9.9,37.0,24.0,22.0,54.0,28.0,1019.8,1015.2,1.0,1.0,14.3,24.2,No
10.7,30.2,0.0,11.8,11.1,59.0,11.0,31.0,24.0,14.0,1017.6,1013.6,0.0,1.0,22.6,29.3,No
16.4,31.3,0.0,5.8,10.9,28.0,17.0,15.0,53.0,27.0,1013.0,1009.1,1.0,1.0,21.8,30.5,No
26.3,33.6,0.0,5.4,8.6,69.0,7.0,20.0,68.0,74.0,1010.5,1008.3,3.0,8.0,30.6,29.1,Yes
24.1,32.6,0.0,6.8,10.4,52.0,20.0,24.0,48.0,31.0,1013.3,1010.8,2.0,7.0,27.5,32.3,No
23.4,31.0,43.2,5.6,1.1,69.0,19.0,30.0,94.0,77.0,1006.9,1005.0,8.0,8.0,24.2,29.8,No
23.4,34.8,0.0,11.8,7.2,69.0,15.0,22.0,37.0,35.0,1005.0,1005.2,6.0,7.0,31.3,30.9,No
0.3,18.0,0.0,1.6,10.2,30.0,9.0,15.0,63.0,23.0,1023.1,1020.2,0.0,0.0,9.1,17.5,No
19.9,32.2,0.0,5.8,10.9,31.0,15.0,20.0,70.0,18.0,1013.4,1009.3,2.0,1.0,24.8,31.8,No
8.8,26.1,0.0,3.0,10.2,35.0,6.0,22.0,51.0,20.0,1022.3,1015.9,5.0,1.0,15.5,25.4,No
7.0,22.6,0.0,7.2,10.8,48.0,11.0,24.0,38.0,20.0,1025.5,1021.2,0.0,1.0,15.2,21.8,No
25.7,34.9,0.0,7.6,11.6,39.0,19.0,31.0,67.0,42.0,1011.4,1007.8,2.0,3.0,29.6,34.1,No
10.9,15.1,2.6,2.2,0.0,28.0,6.0,15.0,88.0,81.0,1025.6,1023.1,8.0,8.0,12.6,14.9,No
-0.9,15.9,0.0,4.0,10.9,33.0,7.0,13.0,65.0,25.0,1025.6,1021.4,0.0,0.0,6.7,15.6,No
21.7,37.7,0.0,15.8,13.0,50.0,24.0,28.0,30.0,19.0,1005.4,1003.0,0.0,5.0,31.0,34.9,No
23.1,31.3,12.0,5.2,5.3,31.0,19.0,15.0,53.0,42.0,1012.2,1008.9,7.0,5.0,24.2,30.7,No
16.1,34.6,0.0,11.4,13.0,35.0,11.0,9.0,25.0,17.0,1009.5,1006.0,1.0,1.0,27.3,32.9,No
25.9,33.9,0.2,8.2,10.7,37.0,11.0,24.0,71.0,55.0,1011.9,1008.1,7.0,6.0,29.7,32.5,No
0.9,18.9,0.0,4.2,10.4,24.0,7.0,9.0,50.0,22.0,1023.3,1020.4,0.0,0.0,9.4,18.6,No
26.1,34.0,0.2,4.6,9.7,70.0,13.0,33.0,71.0,68.0,1012.3,1008.4,1.0,7.0,29.8,31.3,Yes
24.4,34.6,4.2,5.2,9.7,46.0,7.0,19.0,82.0,66.0,1011.8,1008.6,5.0,6.0,29.7,32.9,No
12.6,20.3,0.0,7.6,1.1,41.0,4.0,13.0,42.0,61.0,1022.3,1020.3,7.0,7.0,15.8,17.7,No
17.0,22.7,0.0,6.0,0.3,30.0,15.0,9.0,68.0,59.0,1012.3,1010.2,7.0,7.0,18.4,22.5,No
6.8,21.7,0.0,4.0,3.9,44.0,9.0,20.0,69.0,42.0,1016.6,1012.6,3.0,7.0,14.6,21.5,Yes
23.0,32.6,8.2,6.8,7.5,56.0,7.0,15.0,80.0,64.0,1013.4,1008.9,4.0,4.0,27.9,30.0,Yes
17.8,32.1,0.0,8.4,11.2,57.0,17.0,24.0,26.0,10.0,1016.8,1011.6,1.0,1.0,22.0,31.2,No
24.3,32.1,6.8,6.4,6.2,37.0,2.0,15.0,82.0,93.0,1012.3,1009.6,7.0,8.0,27.9,25.2,Yes
22.0,30.6,0.0,11.4,5.8,35.0,24.0,19.0,59.0,38.0,1012.5,1010.0,8.0,3.0,22.8,28.5,No
25.6,32.9,0.0,6.0,9.7,33.0,9.0,20.0,70.0,62.0,1011.4,1008.1,7.0,7.0,30.1,32.1,Yes
22.0,32.3,0.0,5.6,10.6,35.0,19.0,24.0,69.0,44.0,1014.2,1010.7,1.0,5.0,26.7,30.9,No
11.0,26.7,0.0,6.6,10.7,37.0,22.0,15.0,23.0,14.0,1019.9,1013.7,4.0,2.0,16.5,25.1,No
21.5,33.2,0.0,6.6,11.2,43.0,24.0,19.0,50.0,29.0,1016.7,1012.3,0.0,0.0,24.5,32.5,No
18.8,31.5,0.0,6.4,10.9,39.0,19.0,13.0,55.0,31.0,1015.1,1011.3,7.0,3.0,24.3,31.0,No
16.3,33.0,0.0,13.4,13.1,50.0,17.0,26.0,24.0,9.0,1012.7,1009.4,0.0,0.0,25.1,32.3,No
24.1,29.1,4.4,2.8,2.1,37.0,11.0,24.0,82.0,77.0,1005.7,1002.9,7.0,7.0,26.5,28.4,Yes
24.5,33.2,0.0,3.2,6.6,61.0,17.0,11.0,88.0,58.0,1007.3,1003.2,7.0,7.0,26.3,32.2,Yes
24.1,39.2,0.0,13.4,12.1,74.0,11.0,19.0,38.0,22.0,1004.5,1001.1,1.0,4.0,33.0,38.4,No
25.6,34.6,2.2,5.6,9.7,46.0,17.0,20.0,67.0,56.0,1010.1,1005.5,6.0,5.0,29.7,32.8,No
24.5,37.7,0.0,10.8,10.8,39.0,7.0,20.0,45.0,25.0,1008.9,1004.3,1.0,3.0,30.4,37.0,No
24.6,35.1,0.8,8.4,8.3,35.0,15.0,22.0,70.0,28.0,1013.0,1008.5,7.0,1.0,27.8,34.7,No
24.3,33.4,0.0,4.6,8.0,31.0,7.0,19.0,86.0,62.0,1014.4,1010.6,6.0,6.0,25.8,30.5,No
18.0,36.1,0.0,12.2,11.7,63.0,17.0,26.0,25.0,13.0,1015.7,1011.6,1.0,0.0,28.8,33.8,No
23.9,33.2,0.0,6.0,10.6,37.0,26.0,17.0,77.0,43.0,1014.3,1009.7,4.0,3.0,27.6,32.5,No
25.8,31.1,0.0,5.6,3.9,24.0,6.0,13.0,85.0,85.0,1009.0,1006.1,4.0,5.0,28.3,28.0,Yes
22.1,27.1,0.0,16.6,5.1,35.0,20.0,19.0,36.0,40.0,1015.2,1013.0,7.0,7.0,26.0,24.9,No
25.0,33.6,0.0,8.0,9.6,48.0,20.0,30.0,60.0,51.0,1011.9,1008.3,7.0,7.0,28.4,32.4,No
25.1,33.3,0.0,5.8,10.6,33.0,4.0,19.0,69.0,60.0,1012.9,1009.7,3.0,3.0,29.6,32.1,No
22.8,35.7,0.0,8.6,11.5,39.0,11.0,30.0,61.0,47.0,1013.1,1009.1,2.0,1.0,29.2,32.7,No
18.5,26.8,2.8,9.8,9.8,44.0,13.0,15.0,72.0,36.0,1014.6,1012.9,2.0,1.0,22.5,25.6,No
13.9,38.6,0.0,10.8,12.1,37.0,11.0,19.0,8.0,5.0,1015.6,1011.1,0.0,1.0,29.9,37.0,No
0.2,15.8,0.0,4.0,7.0,31.0,6.0,17.0,86.0,41.0,1031.0,1027.2,7.0,0.0,6.0,15.1,No
18.0,32.9,0.0,6.0,9.5,39.0,11.0,20.0,98.0,32.0,1015.5,1011.7,8.0,7.0,21.1,29.7,No
14.6,27.2,0.0,5.8,10.3,44.0,19.0,17.0,40.0,22.0,1015.1,1011.1,5.0,6.0,20.3,26.7,No
17.6,33.7,0.0,12.2,12.6,41.0,28.0,19.0,33.0,16.0,1009.4,1006.0,1.0,0.0,25.2,31.4,No
26.5,33.3,0.0,7.6,6.9,67.0,13.0,19.0,70.0,64.0,1013.3,1008.7,5.0,4.0,30.6,32.2,Yes
22.4,31.4,7.8,7.8,5.6,46.0,9.0,9.0,84.0,54.0,1015.9,1011.4,6.0,5.0,24.8,30.0,Yes
26.7,34.5,0.0,8.0,7.9,52.0,9.0,22.0,67.0,44.0,1012.9,1007.9,3.0,3.0,29.9,33.8,Yes
13.8,27.5,0.0,4.0,7.4,54.0,39.0,28.0,54.0,51.0,1011.2,1008.0,4.0,7.0,21.6,26.4,No
18.0,31.2,0.0,9.6,11.2,30.0,20.0,19.0,30.0,37.0,1014.7,1010.7,6.0,1.0,21.7,28.9,No
16.9,40.8,0.0,11.6,7.7,50.0,13.0,26.0,6.0,4.0,1008.7,1004.8,7.0,7.0,33.4,38.3,No
25.8,33.2,4.0,0.8,10.8,41.0,20.0,30.0,75.0,64.0,1008.0,1004.2,7.0,8.0,30.2,32.4,No
27.2,31.2,0.0,7.8,9.7,39.0,22.0,22.0,68.0,59.0,1009.8,1007.0,6.0,7.0,28.9,30.6,No
25.9,34.1,0.0,6.0,9.1,39.0,13.0,28.0,72.0,50.0,1010.9,1007.6,6.0,7.0,30.2,33.0,No
25.8,34.2,0.0,9.4,9.7,61.0,26.0,28.0,52.0,37.0,1012.9,1009.2,6.0,3.0,27.3,33.6,No
19.3,32.7,0.0,6.2,10.7,39.0,11.0,17.0,66.0,31.0,1018.3,1013.5,2.0,5.0,24.7,32.1,No
