From Bank,To Bank,Amount Received,Amount Paid,Is_Laundering
70.0,25307.0,1457.41,1457.41,0
58138.0,257433.0,12695.72,12695.72,0
21876.0,3460.0,449.75,449.75,0
263186.0,165440.0,56590941.87,56590941.87,0
230595.0,30959.0,3428364.83,3428364.83,0
70.0,25384.0,5234.15,5234.15,0
118.0,270575.0,0.195402,0.195402,0
18355.0,129759.0,1941.1,1941.1,0
70.0,11.0,1849.08,1849.08,0
10876.0,216269.0,182.49,182.49,0
70.0,41542.0,12960.2,12960.2,0
219.0,174391.0,0.017019,0.017019,0
116.0,10.0,6184.83,6184.83,0
270392.0,169804.0,0.277955,0.277955,0
24633.0,65991.0,1408.98,1408.98,0
20.0,349.0,26.82,26.82,0
5394.0,122967.0,42154.88,42154.88,0
148698.0,10.0,935.29,935.29,0
5923.0,113732.0,16330.14,16330.14,0
21939.0,2368.0,112.86,112.86,0
17.0,137117.0,308.06,308.06,0
231651.0,128110.0,2682.55,2682.55,0
48719.0,49014.0,1920.33,1920.33,0
110265.0,115690.0,578.03,578.03,0
118.0,74785.0,0.001723,0.001723,0
1126.0,112438.0,16739.4,16739.4,0
70.0,147509.0,57393.86,57393.86,0
15745.0,216654.0,32840.85,32840.85,0
257433.0,158927.0,19322.75,19322.75,0
13.0,20511.0,8813.77,8813.77,0
14172.0,6971.0,12.56,12.56,0
63940.0,263186.0,360971.1,360971.1,0
5082.0,33599.0,173080.45,173080.45,0
121335.0,258504.0,10359.66,10359.66,0
19.0,41428.0,0.41,0.41,0
123800.0,224371.0,16451.74,16451.74,0
214.0,273006.0,10.113315,10.113315,0
70.0,5436.0,101.97,101.97,0
41126.0,11.0,136.73,136.73,0
72.0,2.0,295971.57,295971.57,0
4308.0,219760.0,157.35,157.35,0
24070.0,120229.0,4.71,4.71,0
214.0,170566.0,0.0022,0.0022,0
12386.0,25400.0,166.44,166.44,0
5893.0,9096.0,125.73,125.73,0
1422.0,1291.0,174.51,174.51,0
70.0,223113.0,774.0,774.0,0
285.0,132556.0,19991.66,19991.66,0
217862.0,21063.0,227.67,227.67,0
213.0,58138.0,5775.78,5775.78,0
258461.0,159167.0,6351.82,6351.82,0
13474.0,272717.0,1e-06,1e-06,0
23410.0,3718.0,2569.08,2569.08,0
212418.0,145507.0,404.11,404.11,0
70.0,136932.0,9545.96,9545.96,0
69314.0,171723.0,0.010053,0.010053,0
15.0,211524.0,466271.76,466271.76,0
11047.0,246662.0,11121.35,11121.35,0
135558.0,236335.0,425.18,425.18,0
169489.0,169671.0,4.068922,4.068922,0
258606.0,259272.0,113.32,113.32,0
144292.0,3671.0,105.82,105.82,0
21444.0,66647.0,70.64,70.64,0
224699.0,224257.0,40424.15,40424.15,0
118536.0,1439.0,117.49,117.49,0
29592.0,215557.0,108005.29,108005.29,0
118.0,169261.0,2.465799,2.465799,0
70.0,263625.0,1737.7,1737.7,0
119732.0,2.0,275343.57,275343.57,0
225547.0,124476.0,479.7,479.7,0
0.0,218587.0,527.82,527.82,0
22224.0,8318.0,647.45,647.45,0
14.0,6090.0,43.66,43.66,0
72.0,119732.0,11306.44,11306.44,0
222654.0,18520.0,467.09,467.09,0
1.0,115216.0,717.43,717.43,0
18396.0,118293.0,965.89,965.89,0
64657.0,65300.0,35449.62,35449.62,0
25.0,119699.0,9278.96,9278.96,0
117521.0,17319.0,1246.3,1246.3,0
169335.0,171316.0,0.02744,0.02744,0
1720.0,0.0,128.95,128.95,0
2.0,23539.0,3424.63,3424.63,0
1110.0,23041.0,239.89,239.89,0
26.0,28335.0,7913.12,7913.12,0
214.0,151037.0,2667.23,2667.23,0
44253.0,144936.0,200.12,200.12,0
25526.0,22595.0,4336.2,4336.2,0
11437.0,14620.0,108.91,108.91,0
19.0,23.0,349137.07,349137.07,0
0.0,23848.0,526.44,526.44,0
14172.0,14003.0,49.0,49.0,0
7082.0,7080.0,64952.94,64952.94,0
12503.0,27868.0,169.08,169.08,0
15400.0,0.0,5168.44,5168.44,0
24523.0,122459.0,8209.03,8209.03,0
14.0,423.0,34.93,34.93,0
20.0,11.0,1921.29,1921.29,0
12101.0,141558.0,18186.18,18186.18,0
59847.0,258799.0,24896.19,24896.19,0
20.0,498.0,2104.44,2104.44,0
14620.0,14172.0,1344.79,1344.79,0
19521.0,10488.0,751550.43,751550.43,0
211362.0,138920.0,1733.46,1733.46,0
59847.0,259116.0,1099.61,1099.61,0
70.0,229619.0,373.8,373.8,0
22264.0,5082.0,2924.59,2924.59,0
239436.0,255229.0,1131.04,1131.04,0
211.0,153802.0,7558537.84,7558537.84,0
24029.0,217519.0,666.41,666.41,0
423.0,220164.0,1477.16,1477.16,0
122459.0,22129.0,191.89,191.89,0
531.0,119593.0,356.34,356.34,0
11047.0,62734.0,820.37,820.37,0
1639.0,1807.0,54856054.51,54856054.51,0
70.0,8811.0,3418.43,3418.43,0
29640.0,118066.0,226172.23,226172.23,0
70.0,21876.0,3105.32,3105.32,0
152768.0,52788.0,35847.24,35847.24,0
19.0,40904.0,785.43,785.43,0
498.0,14652.0,109.79,109.79,0
14640.0,24029.0,18.1,18.1,0
113.0,258630.0,7998.03,7998.03,0
122416.0,24562.0,480.91,480.91,0
110821.0,1110.0,5596.9,5596.9,0
16.0,27.0,165817.7,165817.7,0
7.0,29.0,282.56,282.56,0
12.0,5923.0,4202.61,4202.61,0
211018.0,128948.0,327.47,327.47,0
40904.0,212.0,7418.08,7418.08,0
10461.0,9976.0,55131262.32,55131262.32,0
141465.0,142342.0,573.39,573.39,0
69289.0,217.0,345.095428,345.095428,0
269312.0,74785.0,0.078904,0.078904,0
20.0,1776.0,57.28,57.28,0
425.0,1720.0,73.02,73.02,0
120336.0,28644.0,726.77,726.77,0
5621.0,137946.0,53.98,53.98,0
692.0,11016.0,12839.11,12839.11,0
17059.0,6090.0,63.52,63.52,0
5383.0,135807.0,160.44,160.44,0
13474.0,21647.0,3404.19,3404.19,0
20.0,212418.0,394.09,394.09,0
225412.0,225628.0,9595.13,9595.13,0
11.0,41019.0,1294.58,1294.58,0
215820.0,215820.0,526892.0,449649.63,0
116342.0,6045.0,80.97,80.97,0
70.0,216.0,84167.98,84167.98,0
1639.0,27155.0,1779.15,1779.15,0
15.0,240554.0,896.02,896.02,0
231908.0,24029.0,181390.51,181390.51,0
216.0,66415.0,71162.11,71162.11,0
70.0,12307.0,390.55,390.55,0
225265.0,21048.0,60.16,60.16,0
118763.0,237428.0,614.85,614.85,0
1422.0,1291.0,68.68,68.68,0
19413.0,2.0,329551.78,329551.78,0
163897.0,217.0,8525.62,8525.62,0
215514.0,13354.0,4267.65,4267.65,0
14652.0,123519.0,1.69,1.69,0
1277.0,22595.0,5743.31,5743.31,0
5724.0,247039.0,158.82,158.82,0
10.0,135933.0,497.22,497.22,0
219.0,17.0,95.23,95.23,0
169489.0,270010.0,0.078087,0.078087,0
21414.0,531.0,21.9,21.9,0
34117.0,3653.0,3315.92,3315.92,0
15885.0,110299.0,847.84,847.84,0
219.0,253851.0,12434.49,12434.49,0
231651.0,31373.0,2118.4,2118.4,0
3.0,4308.0,612.56,612.56,0
216.0,164686.0,560070.86,560070.86,0
135558.0,38023.0,176.67,176.67,0
19836.0,117912.0,3036.28,3036.28,0
3460.0,139296.0,112.33,112.33,0
11255.0,11255.0,17967.75,21054.31,0
16298.0,6829.0,559.89,559.89,0
257741.0,157937.0,563.26,563.26,0
149962.0,67503.0,35428.87,35428.87,0
70.0,136311.0,2940.78,2940.78,0
21647.0,115966.0,1797.47,1797.47,0
70.0,15763.0,64398.65,64398.65,0
249566.0,249892.0,235.79,235.79,0
23319.0,13354.0,4553.51,4553.51,0
20.0,214107.0,1261.18,1261.18,0
7082.0,9096.0,32597.22,32597.22,0
14.0,213.0,4091.09,4091.09,0
72475.0,70997.0,0.008515,0.008515,0
248623.0,248739.0,942.01,942.01,0
215478.0,215278.0,6345.77,6345.77,0
213.0,257433.0,19314.62,19314.62,0
11495.0,1120.0,7328.03,7328.03,0
241204.0,241036.0,347.69,347.69,0
148698.0,210.0,3937.14,3937.14,0
5312.0,8087.0,921.12,921.12,0
14408.0,27234.0,2493.28,2493.28,0
35777.0,39518.0,22011.79,22011.79,0
19.0,231975.0,137137.49,137137.49,0
70.0,111615.0,9309.55,9309.55,0
118293.0,5981.0,10552.95,10552.95,0
6829.0,129074.0,94.87,94.87,0
20.0,156306.0,1349.59,1349.59,0
120478.0,115332.0,474.81,474.81,0
48055.0,11.0,1262.91,1262.91,0
130593.0,122416.0,2839.92,2839.92,0
17180.0,21461.0,288730.82,288730.82,0
124682.0,226290.0,835.75,835.75,0
118.0,70846.0,0.128505,0.128505,0
130593.0,11314.0,17302.21,17302.21,0
15885.0,110299.0,68.18,68.18,0
214.0,20.0,5.310143,5.310143,0
70.0,125222.0,2638.77,2638.77,0
24317.0,18084.0,163.27,163.27,0
600.0,11.0,465.51,465.51,0
211374.0,22595.0,67.15,67.15,0
2368.0,11701.0,22757.1,22757.1,0
245681.0,1135.0,3749.39,3749.39,0
72.0,123260.0,1100539.43,1100539.43,0
18624.0,4308.0,1255.88,1255.88,0
216.0,263025.0,8250.39,8250.39,0
215766.0,136360.0,597.58,597.58,0
23760.0,19561.0,291.64,291.64,0
3.0,1835.0,7170.81,7170.81,0
15783.0,231039.0,340.33,340.33,0
600.0,14195.0,1733.34,1733.34,0
12.0,5893.0,364.58,364.58,0
10.0,49411.0,432.71,432.71,0
0.0,27868.0,4304.42,4304.42,0
8811.0,8811.0,4572.77,1155.58,0
425.0,5312.0,12.48,12.48,0
11661.0,113213.0,60.12,60.12,0
12202.0,150317.0,5765.25,5765.25,0
25892.0,225606.0,29379.03,29379.03,0
1231.0,531.0,0.12,0.12,0
2293.0,13590.0,1251.5,1251.5,0
219760.0,245509.0,495.87,495.87,0
2514.0,215505.0,2022.13,2022.13,0
115.0,1199.0,21889.55,21889.55,0
263431.0,67812.0,6883.8,6883.8,0
33747.0,67503.0,12481.26,12481.26,0
2.0,23033.0,22419.08,22419.08,0
22129.0,214342.0,501.7,501.7,0
8.0,24.0,243.82,243.82,0
253721.0,211.0,2014.97,2014.97,0
216.0,216.0,291.82,291.82,0
5436.0,6269.0,144.28,144.28,0
70.0,19419.0,19.99,19.99,0
498.0,138920.0,13871.85,13871.85,0
12274.0,3671.0,341291.14,341291.14,0
54266.0,53937.0,43500.26,43500.26,0
70.0,20.0,0.369646,0.369646,0
13210.0,113002.0,28618.98,28618.98,0
152907.0,252477.0,4811.31,4811.31,0
59524.0,260288.0,406.58,406.58,0
11.0,14.0,1664626.58,1664626.58,0
12055.0,600.0,215.87,215.87,0
70.0,25885.0,588.99,588.99,0
11222.0,257433.0,173116.26,173116.26,0
1291.0,13703.0,794.28,794.28,0
11.0,11.0,1625.29,1625.29,0
215766.0,136360.0,768.65,768.65,0
70.0,237428.0,614.94,614.94,0
20.0,14003.0,5.01,5.01,0
115114.0,115114.0,216.12,253.25,0
112357.0,138920.0,1475.83,1475.83,0
216.0,167131.0,320.42,320.42,0
1126.0,212529.0,273.5,273.5,0
5.0,14.0,9041.19,9041.19,0
14.0,24202.0,124047.52,124047.52,0
5082.0,117521.0,3097.02,3097.02,0
245729.0,41014.0,6068.49,6068.49,0
5312.0,162861.0,158.53,158.53,0
69314.0,214.0,0.155375,0.155375,0
63834.0,64057.0,1813.85,1813.85,0
21876.0,14213.0,24.71,24.71,0
63834.0,165440.0,11146.9,11146.9,0
14172.0,14003.0,759.65,759.65,0
27836.0,19413.0,276896.57,276896.57,0
23410.0,219975.0,2788.94,2788.94,0
349.0,18084.0,299.7,299.7,0
70.0,20592.0,67772.81,67772.81,0
70.0,20592.0,14867.05,14867.05,0
423.0,11314.0,114.16,114.16,0
25307.0,14195.0,3331.35,3331.35,0
217.0,68159.0,199.48,199.48,0
215.0,146768.0,32403.22,32403.22,0
1394.0,43217.0,43.46,43.46,0
2514.0,1126.0,282.34,282.34,0
70.0,212730.0,13646.08,13646.08,0
219788.0,246342.0,8.19,8.19,0
5294.0,110851.0,3822.01,3822.01,0
219054.0,29264.0,25909.04,25909.04,0
15109.0,27868.0,36652.49,36652.49,0
148698.0,11.0,10883.71,10883.71,0
5923.0,26922.0,2157.69,2157.69,0
12274.0,5082.0,1435.94,1435.94,0
217862.0,21063.0,123.34,123.34,0
15607.0,27737.0,160.0,160.0,0
3597.0,11265.0,944.25,944.25,0
11495.0,1120.0,2179.9,2179.9,0
70.0,28335.0,99.32,99.32,0
425.0,24027.0,9544.13,9544.13,0
22661.0,252222.0,18033.28,18033.28,0
70.0,21939.0,1517.73,1517.73,0
28168.0,16263.0,23.34,23.34,0
38023.0,136606.0,851.61,851.61,0
19.0,27.0,13104.37,13104.37,0
126688.0,11047.0,114.12,114.12,0
12.0,26.0,3882.82,3882.82,0
41126.0,11.0,180.93,180.93,0
170558.0,275798.0,0.034277,0.034277,0
11.0,1595.0,79.36,79.36,0
2514.0,12386.0,274.8,274.8,0
217.0,166753.0,7025.46,7025.46,0
9096.0,71535.0,5e-06,5e-06,0
136009.0,137293.0,6.47,6.47,0
170943.0,171474.0,0.608436,0.608436,0
141846.0,110.0,769.77,769.77,0
3.0,11.0,12.49,12.49,0
70.0,11.0,168126.77,168126.77,0
17768.0,113816.0,7396.26,7396.26,0
11222.0,20.0,357.21,357.21,0
214.0,148894.0,6662.52,6662.52,0
1231.0,531.0,0.04,0.04,0
70.0,21393.0,105.78,105.78,0
231908.0,154810.0,6.05,6.05,0
14.0,113.0,3962.37,3962.37,0
141204.0,41542.0,41837.87,41837.87,0
11.0,12503.0,1185.74,1185.74,0
70.0,127568.0,711.98,711.98,0
70.0,152768.0,102.06,102.06,0
22481.0,31188.0,72.64,72.64,0
212.0,142231.0,2857.31,2857.31,0
19413.0,2.0,302367.74,302367.74,0
124304.0,24869.0,28072.32,28072.32,0
26.0,692.0,5460.18,5460.18,0
14620.0,1776.0,656.71,656.71,0
19931.0,110299.0,170479.96,170479.96,0
70.0,239440.0,345.29,345.29,0
136311.0,17.0,47.32,47.32,0
214.0,151944.0,4859.84,4859.84,0
224371.0,25526.0,21203.35,21203.35,0
25.0,29.0,9353.44,9353.44,0
1291.0,21414.0,210.41,210.41,0
5617.0,17831.0,43.3,43.3,0
70.0,119699.0,1635287.56,1635287.56,0
23726.0,15516.0,514.92,514.92,0
12.0,17891.0,169633.4,169633.4,0
11265.0,22129.0,1270.93,1270.93,0
137117.0,138426.0,777.94,777.94,0
0.0,12386.0,5958.34,5958.34,0
215456.0,215456.0,30769.97,8202.92,0
1390.0,229637.0,499.55,499.55,0
23033.0,23033.0,97630.76,97630.76,0
27234.0,116473.0,303.46,303.46,0
263431.0,164686.0,9165.3,9165.3,0
269312.0,270575.0,157.499074,157.499074,0
217087.0,17096.0,129466.89,129466.89,0
20737.0,44720.0,7491.02,7491.02,0
215128.0,12101.0,4981.29,4981.29,0
269999.0,270392.0,0.059839,0.059839,0
5082.0,211018.0,81.35,81.35,0
221493.0,222332.0,900043.01,900043.01,0
2692.0,11661.0,7401.53,7401.53,0
2196.0,24216.0,14660.64,14660.64,0
153802.0,252477.0,178.43,178.43,0
29592.0,116914.0,2462223.81,2462223.81,0
212.0,212.0,208.12,208.12,0
70.0,10.0,1524.55,1524.55,0
3.0,1776.0,1177.67,1177.67,0
70.0,221493.0,848077.35,848077.35,0
216.0,265862.0,5259.98,5259.98,0
423.0,220164.0,636.03,636.03,0
11255.0,12055.0,12475.21,12475.21,0
243246.0,128098.0,65341.92,65341.92,0
19.0,41428.0,7.69,7.69,0
116.0,48858.0,6691.92,6691.92,0
219.0,217.0,0.399415,0.399415,0
19.0,132300.0,8429.89,8429.89,0
28335.0,110682.0,21950.3,21950.3,0
70.0,69465.0,0.039351,0.039351,0
20.0,214107.0,438.12,438.12,0
29.0,233282.0,768.5,768.5,0
141465.0,241204.0,182.35,182.35,0
2.0,25526.0,5311.76,5311.76,0
18270.0,21260.0,58924.92,58924.92,0
54504.0,53937.0,490.77,490.77,0
5572.0,239632.0,857.83,857.83,0
110134.0,213469.0,440.22,440.22,0
210.0,148698.0,547.27,547.27,0
47060.0,36830.0,383.16,383.16,0
423.0,0.0,1663.22,1663.22,0
5893.0,12.0,156846.6,156846.6,0
23.0,18.0,10583.43,10583.43,0
498.0,25856.0,7275.12,7275.12,0
53736.0,152768.0,34.31,34.31,0
241204.0,41126.0,114601.45,114601.45,0
153802.0,252477.0,162.03,162.03,0
5082.0,229425.0,959.4,959.4,0
1639.0,22661.0,856.91,856.91,0
70.0,28335.0,56.97,56.97,0
52898.0,17.0,19.89,19.89,0
70.0,18.0,24255.4,24255.4,0
21063.0,115966.0,1460.7,1460.7,0
135744.0,21566.0,447292.57,447292.57,0
600.0,12274.0,54181.36,54181.36,0
425.0,227006.0,386.87,386.87,0
5893.0,5923.0,8123.51,8123.51,0
69289.0,70426.0,0.018775,0.018775,0
148894.0,10.0,8398.44,8398.44,0
129044.0,254302.0,363.56,363.56,0
25892.0,28370.0,232.79,232.79,0
11.0,42275.0,230.0,230.0,0
285.0,23.0,416185.05,416185.05,0
215278.0,117946.0,897489.87,897489.87,0
70.0,123440.0,207.4,207.4,0
1639.0,19182.0,3972.85,3972.85,0
133372.0,33370.0,1259.52,1259.52,0
0.0,7249.0,80.06,80.06,0
115966.0,65991.0,511.78,511.78,0
133372.0,33858.0,1050.7,1050.7,0
42130.0,143121.0,580.07,580.07,0
71399.0,273635.0,1.414219,1.414219,0
7.0,29.0,877.62,877.62,0
17768.0,7080.0,14686.98,14686.98,0
133372.0,33370.0,493.84,493.84,0
50707.0,151037.0,995.16,995.16,0
233282.0,134326.0,180.42,180.42,0
72475.0,272773.0,0.187281,0.187281,0
214342.0,219975.0,1399.57,1399.57,0
269329.0,70997.0,0.183331,0.183331,0
27.0,692.0,795.98,795.98,0
5571.0,66930.0,53363.95,53363.95,0
216.0,263186.0,8513.07,8513.07,0
18491.0,498.0,2433.21,2433.21,0
211.0,17.0,11230.42,11230.42,0
217.0,115.0,485.46,485.46,0
70.0,23726.0,24.86,24.86,0
11016.0,211860.0,4142.11,4142.11,0
16.0,135925.0,159416.16,159416.16,0
70.0,217519.0,1359868.35,1359868.35,0
248623.0,249331.0,70.7,70.7,0
19419.0,33881.0,61.26,61.26,0
1120.0,4790.0,220463.32,220463.32,0
349.0,115216.0,131.61,131.61,0
2545.0,144308.0,6755.57,6755.57,0
20.0,24029.0,22.22,22.22,0
12592.0,5617.0,49.77,49.77,0
270308.0,269312.0,0.135752,0.135752,0
258461.0,159167.0,5556.79,5556.79,0
216.0,63940.0,3045.61,3045.61,0
22435.0,14162.0,1068.25,1068.25,0
19414.0,23494.0,196747.57,196747.57,0
63940.0,264772.0,86661.73,86661.73,0
22185.0,22185.0,4126.58,616.13,0
5923.0,12.0,169923.56,169923.56,0
16293.0,227006.0,3139.17,3139.17,0
12202.0,17319.0,7756163.54,7756163.54,0
21260.0,8106.0,275.12,275.12,0
5571.0,31653.0,16444.63,16444.63,0
5893.0,211860.0,12164.9,12164.9,0
3100.0,22595.0,4784.89,4784.89,0
59954.0,60842.0,53.62,53.62,0
425.0,498.0,410.75,410.75,0
10073.0,27.0,995.33,995.33,0
29.0,134053.0,7845.41,7845.41,0
52914.0,53933.0,25.63,25.63,0
11.0,26922.0,384.89,384.89,0
1126.0,218604.0,66.33,66.33,0
233064.0,233186.0,22104.57,22104.57,0
22264.0,600.0,390.04,390.04,0
115.0,1199.0,85.44,85.44,0
22124.0,24778.0,145.4,145.4,0
117694.0,143569.0,29.61,29.61,0
141465.0,142146.0,101.56,101.56,0
19182.0,18903.0,0.84,0.84,0
1135.0,14.0,65119.38,65119.38,0
241256.0,141465.0,22.65,22.65,0
70.0,42234.0,123567.19,123567.19,0
149453.0,249892.0,6055.16,6055.16,0
70.0,7080.0,25464.97,25464.97,0
1217.0,224.0,127.37,127.37,0
52914.0,154228.0,1021.27,1021.27,0
11.0,136136.0,132.62,132.62,0
263025.0,168420.0,1527.17,1527.17,0
248623.0,249331.0,159.06,159.06,0
27.0,211564.0,336032.31,336032.31,0
210.0,210.0,1308.21,1308.21,0
23642.0,23544.0,118310.8,118310.8,0
170943.0,270575.0,0.254888,0.254888,0
216.0,164730.0,228.24,228.24,0
20.0,425.0,4.29,4.29,0
17579.0,118159.0,1806785.39,1806785.39,0
0.0,7249.0,188.3,188.3,0
27915.0,31635.0,931.34,931.34,0
24523.0,122459.0,3280.19,3280.19,0
70.0,24.0,3149.65,3149.65,0
226290.0,21438.0,7.63,7.63,0
126413.0,19589.0,733.51,733.51,0
135925.0,235676.0,24888.03,24888.03,0
21444.0,138920.0,2523.53,2523.53,0
2514.0,24027.0,496.99,496.99,0
692.0,211564.0,1547.68,1547.68,0
11255.0,34117.0,1183.03,1183.03,0
23.0,30959.0,982038.08,982038.08,0
235676.0,138237.0,821.0,821.0,0
216.0,216.0,85.41,85.41,0
19.0,46228.0,836.29,836.29,0
15885.0,112685.0,175.69,175.69,0
11046.0,27967.0,188.3,188.3,0
23571.0,24317.0,4106.43,4106.43,0
27155.0,140626.0,7191.6,7191.6,0
20.0,20.0,0.052086,0.052086,0
24633.0,65991.0,464.87,464.87,0
5571.0,66930.0,373248.21,373248.21,0
692.0,5923.0,55019.76,55019.76,0
4894.0,115771.0,192.13,192.13,0
212.0,41335.0,724.06,724.06,0
21393.0,234992.0,37.67,37.67,0
148040.0,147325.0,370.79,370.79,0
70.0,20.0,0.48535,0.48535,0
5855.0,256833.0,1820.73,1820.73,0
215620.0,19836.0,2452.06,2452.06,0
214.0,50707.0,4625.64,4625.64,0
116473.0,22106.0,3.45,3.45,0
70.0,2860.0,2074.37,2074.37,0
173457.0,171316.0,0.129854,0.129854,0
148894.0,248739.0,2642.03,2642.03,0
245681.0,46228.0,104113.78,104113.78,0
130803.0,231908.0,57.78,57.78,0
156297.0,138920.0,1776.99,1776.99,0
34117.0,31653.0,97405.69,97405.69,0
169261.0,173457.0,0.021701,0.021701,0
18.0,265862.0,1733.13,1733.13,0
27436.0,2692.0,454.35,454.35,0
18890.0,11968.0,73.93,73.93,0
170412.0,169489.0,0.060849,0.060849,0
27436.0,212529.0,60.71,60.71,0
17180.0,17579.0,1380658.93,1380658.93,0
72.0,23486.0,36265.39,36265.39,0
13821.0,28958.0,206.56,206.56,0
20.0,1639.0,203238.84,203238.84,0
236872.0,131371.0,96.99,96.99,0
211018.0,128948.0,594.78,594.78,0
21260.0,2368.0,432.19,432.19,0
18270.0,21260.0,10405.3,10405.3,0
16505.0,6090.0,6407.21,6407.21,0
7.0,233282.0,517.0,517.0,0
24216.0,116703.0,85.4,85.4,0
110856.0,119927.0,1144.64,1144.64,0
70.0,11.0,1665.79,1665.79,0
23642.0,28767.0,3360.78,3360.78,0
115966.0,23319.0,708.62,708.62,0
1.0,137029.0,27310.66,27310.66,0
252390.0,135744.0,966.9,966.9,0
224237.0,128682.0,0.269681,0.269681,0
1812.0,220015.0,541.58,541.58,0
1120.0,27356.0,47187.59,47187.59,0
16934.0,230233.0,38.8,38.8,0
230595.0,32755.0,3785.62,3785.62,0
270372.0,70850.0,120.17312,120.17312,0
3202.0,118314.0,73.17,73.17,0
219705.0,259720.0,3919.61,3919.61,0
113.0,158927.0,1076.76,1076.76,0
12055.0,21444.0,128.13,128.13,0
11.0,220188.0,3570.13,3570.13,0
164686.0,263186.0,2450.96,2450.96,0
4.0,15726.0,531553.73,531553.73,0
23.0,16.0,3747.6,3747.6,0
70.0,217519.0,230986.1,230986.1,0
214867.0,249349.0,83.03,83.03,0
70.0,148698.0,8714.98,8714.98,0
24027.0,5981.0,174.91,174.91,0
15680.0,238579.0,850.58,850.58,0
1807.0,116473.0,288.0,288.0,0
211012.0,211012.0,200.85,200.85,0
15783.0,215766.0,249.8,249.8,0
133936.0,35358.0,8.51,8.51,0
130826.0,253116.0,83.88,83.88,0
0.0,120229.0,290.37,290.37,0
1390.0,4308.0,48.73,48.73,0
600.0,48055.0,150.56,150.56,0
24027.0,5981.0,182.62,182.62,0
113213.0,18747.0,1226.99,1226.99,0
141204.0,41542.0,46595.09,46595.09,0
253851.0,253721.0,76.81,76.81,0
1390.0,220270.0,1.94,1.94,0
11265.0,24999.0,213.96,213.96,0
22129.0,425.0,22.29,22.29,0
70.0,24633.0,34.44,34.44,0
24317.0,18084.0,813.91,813.91,0
22264.0,5724.0,1512.13,1512.13,0
259272.0,260228.0,4814.0,4814.0,0
19104.0,26.0,1108.36,1108.36,0
2860.0,13354.0,188.78,188.78,0
19856.0,17180.0,68605.33,68605.33,0
1776.0,24643.0,258.8,258.8,0
34117.0,31653.0,2383.84,2383.84,0
14652.0,423.0,9599.37,9599.37,0
112.0,259272.0,99.49,99.49,0
70.0,110134.0,1589.61,1589.61,0
70.0,5436.0,455.7,455.7,0
70.0,119699.0,4363385.87,4363385.87,0
148698.0,116.0,1942.68,1942.68,0
21414.0,218057.0,67202.45,67202.45,0
116914.0,215278.0,5009039.41,5009039.41,0
1422.0,1291.0,62.58,62.58,0
26272.0,40009.0,73556.86,73556.86,0
70846.0,70997.0,0.147996,0.147996,0
7058.0,25307.0,16.31,16.31,0
142513.0,243063.0,366.84,366.84,0
2.0,2.0,175631.84,175631.84,0
116914.0,117286.0,145092.28,145092.28,0
1217.0,23319.0,146.71,146.71,0
72.0,2.0,185799.68,185799.68,0
70.0,258630.0,869.11,869.11,0
129589.0,25304.0,25.26,25.26,0
1199.0,60175.0,2304.78,2304.78,0
149453.0,248575.0,835.72,835.72,0
425.0,5082.0,18.71,18.71,0
223281.0,25235.0,7753.91,7753.91,0
14851.0,24070.0,24798.75,24798.75,0
70.0,110134.0,2342.99,2342.99,0
119174.0,142716.0,1164.7,1164.7,0
18671.0,253043.0,111.66,111.66,0
228147.0,122416.0,250.57,250.57,0
22185.0,19085.0,399.52,399.52,0
70.0,49096.0,13623.87,13623.87,0
252477.0,18.0,1890.42,1890.42,0
41019.0,142223.0,48.99,48.99,0
115114.0,210472.0,33507.14,33507.14,0
24523.0,1120.0,1673.71,1673.71,0
70.0,142513.0,8792.84,8792.84,0
6586.0,3671.0,19716.79,19716.79,0
12274.0,14.0,0.26,0.26,0
70.0,17694.0,268.1,268.1,0
227876.0,118536.0,605.87,605.87,0
16262.0,12.0,1414044.3,1414044.3,0
26.0,215128.0,1613.67,1613.67,0
0.0,6058.0,6191.32,6191.32,0
58138.0,115.0,3203.84,3203.84,0
18747.0,138578.0,8048.26,8048.26,0
19296.0,7249.0,2232.89,2232.89,0
12274.0,17353.0,5174.28,5174.28,0
1199.0,113.0,2550.35,2550.35,0
2514.0,14652.0,23.75,23.75,0
12.0,13395.0,2169.93,2169.93,0
170412.0,174431.0,0.019608,0.019608,0
70.0,14172.0,325.41,325.41,0
213123.0,247593.0,1199.0,1199.0,0
7.0,133372.0,850.23,850.23,0
26922.0,12.0,20654.59,20654.59,0
5893.0,212992.0,6542.33,6542.33,0
169489.0,170566.0,0.056956,0.056956,0
5082.0,17353.0,1691.64,1691.64,0
221284.0,220822.0,1658.26,1658.26,0
169489.0,270010.0,0.011385,0.011385,0
6809.0,247408.0,103.35,103.35,0
6269.0,11437.0,8.23,8.23,0
70.0,0.0,17094.92,17094.92,0
7080.0,112827.0,8796.08,8796.08,0
69289.0,169489.0,0.014278,0.014278,0
27.0,9530.0,1154.01,1154.01,0
15168.0,270870.0,20254.81,20254.81,0
70.0,113579.0,1231.02,1231.02,0
25384.0,14213.0,1606.91,1606.91,0
1807.0,19085.0,1013.91,1013.91,0
15461.0,22026.0,1380.99,1380.99,0
47311.0,122416.0,3821.09,3821.09,0
3653.0,21939.0,186.09,186.09,0
70.0,217242.0,58.64,58.64,0
22547.0,22106.0,364.1,364.1,0
17059.0,219353.0,1661.28,1661.28,0
