ra,dec,run,camcol,field,class,redshift,plate,mjd
13.885827,1.0364361,4263,6,208,GALAXY,0.04208131,395,51783
13.780222,0.95110453,4263,6,208,GALAXY,0.04291344,395,51783
13.61123,0.50580832,4263,5,206,GALAXY,0.2620278,395,51783
13.395426,0.5961255,4263,5,205,GALAXY,0.1462178,395,51783
14.048136,0.68200126,4128,5,217,GALAXY,0.06732104,395,51783
13.466605,0.9136825,4263,6,205,GALAXY,0.1151113,395,51783
13.948164,1.1751313,4858,6,447,GALAXY,0.1065104,395,51783
13.988756,0.79226772,4128,5,216,GALAXY,0.04609277,395,51783
13.186152,0.30255828,2728,4,501,GALAXY,0.1724262,395,51783
13.216514,0.32080264,2728,4,501,GALAXY,0.1152968,395,51783
13.693891,0.42720076,4263,5,207,GALAXY,0.0559438,395,51783
13.438472,-0.22620103,4263,3,205,GALAXY,0.4614726,395,51783
13.953512,0.49421115,4263,5,209,QSO,0.447941,395,51783
13.155659,0.29772276,2728,4,501,GALAXY,0.1158975,395,51783
13.943841,0.3675424,4858,4,447,GALAXY,0.1543792,395,51783
14.066841,0.11011497,4263,4,209,GALAXY,0.04366686,395,51783
14.041215,0.10633334,4263,4,209,GALAXY,0.04464318,395,51783
13.695362,0.33653909,4858,4,446,GALAXY,0.06301744,395,51783
13.495505,-0.10270043,2728,3,503,GALAXY,0.05420609,395,51783
13.76935,0.22281243,4858,4,446,STAR,-0.001507123,395,51783
13.681916,0.39901673,4858,4,446,GALAXY,0.1476154,395,51783
13.926777,-0.22401476,4263,3,209,GALAXY,0.4269486,395,51783
14.109703,0.5751136,4263,5,210,GALAXY,0.08017557,395,51783
14.196089,0.6467994,4128,5,218,GALAXY,0.2181866,395,51783
14.120991,0.77205879,4128,5,217,GALAXY,0.4484531,395,51783
14.086593,0.90615855,4263,6,210,GALAXY,0.0637318,395,51783
14.293623,1.08038,4858,6,450,STAR,-0.0003349414,395,51783
14.095129,1.0941615,4858,6,448,GALAXY,0.05892223,395,51783
14.195519,1.1928614,4858,6,449,GALAXY,0.2517262,395,51783
14.300203,0.79879917,4128,5,219,GALAXY,0.06884131,395,51783
14.107467,0.68064314,4128,5,217,GALAXY,0.06776565,395,51783
14.132628,0.55261889,4263,5,210,GALAXY,0.1159321,395,51783
14.114015,0.62301982,4263,5,210,GALAXY,0.06494033,395,51783
14.184031,0.93523429,4263,6,210,STAR,-8.772745e-06,395,51783
14.225916,0.55206475,4263,5,211,GALAXY,0.1016452,395,51783
14.295411,0.58934359,4263,5,211,GALAXY,0.1979659,395,51783
14.192673,0.18664207,4263,4,210,GALAXY,0.05181456,395,51783
14.203256,0.45702429,4263,5,210,GALAXY,0.3724404,395,51783
14.258707,0.47615525,4263,5,211,GALAXY,0.06663976,395,51783
14.15786,-0.24375346,4263,3,210,GALAXY,0.2760028,395,51783
14.211756,0.32397502,4858,4,449,GALAXY,0.06640106,395,51783
14.181041,0.31570617,4858,4,449,STAR,7.483409e-06,395,51783
14.179674,0.47695144,4263,5,210,GALAXY,0.2981113,395,51783
14.162203,0.47854477,4263,5,210,GALAXY,0.06710125,395,51783
14.298962,-0.055802274,4858,3,450,GALAXY,0.0438787,395,51783
14.291284,0.49372545,4263,5,211,GALAXY,0.3840227,395,51783
14.210883,0.34647207,4858,4,449,GALAXY,0.04209036,395,51783
14.222807,0.063354895,4263,4,211,STAR,3.480733e-05,395,51783
14.282579,0.088951841,4263,4,211,QSO,0.1959461,395,51783
222.00101,-0.30077192,752,3,524,GALAXY,0.08277205,308,51662
222.17077,-0.58505681,756,2,710,GALAXY,0.04314301,308,51662
222.23499,-0.72721039,752,2,525,GALAXY,0.02807129,308,51662
222.13286,-0.36150538,752,3,525,GALAXY,0.2141181,308,51662
222.05013,-0.41590087,756,2,710,GALAXY,0.1306826,308,51662
222.03614,-0.37903463,752,3,524,GALAXY,0.130107,308,51662
222.17001,-0.21369466,752,3,525,GALAXY,0.07529999,308,51662
221.70825,-0.19296513,756,3,707,GALAXY,0.08005132,308,51662
221.69734,-0.39044048,752,3,522,GALAXY,0.2097981,308,51662
221.93194,-0.21319546,752,3,523,GALAXY,0.1384028,308,51662
221.89689,-0.54179731,756,2,709,QSO,0.2168506,308,51662
221.89591,-0.12208121,756,3,709,GALAXY,0.05648409,308,51662
221.82748,-0.53550357,756,2,708,GALAXY,0.1418182,308,51662
221.89541,-0.51579364,756,2,709,GALAXY,0.03441172,308,51662
221.79756,-0.46357227,756,2,708,GALAXY,0.3498908,308,51662
221.97558,-0.6469374,752,2,524,GALAXY,0.1236318,308,51662
221.71664,-0.53531951,756,2,707,GALAXY,0.08422977,308,51662
221.77589,-0.52082025,756,2,708,GALAXY,0.3462461,308,51662
221.78855,-0.74051745,752,2,523,GALAXY,0.04275023,308,51662
221.74941,-0.60499057,756,2,708,STAR,-0.0002464563,308,51662
221.93922,-0.67532366,752,2,524,GALAXY,0.04259245,308,51662
221.85017,-0.40304987,752,3,523,GALAXY,0.1750031,308,51662
221.88794,-0.69985333,752,2,523,GALAXY,0.2104673,308,51662
221.69322,-0.52882105,756,2,707,QSO,0.6985396,308,51662
221.51454,-0.6713486,752,2,521,GALAXY,0.287607,308,51662
221.65662,-0.54597704,756,2,707,GALAXY,0.0565972,308,51662
221.58232,-0.6242136,752,2,521,STAR,1.4384e-05,308,51662
221.6803,-0.67974554,752,2,522,GALAXY,0.2050925,308,51662
221.64347,-0.84954478,756,1,707,GALAXY,0.04161466,308,51662
221.57953,-0.80770947,752,2,521,QSO,1.253967,308,51662
221.54637,-0.22296552,752,3,521,GALAXY,0.005535014,308,51662
221.43593,-0.28750015,752,3,520,QSO,1.780322,308,51662
221.59363,-0.51323355,756,2,706,GALAXY,0.3088337,308,51662
221.4233,-0.56934049,756,2,705,GALAXY,0.5359714,308,51662
221.54757,-0.23841544,752,3,521,GALAXY,0.07997677,308,51662
221.66532,-0.32990508,752,3,522,GALAXY,0.3421,308,51662
221.62491,-0.32971151,752,3,521,GALAXY,0.08260977,308,51662
221.59687,-0.42660302,756,2,707,GALAXY,0.3419955,308,51662
221.35865,-1.0639275,752,1,520,GALAXY,0.3919823,308,51662
221.21237,-0.98278294,2379,6,80,GALAXY,0.04373286,308,51662
221.34532,-1.2114557,752,1,520,GALAXY,0.3483679,308,51662
221.46899,-1.0122385,2379,6,82,GALAXY,0.1308492,308,51662
221.37833,-1.0478666,752,1,520,GALAXY,0.1469558,308,51662
221.37167,-1.1857404,752,1,520,GALAXY,0.0416929,308,51662
221.40129,-1.1761461,752,1,520,QSO,1.59532,308,51662
221.17921,-1.1592154,752,1,518,GALAXY,0.147691,308,51662
221.18303,-1.1307821,752,1,518,GALAXY,0.3911608,308,51662
221.41097,-1.0747125,752,1,520,GALAXY,0.1319248,308,51662
221.16898,-0.99762146,2379,6,80,GALAXY,0.145395,308,51662
221.14943,-1.1383781,752,1,518,GALAXY,0.1486812,308,51662
221.16408,-0.89806377,756,1,704,GALAXY,0.3993733,308,51662
221.166,-1.0846683,752,1,518,GALAXY,0.1031646,308,51662
221.27142,-1.1831068,752,1,519,GALAXY,0.1868382,308,51662
221.1516,-1.0597477,752,1,518,GALAXY,0.1029582,308,51662
221.23195,-0.92381761,756,1,704,GALAXY,0.1475693,308,51662
221.39738,-1.0338559,2379,6,82,GALAXY,0.1446976,308,51662
221.38405,-1.1557975,752,1,520,GALAXY,0.04135537,308,51662
221.38387,-0.5450235,756,2,705,GALAXY,0.05765232,308,51662
221.40816,-0.98429021,2379,6,82,GALAXY,0.1312653,308,51662
221.10715,-0.64978104,752,2,518,QSO,1.633319,308,51662
221.07176,-0.8332733,752,2,518,GALAXY,0.1489377,308,51662
221.31829,-0.90985098,756,1,705,GALAXY,0.1462235,308,51662
220.95179,-0.43330596,756,2,702,GALAXY,0.3052487,308,51662
221.29405,-0.7671177,752,2,519,GALAXY,0.057581,308,51662
221.33833,-0.61501029,756,2,705,GALAXY,0.1023398,308,51662
221.0058,-0.63471274,752,2,517,GALAXY,0.1941386,308,51662
221.37407,-0.10782003,756,3,705,GALAXY,0.2623786,308,51662
220.93144,-0.7267273,752,2,517,GALAXY,0.375682,308,51662
221.36781,-0.12988686,756,3,705,GALAXY,0.2632464,308,51662
221.3872,-0.19267445,756,3,705,GALAXY,0.03989846,308,51662
220.88604,-0.27131089,752,3,516,GALAXY,0.3477391,308,51662
221.40277,-0.20664309,752,3,520,GALAXY,0.2916527,308,51662
221.31488,-0.61104931,756,2,705,GALAXY,0.1024564,308,51662
221.31598,-0.1594907,756,3,705,GALAXY,0.005550537,308,51662
220.99584,-0.96994383,756,1,702,GALAXY,0.1495882,308,51662
221.07696,-1.1051209,752,1,518,GALAXY,0.1479691,308,51662
220.97701,-1.0146625,2379,6,79,GALAXY,0.1433734,308,51662
221.08169,-1.0525052,752,1,518,GALAXY,0.3775651,308,51662
220.94659,-1.0059243,2379,6,79,GALAXY,0.4470815,308,51662
221.07474,-1.0830813,752,1,518,GALAXY,0.04159208,308,51662
221.00939,-0.94707902,756,1,703,GALAXY,0.1487011,308,51662
221.04932,-1.0589923,752,1,518,GALAXY,0.1358411,308,51662
221.10959,-0.9210926,756,1,703,GALAXY,0.1470861,308,51662
221.07974,-0.95592509,756,1,703,GALAXY,0.344208,308,51662
221.12352,-0.90835809,756,1,703,GALAXY,0.1100336,308,51662
221.00637,-1.0248035,2379,6,79,GALAXY,0.3738673,308,51662
220.96956,-0.9018371,756,1,702,GALAXY,0.1443632,308,51662
221.14771,-1.041956,2379,6,80,GALAXY,0.1810423,308,51662
221.06273,-0.92871031,756,1,703,STAR,6.107714e-05,308,51662
220.78402,-0.82039434,752,2,516,QSO,1.372609,308,51662
220.82648,-0.80085875,752,2,516,GALAXY,0.1466652,308,51662
220.76942,-0.65153329,752,2,516,GALAXY,0.1524184,308,51662
220.84168,-0.63134989,752,2,516,GALAXY,0.1502765,308,51662
220.53256,-0.84519736,756,1,699,GALAXY,0.1442103,308,51662
220.51742,-0.81640073,752,2,514,GALAXY,0.144018,308,51662
220.8267,-0.66986948,752,2,516,GALAXY,0.1470913,308,51662
220.73598,-0.81089832,752,2,515,GALAXY,0.0449921,308,51662
220.57535,-0.85807614,756,1,700,GALAXY,0.1428663,308,51662
220.8825,-0.84375115,756,1,702,GALAXY,0.1440125,308,51662
220.65382,-0.77309962,752,2,515,GALAXY,0.108904,308,51662
220.86193,-0.72091122,752,2,516,GALAXY,0.1498616,308,51662
220.6987,-0.49837507,756,2,701,GALAXY,0.005957456,308,51662
220.52257,-0.88016985,756,1,699,GALAXY,0.2823173,308,51662
220.57639,-0.75875035,752,2,514,GALAXY,0.141567,308,51662
220.43594,-0.82698666,752,2,513,GALAXY,0.1427558,308,51662
220.81545,-0.53424612,756,2,701,GALAXY,0.1796674,308,51662
220.73695,-0.48062681,756,2,701,GALAXY,0.1484336,308,51662
220.92679,-0.99933312,2379,6,79,GALAXY,0.04435189,308,51662
220.86174,-1.1366799,752,1,516,QSO,1.068271,308,51662
220.66162,-0.93278723,756,1,700,GALAXY,0.2171015,308,51662
220.62527,-0.85253832,756,1,700,GALAXY,0.1474052,308,51662
220.84557,-1.0555784,752,1,516,GALAXY,0.3058997,308,51662
220.86783,-0.9389107,756,1,702,GALAXY,0.1083581,308,51662
220.92383,-1.0197875,2379,6,78,GALAXY,0.1495323,308,51662
220.98871,-1.1435014,752,1,517,GALAXY,0.1487412,308,51662
220.93866,-0.96700601,756,1,702,GALAXY,0.1496631,308,51662
220.55348,-0.93936152,756,1,700,GALAXY,0.1443953,308,51662
220.82735,-1.2534416,2334,5,167,GALAXY,0.04977922,308,51662
220.92102,-1.0791131,752,1,517,GALAXY,0.0824862,308,51662
220.75109,-0.94737464,756,1,701,STAR,0.0001963491,308,51662
221.00985,-1.1154367,752,1,517,GALAXY,0.1492159,308,51662
220.83219,-1.0659794,752,1,516,QSO,0.2915081,308,51662
220.75515,-1.1286277,752,1,516,QSO,1.728315,308,51662
220.6843,-1.1621391,752,1,515,QSO,1.93279,308,51662
220.72301,-1.0450602,752,1,515,STAR,0.0001508594,308,51662
220.75902,-1.0814579,752,1,516,GALAXY,0.1076543,308,51662
220.62909,-0.39814313,752,3,515,GALAXY,0.3701124,308,51662
223.00014,-1.0751893,752,1,531,GALAXY,0.2860533,309,51994
222.88055,-0.99610775,2379,6,92,GALAXY,0.1100958,309,51994
222.99057,-1.1154332,752,1,531,GALAXY,0.07699386,309,51994
222.94575,-0.94549129,2379,6,92,GALAXY,0.04319528,309,51994
222.93721,-1.2023084,752,1,530,GALAXY,0.1499039,309,51994
222.95166,-0.96307826,2379,6,92,GALAXY,0.03490061,309,51994
222.6804,-0.70959238,752,2,528,STAR,6.762278e-06,309,51994
223.04178,-0.71211441,752,2,531,GALAXY,0.2634605,309,51994
223.06063,-0.96190006,2379,6,93,GALAXY,0.3142663,309,51994
222.83337,-1.1570402,752,1,529,GALAXY,0.185144,309,51994
222.93771,-0.81587291,752,2,530,GALAXY,0.3676988,309,51994
222.77315,-0.6825648,752,2,529,GALAXY,0.5543312,309,51994
222.85212,-0.9395189,2379,6,91,GALAXY,0.1105677,309,51994
223.07894,-0.97228983,2379,6,93,GALAXY,0.1769667,309,51994
222.68967,-0.19769537,756,3,714,GALAXY,0.08351402,309,51994
222.81599,-0.16328515,756,3,715,GALAXY,0.04266208,309,51994
222.26512,-0.23043664,752,3,526,GALAXY,0.08587916,309,51994
222.74879,-0.037548849,756,3,714,GALAXY,0.04286352,309,51994
222.72742,0.027680438,752,4,529,GALAXY,0.0430463,309,51994
222.41281,-0.2524811,752,3,527,QSO,0.5143725,309,51994
222.84758,0.0070933093,752,4,530,GALAXY,0.02316491,309,51994
222.42455,0.0015376601,756,3,712,GALAXY,0.1122255,309,51994
222.80168,-0.45692372,756,2,715,GALAXY,0.04329725,309,51994
222.76246,-0.52709938,756,2,714,GALAXY,0.04301928,309,51994
222.50567,-0.14699377,756,3,713,QSO,1.195022,309,51994
222.81161,-0.31265094,752,3,529,STAR,-0.0003264937,309,51994
222.37249,-0.024667425,756,3,712,GALAXY,0.1387036,309,51994
222.4699,-0.74377753,752,2,527,QSO,1.269727,309,51994
222.60829,-0.17867597,756,3,713,GALAXY,0.09015255,309,51994
222.77214,1.1556905,1462,2,650,GALAXY,0.1847856,309,51994
222.81377,1.2354374,1462,2,651,QSO,1.083385,309,51994
222.50922,0.91880506,752,6,527,QSO,0.8761939,309,51994
222.60086,1.0038927,752,6,528,GALAXY,0.0986251,309,51994
222.82201,1.0134253,752,6,529,GALAXY,0.3917052,309,51994
222.71431,1.0896729,1458,1,654,GALAXY,0.08681297,309,51994
222.77663,1.1926308,1462,2,650,GALAXY,0.3909597,309,51994
222.82993,1.2493498,1462,2,651,GALAXY,0.1160891,309,51994
222.84602,1.0295764,752,6,530,QSO,1.301381,309,51994
222.40596,0.84561417,752,6,527,GALAXY,0.2113992,309,51994
222.79301,1.1927898,1462,2,650,GALAXY,0.200005,309,51994
222.51357,1.0065315,752,6,527,GALAXY,0.3730972,309,51994
222.71808,1.1656491,1462,2,650,GALAXY,0.02711398,309,51994
222.54185,0.96501696,752,6,528,STAR,0.0001333559,309,51994
222.82236,0.79168976,756,5,715,STAR,0.000357335,309,51994
222.64692,0.83069607,756,5,714,GALAXY,0.1456952,309,51994
222.6663,0.92847763,752,6,528,GALAXY,0.4212857,309,51994
222.50902,0.57877786,752,5,527,GALAXY,0.04041696,309,51994
222.44592,0.72187696,756,5,712,GALAXY,0.1743581,309,51994
222.5382,0.72894577,756,5,713,GALAXY,0.1390727,309,51994
222.2268,0.46285512,752,5,525,GALAXY,0.03443914,309,51994
222.55814,0.55747549,752,5,528,GALAXY,0.03979656,309,51994
222.89801,0.09789123,752,4,530,GALAXY,0.06399041,309,51994
222.86909,0.08147495,752,4,530,GALAXY,0.04249018,309,51994
222.35642,0.039649528,752,4,526,GALAXY,0.1750458,309,51994
222.71914,0.094509968,752,4,529,GALAXY,0.04266683,309,51994
222.76247,0.39023186,756,4,714,GALAXY,0.05590013,309,51994
222.28432,0.1400709,752,4,526,QSO,1.639496,309,51994
226.1999,-0.088504926,756,3,737,GALAXY,0.08841419,310,51990
226.48708,-0.060777247,756,3,739,STAR,0.0001802003,310,51990
226.51911,-0.15241769,756,3,739,GALAXY,0.1437694,310,51990
226.25255,-0.054953218,756,3,738,STAR,-0.0004549193,310,51990
226.17976,-0.59149818,756,2,737,GALAXY,0.2426858,310,51990
226.30414,-0.34765806,752,3,553,STAR,-0.0001650572,310,51990
225.90666,-0.39224088,752,3,550,GALAXY,0.03652861,310,51990
226.1529,-0.22512213,752,3,552,STAR,-0.0002101124,310,51990
226.07157,-0.59580191,756,2,736,GALAXY,0.2422174,310,51990
225.7931,-0.45056737,756,2,735,GALAXY,0.2292754,310,51990
225.87099,-0.5301006,756,2,735,GALAXY,0.2192827,310,51990
225.94523,-0.2617854,752,3,550,GALAXY,0.2365791,310,51990
225.82623,-0.17040338,756,3,735,STAR,6.033336e-05,310,51990
225.81074,-0.15162877,756,3,735,QSO,1.7004,310,51990
226.01358,0.034610665,752,4,551,GALAXY,0.235007,310,51990
225.97144,0.018238248,752,4,550,GALAXY,0.07146523,310,51990
226.04989,-0.11128714,756,3,736,GALAXY,0.3411435,310,51990
226.16186,-0.31095161,752,3,552,QSO,1.163076,310,51990
226.1096,-0.15482807,756,3,737,GALAXY,0.1148861,310,51990
226.0929,-0.041890944,756,3,737,GALAXY,0.4520213,310,51990
225.801,-0.26729861,752,3,549,GALAXY,0.1820871,310,51990
226.15896,-0.13037007,756,3,737,GALAXY,0.1860261,310,51990
225.86128,0.047463427,752,4,550,STAR,-0.0008175171,310,51990
225.83011,-1.1886806,752,1,550,QSO,1.519381,310,51990
225.61063,-1.1431167,752,1,548,STAR,-0.0006507919,310,51990
225.55586,-1.0795902,752,1,548,STAR,-3.016218e-05,310,51990
225.80342,-0.93721966,2379,6,111,GALAXY,0.03712127,310,51990
225.67122,-1.1059548,752,1,548,GALAXY,0.04896335,310,51990
225.47375,-1.0432476,752,1,547,STAR,0.0002516672,310,51990
225.66224,-0.96783771,2379,6,110,GALAXY,0.1171405,310,51990
225.55591,-0.85602881,2379,6,109,STAR,-0.001158186,310,51990
225.64119,-1.2193046,752,1,548,GALAXY,0.1162462,310,51990
225.46222,-0.9411193,2379,6,109,QSO,0.6533171,310,51990
225.52951,-0.75395396,752,2,548,QSO,0.4389078,310,51990
225.74733,-1.0598999,752,1,549,GALAXY,0.4441369,310,51990
225.73433,-0.99907301,2379,6,111,STAR,-0.000125249,310,51990
225.73629,-0.87656505,2379,6,111,STAR,-8.980641e-05,310,51990
225.78774,-0.97873867,2379,6,111,STAR,-0.0004454807,310,51990
225.60086,-0.81332169,752,2,548,GALAXY,0.0879861,310,51990
225.62967,-0.75243423,752,2,548,GALAXY,0.4590362,310,51990
225.75979,-0.63701151,752,2,549,GALAXY,0.2297704,310,51990
225.58809,-0.68332471,752,2,548,GALAXY,0.2972974,310,51990
225.71521,-0.30871567,752,3,549,GALAXY,0.1172421,310,51990
225.7138,-0.087272845,756,3,734,GALAXY,0.3324466,310,51990
225.49433,-0.11428216,745,3,446,GALAXY,0.04019753,310,51990
225.48269,-0.036287692,756,3,732,GALAXY,0.3623299,310,51990
225.76049,0.047030259,752,4,549,STAR,-4.672292e-05,310,51990
225.4385,0.0084468377,752,4,547,GALAXY,0.04093848,310,51990
225.45457,0.056503837,752,4,547,GALAXY,0.04065491,310,51990
225.76714,-0.1080291,756,3,734,STAR,-0.0002147418,310,51990
225.6632,-0.27796058,752,3,548,GALAXY,0.3259148,310,51990
225.53827,-0.51984966,756,2,733,GALAXY,0.4538563,310,51990
225.62521,-0.44487369,756,2,733,GALAXY,0.1373959,310,51990
225.76856,-0.2897507,752,3,549,GALAXY,0.1375416,310,51990
225.66456,-0.32058824,752,3,548,GALAXY,0.3292025,310,51990
225.7545,-0.3682153,752,3,549,STAR,-0.0006440966,310,51990
225.48275,-0.33937473,752,3,547,QSO,0.2190745,310,51990
225.29113,-0.89024812,2379,6,108,GALAXY,0.08657292,310,51990
225.42892,-1.1843105,752,1,547,QSO,1.106112,310,51990
225.18063,-0.97242914,2379,6,107,QSO,0.2211388,310,51990
225.27108,-1.0301389,2379,6,108,GALAXY,0.04137512,310,51990
225.3134,-1.2058816,752,1,546,GALAXY,0.2871869,310,51990
226.81884,0.89355885,752,6,556,STAR,0.0002812234,310,51990
226.97694,0.72010525,2327,1,31,GALAXY,0.3719904,310,51990
226.75845,0.86461812,752,6,556,STAR,-0.0001217751,310,51990
227.18155,0.57197317,752,5,559,GALAXY,0.09004497,310,51990
227.18003,0.35203769,756,4,744,GALAXY,0.1414151,310,51990
227.25029,0.39095048,756,4,744,GALAXY,0.2469284,310,51990
227.05768,0.51453848,752,5,558,GALAXY,0.0352582,310,51990
227.16942,0.50297346,752,5,558,STAR,-6.891639e-05,310,51990
227.05652,0.43462296,752,5,558,GALAXY,0.1425058,310,51990
227.17774,0.3259442,756,4,744,GALAXY,0.142822,310,51990
227.13459,0.67644197,2327,1,32,GALAXY,0.06067263,310,51990
227.27878,0.40252826,756,4,744,GALAXY,0.08915377,310,51990
227.2887,0.30709965,756,4,745,GALAXY,0.09643757,310,51990
227.24254,0.19359856,752,4,559,GALAXY,0.07163873,310,51990
227.05523,0.16543249,752,4,558,GALAXY,0.05216374,310,51990
227.13952,0.31903314,756,4,744,GALAXY,0.2270805,310,51990
227.28673,0.2534689,756,4,745,GALAXY,0.05401507,310,51990
227.08197,0.29859475,756,4,743,STAR,-5.518501e-05,310,51990
227.18397,0.17389371,752,4,559,GALAXY,0.0900846,310,51990
227.32632,0.21125789,752,4,560,GALAXY,0.2306812,310,51990
227.08082,0.32356601,756,4,743,GALAXY,0.1956201,310,51990
227.20688,0.17804492,752,4,559,GALAXY,0.05399495,310,51990
228.31426,-0.4350961,756,2,751,QSO,1.635537,311,51665
228.57015,-0.7014757,752,2,568,GALAXY,0.1153302,311,51665
228.5309,-0.62436643,752,2,568,GALAXY,0.07796206,311,51665
228.49977,-0.61195364,756,2,753,GALAXY,0.2233416,311,51665
228.39803,-0.45758686,756,2,752,GALAXY,0.2512468,311,51665
228.45814,-0.51073767,756,2,752,GALAXY,0.05425967,311,51665
228.53721,-0.68902637,752,2,568,GALAXY,0.03726918,311,51665
228.33589,-0.43107194,756,2,752,GALAXY,0.2179927,311,51665
228.41002,-0.4030486,752,3,567,QSO,0.822583,311,51665
228.55394,-0.44093854,756,2,753,GALAXY,0.3118993,311,51665
228.35842,-0.88552597,2379,6,128,GALAXY,0.07182758,311,51665
228.35408,-0.55591363,756,2,752,GALAXY,0.1005603,311,51665
228.32925,-0.90580499,2379,6,128,GALAXY,0.1455263,311,51665
228.52498,-0.67330983,752,2,568,GALAXY,0.0371196,311,51665
228.3978,-0.57672568,756,2,752,GALAXY,0.05379257,311,51665
228.41679,-0.7639696,752,2,567,STAR,-8.162151e-05,311,51665
228.28694,-0.63353483,752,2,566,GALAXY,0.1462547,311,51665
228.42436,-0.77938719,752,2,567,GALAXY,0.04026579,311,51665
228.48496,-0.76531462,752,2,567,GALAXY,0.07087228,311,51665
228.6951,-0.19980648,756,3,754,GALAXY,0.03727139,311,51665
228.3689,-0.096804132,756,3,752,GALAXY,0.03771064,311,51665
228.69715,-0.15048751,756,3,754,GALAXY,0.100101,311,51665
228.35604,-0.37914454,752,3,566,STAR,-0.0003421001,311,51665
228.55242,-0.053255431,756,3,753,QSO,0.2278282,311,51665
228.64029,-0.39134508,752,3,568,GALAXY,0.05363998,311,51665
228.72609,-0.097991833,756,3,754,GALAXY,0.1213687,311,51665
228.61155,-0.36844649,752,3,568,GALAXY,0.1179704,311,51665
228.39903,-0.34263551,752,3,567,STAR,-9.228107e-05,311,51665
228.55561,0.049985431,752,4,568,GALAXY,0.1382639,311,51665
228.57843,-0.083989488,756,3,753,GALAXY,0.1197399,311,51665
228.70796,0.1363126,752,4,569,GALAXY,0.2051992,311,51665
228.69287,0.056218057,752,4,569,GALAXY,0.07162303,311,51665
228.62527,-0.23827624,752,3,568,GALAXY,0.08124371,311,51665
228.52699,-0.0046994071,756,3,753,QSO,1.596584,311,51665
228.41747,0.16042824,752,4,567,GALAXY,0.1174196,311,51665
228.47963,0.019079621,752,4,567,GALAXY,0.09055538,311,51665
228.5085,0.16934714,752,4,567,GALAXY,0.1003457,311,51665
228.56062,0.13937331,752,4,568,GALAXY,0.2344086,311,51665
227.99107,-1.1525049,752,1,564,GALAXY,0.213887,311,51665
227.96368,-1.1069332,752,1,564,GALAXY,0.1800358,311,51665
228.27423,-0.90832237,2379,6,128,GALAXY,0.1296626,311,51665
228.08228,-0.89675854,2379,6,126,GALAXY,0.209608,311,51665
228.1015,-0.47802427,756,2,750,GALAXY,0.09127723,311,51665
228.0574,-0.69225759,752,2,564,GALAXY,0.126428,311,51665
228.21864,-0.77813105,752,2,565,GALAXY,0.09939177,311,51665
228.15374,-0.79418377,752,2,565,GALAXY,0.05441434,311,51665
228.11068,-1.0006259,756,1,750,GALAXY,0.1244419,311,51665
228.05702,-0.66435104,752,2,564,GALAXY,0.3845797,311,51665
228.21174,-0.73282415,752,2,565,GALAXY,0.05491341,311,51665
228.18309,-0.70523718,752,2,565,GALAXY,0.1457303,311,51665
228.17039,-0.2083716,752,3,565,GALAXY,0.09180361,311,51665
228.10782,-0.17464794,756,3,750,GALAXY,0.2611729,311,51665
228.10216,-0.28661732,752,3,565,GALAXY,0.09071708,311,51665
228.28029,-0.099825771,756,3,751,QSO,1.800951,311,51665
228.20601,-0.074316288,756,3,751,GALAXY,0.5044281,311,51665
228.27083,0.123152,752,4,566,GALAXY,0.3661789,311,51665
228.1256,-0.25118772,752,3,565,GALAXY,0.2153375,311,51665
228.22999,-0.30913358,752,3,566,GALAXY,0.1459986,311,51665
228.31342,-0.17801977,756,3,751,GALAXY,0.2597282,311,51665
228.11769,-0.07318681,756,3,750,GALAXY,0.2146394,311,51665
228.20888,-0.17682218,756,3,751,GALAXY,0.5050785,311,51665
228.14818,-0.0020330298,756,3,750,GALAXY,0.1393467,311,51665
228.13959,-0.30468393,752,3,565,GALAXY,0.2137748,311,51665
228.20815,0.066413678,752,4,565,GALAXY,0.1535654,311,51665
228.13917,-0.23941465,752,3,565,GALAXY,0.1104264,311,51665
228.13193,0.12212193,752,4,565,GALAXY,0.2149049,311,51665
228.25512,-0.040863268,756,3,751,GALAXY,0.1595246,311,51665
228.27021,-0.030914987,756,3,751,GALAXY,0.1223411,311,51665
228.14372,-0.093008986,756,3,750,GALAXY,0.09196259,311,51665
227.84311,-1.0819016,752,1,563,GALAXY,0.1237822,311,51665
227.8858,-0.87568841,2379,6,125,GALAXY,0.1809645,311,51665
227.8564,-0.85598185,2379,6,125,GALAXY,0.08257115,311,51665
228.02813,-0.68014423,752,2,564,GALAXY,0.3434429,311,51665
227.94887,-0.53791972,756,2,749,GALAXY,0.05813883,311,51665
228.05553,-0.78403462,752,2,564,GALAXY,0.1593375,311,51665
227.95306,-0.64041899,752,2,564,GALAXY,0.3509074,311,51665
227.82308,-0.68589788,752,2,563,GALAXY,0.1762932,311,51665
227.80359,-1.2311265,752,1,563,STAR,0.0001920997,311,51665
227.85817,-0.56036875,756,2,748,GALAXY,0.09198727,311,51665
228.03485,-0.34010534,752,3,564,GALAXY,0.1170873,311,51665
228.06674,-0.22954277,752,3,564,GALAXY,0.0909497,311,51665
227.90416,-0.27293268,752,3,563,GALAXY,0.05024774,311,51665
228.72685,1.0865457,2327,2,43,GALAXY,0.2405499,312,51689
228.67232,0.83207692,756,5,754,GALAXY,0.07821551,312,51689
228.7189,0.91520696,752,6,569,GALAXY,0.1602319,312,51689
228.71546,0.69983898,2327,1,43,GALAXY,0.03787635,312,51689
